"theta.G.ml" "theta.G.tau" "theta.G.new" "p.value.gumbel" "loglik.G" "theta.gum.ML.std" "theta.gum.tau.std" "theta.C.ml" "theta.C.tau" "theta.C.new" "p.value.clayton" "loglik.C" "theta.clay.ML.std" "theta.clay.tau.std" "emp.tau" "t.G" "t.C" "KL.G.ML" "KL.G.tau" "KL.G.new" "KL.C.ML" "KL.C.tau" "KL.C.new"
1.81416175060746 2.04545454545455 2.04533901458799 0.0004995004995005 25.0554647001291 0.150247026248032 0.247324330989523 2.34439741587794 2.09090909090909 2.17055152667603 0.314185814185814 52.0194525906982 0.320052927905101 0.494648661979045 0.511111111111111 73.8600000000006 36.2700000000041 1.42675508124993 1.2709248309758 1.27098644570422 -0.140039590016685 -0.0291501650617304 -0.0666985967214241
2.09955521316742 2.54367934224049 2.54301382156756 0.0014985014985015 37.376167656838 0.17085627918773 0.266180822740209 2.16441608044301 3.08735868448099 3.03803058326617 0.0534465534465534 54.0898464944436 0.274838216044805 0.532361645480418 0.606868686868687 67.1200000000026 33.8199999999997 1.86560644667236 1.48285073216407 1.4832791210003 -0.0161599959813784 -0.178624817902151 -0.178815944606153
1.6538999866451 1.82119205298013 1.81542624250205 0.0344655344655345 19.3631581426754 0.133201007654931 0.166924029387591 1.41613821335486 1.64238410596027 1.63820273831471 0.0184815184815185 25.2076893088128 0.228967642362352 0.333848058775182 0.450909090909091 77.760000000002 33.739999999998 0.814233493893665 0.76211540414402 0.763399380107712 0.253330131261117 0.158446088188794 0.160011631526215
1.92933506101554 2.2078501338091 2.20771101539112 0.0004995004995005 29.1271326858295 0.159982424779358 0.236829852675399 2.09492587353113 2.4157002676182 2.35689696960124 0.183316683316683 41.2121601891001 0.292780305152736 0.473659705350797 0.547070707070707 68.2900000000009 33.010000000002 1.02139451409305 0.870466320579001 0.870524327320601 0.0272337117926807 -0.0324319886777295 -0.0241667837544595
1.59835578807496 1.68711656441718 1.68707222836506 0.0004995004995005 16.9680705784794 0.130487963149237 0.190707659478384 1.76664224938983 1.37423312883436 1.52770782483582 0.391108891108891 35.485698945757 0.271080590161192 0.381415318956767 0.407272727272727 78.4599999999991 36.260000000002 4.79605025365556 4.46682871177565 4.46698162433948 0.542396053035723 0.871867632362611 0.715470007346705
1.75562795587713 1.77674084709261 1.77559134402443 0.0544455544455544 23.9514150012031 0.142716575392984 0.195388518316236 1.79899787831785 1.55348169418521 1.56635841712923 0.0524475524475524 42.2800064536552 0.259065372940909 0.390777036632472 0.437171717171717 72.4099999999962 33.6599999999962 62.2822507071522 61.4670485201746 61.5108438091211 1.66917722211364 4.17193746436151 4.02715598500029
1.87888716057623 1.95806962025316 1.92646782940308 0.399100899100899 29.8847393073525 0.151586767599113 0.190659706789049 1.5967922333925 1.91613924050633 1.91247041874628 0.0114885114885115 28.609434625419 0.253597547745001 0.381319413578098 0.489292929292929 70.8799999999974 34.7099999999991 0.526436167712493 0.454673925960024 0.481891461031729 3.56358928816597 3.45143217762326 3.45248736388236
1.55216195103072 1.74050632911392 1.74041225100299 0.0004995004995005 14.7664700860048 0.123772702521056 0.156561036802235 1.53010248338903 1.48101265822785 1.51923994964957 0.778721278721279 32.6075975548817 0.239020772639347 0.31312207360447 0.425454545454545 76.3799999999974 33.6299999999974 3.85040301466677 3.43966865096734 3.43984227265564 0.48227521805376 0.538973897039086 0.494601561976675
2.20183326285257 2.45049504950495 2.45037084281831 0.0004995004995005 40.5167013624771 0.183779835761853 0.282089107130513 2.33565472486632 2.9009900990099 2.81599212317713 0.15034965034965 53.1404908110001 0.295247384228841 0.564178214261026 0.591919191919192 69.3600000000006 36.1099999999933 2.49083136450988 2.02490771454953 2.02510952755563 4.43013585839781 4.217429239137 4.23660452207825
1.77620773455795 1.99275362318841 1.99264545840887 0.0004995004995005 22.9841056157992 0.147212602272761 0.237693725591108 2.18806216214241 1.98550724637681 2.06735885819218 0.404095904095904 53.1949390798194 0.290740959045568 0.475387451182217 0.498181818181818 71.1999999999971 33.3300000000017 23.2963523842151 20.6331332448553 20.6342982054826 -0.714011078874382 0.0660069836923786 -0.260701439332895
