."dates" "theta.F.ML" "theta.F.tau" "theta.F.new" "theta.G.ML" "theta.G.tau" "theta.G.new" "theta.C.ML" "theta.C.tau" "theta.C.new"
2006-09-04 3.13286746638182 2.97829783915346 2.99319890711304 1.44183130279675 1.43957478552779 1.43964804907548 0.811285053780136 0.879149571055576 0.873285154727579
2006-09-05 3.10132462808746 2.9215440918682 2.94516161485804 1.43703867544669 1.42931210073141 1.42963243324958 0.798977469634203 0.858624201462827 0.853469913447667
2006-09-06 3.15171030324115 2.99830861833838 3.01876728460663 1.44407420835117 1.44320837618024 1.44323821754877 0.813279596299429 0.886416752360475 0.881046541600748
2006-09-07 3.17120291484785 3.04223882286062 3.0613708584851 1.44703828082765 1.45121263395375 1.45109795392281 0.818512555210823 0.902425267907501 0.897102133785385
2006-09-08 3.19598927692903 3.05120826437751 3.07398849362513 1.45850153141224 1.45285149632976 1.45306880537139 0.819930716033598 0.905702992659514 0.898805222161626
2006-09-11 3.2182571352668 3.06468451927427 3.08792752758882 1.46093506370186 1.45531674208145 1.45548231699434 0.823226541190075 0.910633484162896 0.903866213353312
2006-09-12 3.26476135705306 3.11885796292358 3.13787933448591 1.47409060101929 1.46526195899772 1.46573381948539 0.828738810500808 0.930523917995444 0.926914156440939
2006-09-13 3.34143409882716 3.19406396165849 3.21268766031167 1.48753212214188 1.47916067835585 1.47960810317358 0.840257113445499 0.958321356711699 0.954606048357168
2006-09-14 3.33834360708733 3.18642893485166 3.20274344760424 1.4865166186152 1.47774480712166 1.47820486716503 0.840718381166739 0.955489614243324 0.95084602289507
2006-09-15 3.3996755978034 3.24082845308295 3.26471106575071 1.49601131977131 1.4878565921357 1.48823540815473 0.850034783110559 0.975713184271395 0.972134928094488
2006-09-18 3.51560517844976 3.34161149416625 3.36950958240551 1.51377967411365 1.50673433535038 1.5070616163219 0.881451268793459 1.01346867070076 1.00931427693445
2006-09-19 3.48631451003361 3.30421850979619 3.34087419815567 1.50901952225472 1.49970856809792 1.50022480981191 0.867280768832525 0.999417136195842 0.996579042391336
2006-09-20 3.50351532733553 3.33224312684081 3.36518008847441 1.51289664206638 1.50497172938195 1.50557737955213 0.869524264275733 1.00994345876389 1.00748857774137
2006-09-21 3.45005961192411 3.30732642448327 3.33734174511893 1.50643359241564 1.5002915451895 1.5008468451635 0.850258377711335 1.00058309037901 0.998255385038001
2006-09-22 3.47289292470487 3.34239280010233 3.37700597001439 1.509109121311 1.50688140556369 1.50705610654887 0.847125718120887 1.01376281112738 1.01168192834758
2006-09-25 3.4531842033392 3.34239280010233 3.37609508010795 1.50565014539347 1.50688140556369 1.50680083858951 0.846112664228294 1.01376281112738 1.01133431249597
2006-09-26 3.46551906251871 3.36117244349316 3.38759788597366 1.50808361702213 1.51041972409745 1.51023652289324 0.847475018824849 1.02083944819489 1.01971370514704
2006-09-27 3.47972743449394 3.36117244349316 3.39320953147089 1.51056514889733 1.51041972409745 1.51043170965788 0.848994568420222 1.02083944819489 1.01835018669966
2006-09-28 3.46928434030143 3.34864667416386 3.37594380840977 1.50878722450498 1.50805900166064 1.50811174507344 0.846959572375871 1.01611800332129 1.0146815930685
2006-09-29 3.45937069045151 3.33848720749295 3.36632301450788 1.50879314737175 1.50614634146341 1.50643587717467 0.842885534895216 1.01229268292683 1.01000797114019
2006-10-02 3.4583615864961 3.31276883283362 3.3403310973881 1.50808672590176 1.50131284644559 1.50221625594349 0.838982444254848 1.00262569289118 1.00041871601147
2006-10-03 3.54429948149066 3.39180591198217 3.40909664139197 1.52737909945225 1.51620506776665 1.5173046103451 0.879503694956235 1.03241013553329 1.03065346813406
2006-10-04 3.62256639525162 3.47421525635119 3.48777582499193 1.53303261654909 1.53185155784878 1.53193473930569 0.912689572257596 1.06370311569756 1.06226992023035
2006-10-05 3.62546677674543 3.45192363265322 3.46848044610058 1.53396349529497 1.52760736196319 1.52805502170334 0.910811779756332 1.05521472392638 1.05413278378525
2006-10-06 3.60330777862557 3.40599359561362 3.42264998768605 1.53325791690237 1.51889020070838 1.52005999977912 0.905930230167403 1.03778040141677 1.03613392075681
2006-10-09 3.61467103424798 3.40441564283862 3.42741560823255 1.53446835842641 1.51859138304151 1.51993164719738 0.907073369755641 1.03718276608302 1.03594796162237
2006-10-10 3.63829284011096 3.42970946182976 3.44856739962641 1.53717086800777 1.52338661930136 1.52432989705999 0.91140743994341 1.04677323860272 1.04589423991013
2006-10-11 3.62093814761052 3.36901336293854 3.39908829977001 1.53340886888762 1.51189893252375 1.51416596377888 0.901488753557001 1.0237978650475 1.02239271541499
2006-10-12 3.66257836216738 3.420212610662 3.44575665340307 1.5449075887142 1.52158486102898 1.52511472440991 0.90623027836298 1.04316972205795 1.04255411017321
2006-10-13 3.68208344582734 3.41784059031883 3.44357853079044 1.55301056390291 1.52113508720071 1.52627783394137 0.90598722868677 1.04227017440142 1.04097677981172
2006-10-16 3.68630792663931 3.41863116648939 3.4455058062447 1.55421094622311 1.52128498226251 1.52633406864408 0.905011062824145 1.04256996452503 1.04140188194315
2006-10-17 3.67732210433067 3.43525578883959 3.4585918522211 1.55173183499253 1.5244396168658 1.52835213764621 0.893467082092007 1.04887923373161 1.04849109149475
2006-10-18 3.67706395881814 3.43763425554841 3.46239047361876 1.55030270424922 1.52489134729356 1.52906733952054 0.894113471609917 1.04978269458712 1.04846082805834
2006-10-19 3.67061555175922 3.42812567734701 3.45029133519787 1.54953844684919 1.52308602999211 1.52669317774535 0.893059352064341 1.04617205998421 1.04563670086561
2006-10-20 3.64195415640925 3.39968410254194 3.41795721849297 1.54453003428131 1.51769563507668 1.52156933206476 0.889032758168089 1.03539127015336 1.03458710250509
2006-10-23 3.64197603552966 3.40994017044394 3.42581874862413 1.53617481626492 1.51963775962201 1.52214062084219 0.889038602454598 1.03927551924402 1.0386001285092
2006-10-24 3.63779165950717 3.40362681141565 3.4177796319047 1.53594343659252 1.51844201829448 1.52051386451658 0.888212816587416 1.03688403658896 1.03562159366188
2006-10-25 3.68293355059667 3.43367063446818 3.44574780872616 1.54617981080045 1.52413861190641 1.52734240255484 0.891758797290503 1.04827722381281 1.04757359452275
2006-10-26 3.68664381763114 3.42495928037669 3.43946826321148 1.55044281655988 1.52248520710059 1.52707963942432 0.890076489584662 1.04497041420118 1.04427408786674
2006-10-27 3.6770078553969 3.46067176600397 3.47504374397063 1.54954529905484 1.52927191679049 1.53288710034113 0.885993966097414 1.05854383358098 1.057940512366
2006-10-30 3.70060993453997 3.47820409090847 3.49475677357635 1.55222568640898 1.5326119328899 1.53644259104473 0.88990741231736 1.06522386577981 1.06513629512373
2006-10-31 3.70107486133304 3.45589857311165 3.47488075326865 1.5520961927082 1.52836352836353 1.53370989780381 0.888498781928725 1.05672705672706 1.05580272554685
2006-11-01 3.63512069270117 3.39416835881398 3.41065710493913 1.54308940011501 1.51665193044503 1.52234351357578 0.874538836616017 1.03330386089007 1.03306595126328
2006-11-02 3.61044437800405 3.38787042155164 3.40132269364492 1.53857469595628 1.51546088151566 1.52131437997789 0.858925569556838 1.03092176303131 1.03032037773945
2006-11-03 3.56695501479425 3.32834361319955 3.33918958599931 1.53061350425104 1.50423852674657 1.51112869319754 0.850889773920954 1.00847705349313 1.00745375946993
2006-11-06 3.61784178770768 3.40283807658887 3.41024829440466 1.54202874689043 1.51829268292683 1.52560794339913 0.857632157794922 1.03658536585366 1.03631720420322
2006-11-07 3.62114819348854 3.41467925758418 3.42262037050358 1.54308943956561 1.52053580222594 1.52804992615479 0.858158372130113 1.04107160445189 1.04098023920098
2006-11-08 3.59837732111315 3.39653167122849 3.4016735933784 1.54044744623101 1.51709905660377 1.5240849134403 0.85468778477019 1.03419811320755 1.03392911671139
2006-11-09 3.54646413282807 3.37922077564447 3.38431660221201 1.53386745866265 1.5138262404393 1.52090373358811 0.839841664047039 1.0276524808786 1.02699579970087
2006-11-10 3.54868191872714 3.34473728049901 3.34972893248361 1.53367157672832 1.50732278851787 1.51628558810394 0.836779863917851 1.01464557703574 1.01455673302319
2006-11-13 3.5706412668555 3.37058268649912 3.37667837750898 1.53712179396772 1.51219512195122 1.52124691543573 0.839728254675236 1.02439024390244 1.02429800514658
2006-11-14 3.53556405608355 3.30033569158227 3.30515305569044 1.52829944602531 1.49898048354209 1.50669831232763 0.847935120003576 0.997960967084183 0.9974364011853
2006-11-15 3.51530945913124 3.2678104898766 3.27386815695626 1.52473518065647 1.49289237017697 1.50127456853995 0.844631980438455 0.985784740353931 0.98557322273168
2006-11-16 3.58381266339763 3.32990313866662 3.33662501919147 1.53621631769264 1.50453172205438 1.51353698425127 0.85519829525812 1.00906344410876 1.00883287695264
2006-11-17 3.50890110458473 3.25469114192463 3.26091306408764 1.52579219310916 1.49044217030315 1.49950039293026 0.837908296649282 0.980884340606295 0.980384424368683
2006-11-20 3.45209322168249 3.20476771671732 3.2100799028879 1.51732459375095 1.4811474623429 1.49056219034669 0.82930871419083 0.962294924685791 0.962095644650084
2006-11-21 3.44926075282779 3.17194639649596 3.17651751225967 1.51650309347136 1.47506210586662 1.48667469030531 0.82342916902859 0.950124211733231 0.949934359021886
2006-11-22 3.51317114033943 3.2162551621833 3.21996290416827 1.52458504192233 1.48328209069946 1.49436085433916 0.836847519647531 0.966564181398924 0.966369800786909
2006-11-23 3.52786490423022 3.23621401274931 3.24276960221816 1.52617720572826 1.48699672510114 1.4966059238963 0.838986797058869 0.973993450202273 0.973656270748868
2006-11-24 3.55505056231369 3.29567934777015 3.30461871530437 1.53026054375437 1.4981077147016 1.50531881372492 0.844277770947416 0.996215429403202 0.995684178849161
2006-11-27 3.59725483233522 3.36195610863092 3.36700997732187 1.5403362002641 1.5105675146771 1.51578669981249 0.858497162073888 1.02113502935421 1.01991646391504
2006-11-28 3.67915199726484 3.41942183992534 3.4226652235085 1.55285615102039 1.52143490686903 1.52722633498683 0.871687636395135 1.04286981373805 1.04278430815496
2006-11-29 3.68495657861152 3.46146764482205 3.46515152834605 1.55602019208397 1.52942341985338 1.53488359637025 0.873935325103499 1.05884683970676 1.05875447631285
2006-11-30 3.73020257899278 3.51100735009844 3.51374455325646 1.56857575522576 1.53887559808612 1.54452782579352 0.876581184892738 1.07775119617225 1.07765071165113
2006-12-01 3.73415718381765 3.52707067527816 3.52841539286607 1.56917312528894 1.54194966040751 1.54620587644542 0.876949332047792 1.08389932081502 1.08379594919226
2006-12-04 3.7619557299395 3.57064669137903 3.57265342954575 1.57399794320092 1.55031130749146 1.55427485542486 0.882285916889284 1.10062261498293 1.10029543711366
2006-12-05 3.77066237285211 3.58361620358836 3.58651252289265 1.57646100111873 1.55280627640314 1.55683537786568 0.883289923969652 1.10561255280628 1.10527940201381
2006-12-06 3.8099557260029 3.60312086001782 3.60570371298966 1.58325723759691 1.55656382335148 1.5608438363249 0.887581566494313 1.11312764670296 1.11301498632324
2006-12-07 3.7758464069425 3.57388656219634 3.57539974784629 1.57855889163114 1.55093429776974 1.55558439174142 0.882288777518831 1.10186859553948 1.1017589153107
2006-12-08 3.77381584818504 3.57712810295616 3.5799772261388 1.57895002787191 1.55155778894472 1.556852892074 0.881443396335981 1.10311557788945 1.10300485252404
2006-12-11 3.88074267512267 3.67022468159731 3.67348445072782 1.59622302713431 1.56954046360309 1.57443182265202 0.921861489021322 1.13908092720618 1.13897242598831
2006-12-12 3.87560576570744 3.67351660600099 3.67482887327181 1.59547456780529 1.57017900732303 1.57496772731442 0.921724420011277 1.14035801464605 1.14024880705633
2006-12-13 3.85758798328446 3.66200249206316 3.66444486832716 1.59229985112123 1.5679463741621 1.57214315215955 0.920253135900686 1.13589274832419 1.13578503623007
2006-12-14 3.84030947898224 3.63085685824265 3.63242618357287 1.5854872724454 1.56191825171995 1.56638011927986 0.916048886840289 1.1238365034399 1.12373271342162
2006-12-15 3.89134372635456 3.68010569911561 3.68527586062146 1.59576506714685 1.57145765472313 1.57622928962948 0.921347130138262 1.14291530944625 1.14258328919754
2006-12-18 3.93065552534908 3.69660912641374 3.69789509563866 1.60986630025236 1.57466340269278 1.58280473214837 0.92341298399077 1.14932680538556 1.14921396131893
2006-12-19 3.87206459440098 3.63821940887826 3.63973788410893 1.60727934659461 1.5633417721519 1.57345926556753 0.908628441517408 1.1266835443038 1.12657462567104
2006-12-20 3.84134410320623 3.62677030734555 3.62773492480946 1.60311313200301 1.56112852664577 1.57159322098806 0.904770644010511 1.12225705329154 1.12214841872147
2006-12-21 3.84558944868068 3.63412802639712 3.63592365286007 1.60543205878968 1.56255060728745 1.5742241292998 0.905163896914522 1.1251012145749 1.12499135577487
2006-12-22 3.89541138062926 3.70735998447599 3.7083932339054 1.61494071193974 1.5767541619855 1.58528032973252 0.919271661471098 1.15350832397099 1.15315731998123
2006-12-25 3.94049156496049 3.70984360684022 3.71088048577282 1.62047769314511 1.57723743359215 1.58762632712111 0.932456415596361 1.15447486718431 1.15436396885684
2006-12-26 3.90052758255375 3.65953795459524 3.6606213245511 1.61247969644844 1.5674687785562 1.57643948596829 0.927852581633917 1.1349375571124 1.13462723996633
2006-12-27 3.98276353292646 3.74971811052812 3.75123139249175 1.62492360581834 1.58501026694045 1.59436059457968 0.953996380198102 1.1700205338809 1.16991262970823
2006-12-28 4.02214715273413 3.74305442181757 3.74430908444407 1.63015399390544 1.58370947886746 1.59287310695937 0.972074808822827 1.16741895773492 1.16732138323496
2006-12-29 4.04742697792227 3.77811965724054 3.77986840607614 1.6339767818738 1.5905625386359 1.60047278297142 0.977391739403009 1.18112507727179 1.18102331236776
2007-01-01 4.04607693864965 3.73390360791767 3.73468326159083 1.63259264549719 1.58192437749769 1.59298433409898 0.970096040398383 1.16384875499539 1.16375197541767
2007-01-02 3.9811895483569 3.65050966145533 3.6526569334482 1.61507757627545 1.5657200811359 1.57629668723723 0.962903984799746 1.13144016227181 1.13135597836697
2007-01-03 3.98607938084699 3.64559065104151 3.64712131965702 1.6150340233472 1.56476788972228 1.57794956812042 0.963128499231628 1.12953577944456 1.1292864178858
2007-01-04 3.95945332575243 3.5803713159907 3.58245418417621 1.61085064239549 1.55218178162075 1.56920805939804 0.991948316784327 1.1043635632415 1.10430741176975
2007-01-05 3.96940915770247 3.64968955653476 3.65080745723814 1.61381256413333 1.56556130209918 1.57672031025193 1.00102788793441 1.13112260419836 1.1310576218226
2007-01-08 3.98564416993979 3.66282422168609 3.6642754602147 1.61619686221907 1.56810563737938 1.58038067029301 1.00264645080443 1.13621127475876 1.13614455906248
2007-01-09 4.05130524200949 3.69991509413541 3.70219684834239 1.63235823649403 1.57530612244898 1.59021034604816 1.0093999577807 1.15061224489796 1.15040063807411
2007-01-10 3.98514599056767 3.62513643553184 3.62711451001006 1.63322322963218 1.56081286017592 1.57676339610509 0.992470400191123 1.12162572035184 1.1215612072049
2007-01-11 3.98709836414004 3.62840460674181 3.62965878071872 1.63048442374316 1.56144432082533 1.57934232952381 0.992822850943634 1.12288864165065 1.12282367372323
2007-01-12 3.98575734284781 3.64559065104151 3.64610039133892 1.63088263973328 1.56476788972228 1.57926557965976 0.992978887172566 1.12953577944456 1.12933114873686
2007-01-15 3.99949884814279 3.65871665910618 3.65956776347441 1.63255311043768 1.56730964467005 1.58252877479667 0.995225174376685 1.1346192893401 1.13454966191005
2007-01-16 3.96091894250452 3.59011101127423 3.59177797999605 1.62445249564862 1.55405677471311 1.56857896889211 0.98866499141371 1.10811354942621 1.10805388481182
2007-01-17 3.95253436333338 3.54962807150297 3.55143933854916 1.6220059463306 1.54627403846154 1.56386411696259 0.981822576848488 1.09254807692308 1.0922715397101
2007-01-18 3.9871231786599 3.57226641819192 3.57371696630544 1.62597184518515 1.55062274005625 1.56880137031462 0.990187605175843 1.10124548011249 1.10119000664849
2007-01-19 3.92790809310735 3.53270247844771 3.53368950545735 1.61505582145957 1.54302848575712 1.55853487021654 0.983843802662008 1.08605697151424 1.08590380492755
2007-01-22 3.95881297354476 3.59254829674497 3.59529253758013 1.62005303075412 1.55452623099386 1.56909137879272 0.995022920175069 1.10905246198772 1.10899550417462
2007-01-23 3.9734055790571 3.60800651806274 3.61037923923803 1.62521146292927 1.55750605326877 1.568903017832 0.996077565798385 1.11501210653753 1.11495269867502
2007-01-24 4.00994226766064 3.65707439338839 3.65795568178567 1.63924542995155 1.56699147381242 1.57980373876217 1.00020510815935 1.13398294762485 1.13391612552721
2007-01-25 4.06867120431442 3.7330723891983 3.73424581162878 1.64704688517353 1.58176229508197 1.59555619198942 1.00247790606749 1.16352459016393 1.16328326146649
2007-01-26 4.14656823314101 3.81170252366898 3.81454603868448 1.6605841928057 1.59714463066418 1.61270348431628 1.0154363519842 1.19428926132837 1.19419992421081
2007-01-29 4.1782499962615 3.83025204038345 3.83112116614738 1.67546387479609 1.60078805474907 1.61783443325131 1.01712027374405 1.20157610949813 1.20129970215185
2007-01-30 4.17948510046175 3.84801121998058 3.85016364777591 1.6733244420831 1.60428140912397 1.62314581423319 1.01877678199946 1.20856281824795 1.20846802002804
2007-01-31 4.12732355756259 3.79572768475671 3.7972183754936 1.66065754788612 1.59401135776975 1.61062297059096 1.01323572534897 1.18802271553949 1.18793540935059
2007-02-01 4.12485824423665 3.82687520487606 3.82791710361509 1.6609803557895 1.60012437810945 1.61699504125252 1.01427389912171 1.20024875621891 1.19997007261686
2007-02-02 4.06826987507915 3.78985271678173 3.79305131550343 1.65279791438221 1.59286009079653 1.6061230557558 1.00647696334546 1.18572018159307 1.18527252120783
2007-02-05 4.09978404544398 3.80244884694026 3.80348848050146 1.65660511618957 1.59532913092901 1.60968399460893 1.01382740168229 1.19065826185801 1.19039328054906
2007-02-06 4.09806632732791 3.75221885534627 3.75481012012136 1.6546861590629 1.585498613536 1.601084818847 1.0119580639501 1.17099722707199 1.17091778693057
2007-02-07 4.08909137267863 3.71978808323921 3.72218615654726 1.65194838826306 1.57917348608838 1.59106029578424 1.01612069701947 1.15834697217676 1.15799176169934
2007-02-08 4.10216057727379 3.75889250049347 3.75974981337254 1.6539859228162 1.5868023435091 1.59844704981258 1.02140281706512 1.17360468701819 1.17307251264773
2007-02-09 4.01675158866187 3.66611222691259 3.66768852773963 1.64182806609183 1.56874301392135 1.57929325372019 1.00112695189326 1.1374860278427 1.13700924785686
2007-02-12 3.99467374074039 3.63740091968712 3.63972087307058 1.6380590692811 1.56318347509113 1.57750782702657 1.02558092312786 1.12636695018226 1.12611523682798
2007-02-13 3.98502289216833 3.6333100735801 3.63559392305145 1.63208552470593 1.56239247039773 1.57342778419179 1.02510077658313 1.12478494079547 1.12463556392602
2007-02-14 4.01231749320791 3.65953795459524 3.66041902237399 1.63887965528508 1.5674687785562 1.57991752779615 1.0361683154069 1.1349375571124 1.13469088068456
2007-02-15 4.02276424689151 3.62595331801054 3.62694435429645 1.63998640050324 1.56097067745197 1.57300853735738 1.0406888056073 1.12194135490394 1.12181959783707
2007-02-16 4.09855478479072 3.67022468159731 3.6708665348988 1.64990895101049 1.56954046360309 1.58033922639659 1.05870750633516 1.13908092720618 1.13904078064231
2007-02-19 4.08905129035486 3.67187042496771 3.67332909932221 1.64833715788284 1.56985967053081 1.58126673787319 1.0576722564888 1.13971934106162 1.13951442826299
2007-02-20 4.14988771290599 3.68835191965134 3.68950460644768 1.65644827149157 1.57305889545547 1.58318058295636 1.07501368376462 1.14611779091094 1.14608227437391
2007-02-21 4.23319545098531 3.78733659779473 3.79067719859286 1.66978898190725 1.59236719958742 1.6020739265416 1.09566439356318 1.18473439917483 1.18451194661336
2007-02-22 4.13711340025047 3.67598669623641 3.67944169152123 1.65523876588365 1.57065825618069 1.58143149792607 1.07199692404334 1.14131651236138 1.14128188719239
2007-02-23 4.11160382477303 3.64968955653476 3.65176609420416 1.65296645093054 1.56556130209918 1.57608310073472 1.06439164649957 1.13112260419836 1.13088927917144
2007-02-26 4.08635152312593 3.61452666942359 3.6166477601745 1.65185162308417 1.55876413570275 1.56876104368826 1.05891663323022 1.11752827140549 1.11749899486295
2007-02-27 4.12311772055093 3.66693450010285 3.66761809134228 1.67301549285068 1.56890243902439 1.57633908572627 1.01413448348792 1.13780487804878 1.13761955777721
2007-02-28 4.09711097808487 3.65132987440961 3.65199787806148 1.67057649477652 1.56587889238259 1.5739848506099 0.999865409286469 1.13175778476519 1.13142838322803
2007-03-01 4.12330439735026 3.69660912641374 3.69682226091471 1.67442937717408 1.57466340269278 1.58677285913581 1.00396174305074 1.14932680538556 1.14925419546431
2007-03-02 4.13572722704762 3.73390360791767 3.73490716341001 1.67619830071611 1.58192437749769 1.59383811504727 1.00882124291917 1.16384875499539 1.16361644603623
2007-03-05 4.17367110084586 3.77895698853621 3.78033710781002 1.681123746712 1.59072642967542 1.60196965242373 1.01963525063485 1.18145285935085 1.1812103754217
2007-03-06 4.198875126925 3.7890138956045 3.78962807327382 1.6908678244839 1.59269575982668 1.60343486180467 1.02128856969605 1.18539151965336 1.18530955014788
2007-03-07 4.25040431963506 3.82265678698163 3.82415240772517 1.69758338344828 1.59929555578577 1.61132378644377 1.03191961831768 1.19859111157153 1.19817484910087
2007-03-08 4.24948158899311 3.83954799025365 3.84057180044031 1.69661689446829 1.60261600747431 1.6146830544061 1.0329969022561 1.20523201494861 1.20497392037415
2007-03-09 4.26274884310238 3.8066533270938 3.80779242678413 1.69801029842605 1.59615384615385 1.60851704190916 1.03606907023782 1.19230769230769 1.19191748595887
2007-03-12 4.27525236177824 3.7622320326809 3.76300079441282 1.70011014566029 1.58745501285347 1.59887808576046 1.05139398459835 1.17491002570694 1.17472493673425
2007-03-13 4.28693161514004 3.79153070389434 3.79177815689696 1.70212668267721 1.59318885448916 1.60194958892387 1.05243252087356 1.18637770897833 1.18617699191324
2007-03-14 4.31974965035367 3.83870231803566 3.83942316818399 1.71074628231474 1.60244965746315 1.61407991437778 1.02833450799422 1.2048993149263 1.20463473229853
2007-03-15 4.28360305514162 3.81338651681434 3.81409113700164 1.70138273935795 1.59747516556291 1.60759603314035 1.02345367644382 1.19495033112583 1.19486466846115
2007-03-16 4.29389436626744 3.79153070389434 3.7922834965952 1.70383309391639 1.59318885448916 1.60462909303134 1.02434399958528 1.18637770897833 1.18581115754688
2007-03-19 4.35803020129599 3.8632746858725 3.86401607775376 1.71685775462294 1.60728787090057 1.62430896672358 1.03286292505057 1.21457574180115 1.21430344487295
2007-03-20 4.35999450336306 3.86582233031132 3.86656284805315 1.71719551507758 1.60779004374089 1.6199765672714 1.03298074321951 1.21558008748177 1.21512404516344
2007-03-21 4.31813132864895 3.85479024262425 3.85594743814379 1.70673414515334 1.60561622464899 1.61809181224368 1.02901399944394 1.21123244929797 1.21023124902405
2007-03-22 4.256578909971 3.78146966869528 3.78550406285196 1.68863320826938 1.59121830550402 1.6055726493181 1.01511590891961 1.18243661100804 1.18201872713669
2007-03-23 4.2738871965104 3.78398337915802 3.78520691516539 1.69238005034462 1.59171048561707 1.60895806838508 1.01609352325248 1.18342097123415 1.18317023080261
2007-03-26 4.26242169014719 3.75638904153267 3.75815838645789 1.69116060493793 1.58631319358816 1.60762832666476 1.02353262999925 1.17262638717633 1.17240296995778
2007-03-27 4.23981181690454 3.74805151183815 3.75173602960837 1.68857700942127 1.58468486963662 1.61151415848211 1.01717275056803 1.16936973927325 1.16914167185761
2007-03-28 4.23242601380961 3.77811965724054 3.78106969851697 1.68783341596131 1.5905625386359 1.61558476731851 1.0193672717454 1.18112507727179 1.1807210867485
2007-03-29 4.21675840237044 3.79572768475671 3.79930287067051 1.6855686538188 1.59401135776975 1.61966752314613 1.0181235931794 1.18802271553949 1.18793785084301
2007-03-30 4.25108394191773 3.80581219972159 3.80870357467091 1.68994674318801 1.59598883490127 1.61912632180705 1.02626089325832 1.19197766980254 1.19189489418988
2007-04-02 4.36270423552312 3.88794684279845 3.88913255057249 1.73055347595695 1.61215538847118 1.63776296683348 1.03953848798872 1.22431077694236 1.22421848309173
2007-04-03 4.41441086095433 3.95136284704741 3.95344448147556 1.75009175293067 1.62471058724479 1.65182849171132 1.04548498365291 1.24942117448958 1.24931930826039
2007-04-04 4.41476313008404 3.91100807070242 3.91276945202892 1.7497284806255 1.61671379202011 1.64415388512402 1.04311292603435 1.23342758404021 1.23314239724001
2007-04-05 4.43592550401066 3.91957162613077 3.92240873534989 1.75372358503651 1.61840863822204 1.6502434733617 1.04493276843765 1.23681727644407 1.23652973722128
2007-04-06 4.43804820909056 3.90074778826041 3.90316322471769 1.75400961769137 1.61468465641669 1.64189547552678 1.04344881332707 1.22936931283339 1.22890497592153
2007-04-09 4.47263588688801 3.90331122803077 3.90530187369111 1.75840561574376 1.61519146264909 1.64058657970634 1.05079666917984 1.23038292529818 1.23029322187354
2007-04-10 4.43161953693332 3.86072810918196 3.86158359084193 1.74974013740951 1.60678601165695 1.63084971813978 1.04593071117924 1.21357202331391 1.21298586487987
2007-04-11 4.48710568619985 3.93158103895862 3.93685325089548 1.75791340658642 1.6207874015748 1.6490756333779 1.05313122011233 1.24157480314961 1.24110416483033
