"theta.frank.ML" "theta.frank.ML.std" "theta.gum.ML" "theta.gum.ML.std" "theta.clay.ML" "theta.clay.ML.std" "theta.frank.tau" "theta.frank.tau.std" "theta.gum.tau" "theta.gum.tau.std" "theta.clay.tau" "theta.clay.tau.std" "emp.tau" "p.value.frank" "p.value.gumbel" "p.value.clayton" "theta.new.gumbel" "theta.new.frank" "theta.new.clayton" "t.F" "t.G" "t.C" "loglik.F" "loglik.G" "loglik.C" "KL.F.ML" "KL.G.ML" "KL.C.ML" "KL.F.tau" "KL.G.tau" "KL.C.tau" "KL.F.new" "KL.G.new" "KL.C.new"
13.2516529965338 0.599083032259414 2.74473754868574 0.105519118486221 5.79874807767562 0.265562338773033 13.6960980866497 0.721408480875712 3.89138436583692 0.23090716744533 5.78276873167384 0.46181433489066 0.743022044088176 0.0004995004995005 0.0004995004995005 0.810689310689311 3.890811615179 13.6958760861052 5.79572301666929 134.589999999997 265.479999999996 120.199999999997 407.233398047794 290.281154854053 525.501757482414 11.2080909954638 10.3171726038024 0.121177509712241 11.0688672204029 8.46587459822466 0.131175408543402 11.0689352479053 8.46649599566807 0.123065886659887
13.7215218773238 0.611385370935833 2.87555174333605 0.110787469724625 5.65014587678027 0.259115840981661 13.9974440515099 0.701645817674149 3.96535282898919 0.223350903480756 5.93070565797839 0.446701806961513 0.747815631262525 0.0004995004995005 0.0004995004995005 0.455044955044955 3.96480847280255 13.9973062282461 5.80303834495566 131.940000000002 266.619999999995 121.639999999999 421.637209402583 310.091541306522 519.983651878601 12.1866174903249 10.3108939507323 0.172350764328605 12.0968842575225 8.26286110031451 0.0317023946228213 12.0969285006736 8.26361330005366 0.0932147011927264
13.966959007482 0.622038910005305 2.78339164515774 0.107199880258511 6.3527364567325 0.285811868745474 14.5974453866271 0.765172148263618 4.11281814585257 0.241091440378493 6.22563629170513 0.482182880756986 0.756857715430862 0.0004995004995005 0.0004995004995005 0.13036963036963 4.11215409665142 14.5971304583658 6.24220629323967 131.389999999999 256.279999999999 118.220000000001 428.012339699605 298.33545355151 560.287814999105 12.5005059676957 12.2691547566852 -0.237915657331227 12.2902470970955 9.8914625269793 -0.155447342017619 12.2903489738745 9.89224560638127 -0.166402133667685
14.5304159063341 0.642860906802347 2.80776354015621 0.108141433075907 6.50099685370873 0.292864011386725 15.1353743586326 0.803126852896986 4.24521881167903 0.250916941666426 6.49043762335806 0.501833883332851 0.764440881763527 0.0004995004995005 0.0004995004995005 0.183316683316683 4.2445008020529 15.1350721815835 6.49237330644432 133.210000000006 272.929999999993 118.860000000001 442.541973974754 300.281120010726 566.306346358497 11.3706818764465 11.8529776882044 -0.299038528342547 11.1816158782832 9.55535440211182 -0.293312952121379 11.1817076248253 9.55607317625541 -0.294364324022825
12.3415600404906 0.562728250578283 2.74059808008589 0.104263316880078 5.17934156954963 0.241386248653113 12.8294820749223 0.646189953186371 3.67907278518344 0.210441702753645 5.35814557036687 0.420883405507291 0.728192384769539 0.0004995004995005 0.0004995004995005 0.715784215784216 3.67860401659947 12.8292383576224 5.23016048886283 137.720000000001 261.389999999999 117.279999999999 384.388395054641 296.529112734546 488.516232458962 8.31352976634573 7.63435168684515 0.416307302662574 8.17589187814011 6.27571198293137 0.31339305502515 8.17595889928409 6.27621066498902 0.386311253634518
13.8733138860335 0.618440279227263 2.71368064246124 0.104026017218314 6.37070619644536 0.286063749555706 14.4748493177321 0.747890455753267 4.08266788846708 0.236122957519129 6.16533577693415 0.472245915038258 0.755062124248497 0.0004995004995005 0.0004995004995005 0.763736263736264 4.08198407865389 14.4745488504835 6.32218461381359 133.220000000001 263.610000000001 117.119999999995 425.154423599667 284.249153471203 561.715249291775 73.2358424735944 46.8822322640286 -0.808645608700489 72.6351621131312 36.395352371671 -0.368312063860846 72.6354551331653 36.3988346823622 -0.706271207036545
14.657642147088 0.64493137572016 2.87503249680751 0.110695405531629 6.22369777406703 0.280882244310297 15.3382995754783 0.773307200531921 4.29520727172566 0.240868570399914 6.59041454345131 0.481737140799828 0.767182364729459 0.0004995004995005 0.0004995004995005 0.371128871128871 4.29449789371621 15.3379595867528 6.4543153628057 135.940000000002 262.220000000001 120.080000000002 448.253610179312 312.418924679017 552.776485789213 6.61150052291902 7.80334220790857 -0.101238426545242 6.46271568577607 6.40164111194727 -0.246827121814577 6.46278744080109 6.40204607219199 -0.19563133232544
12.3825116346736 0.562413461736998 2.76721096289991 0.105182221430227 5.24247789051767 0.243961464907292 12.8303692869612 0.641612588272815 3.67928980121512 0.20894705040825 5.35857960243025 0.4178941008165 0.728208416833667 0.0004995004995005 0.0004995004995005 0.722777222777223 3.6788342173798 12.8301455818402 5.27466392953439 129.099999999991 259.950000000012 117.75 386.781802617758 300.799263600832 492.212380156489 18.555332443876 14.7198738125056 0.735946605691185 18.353679533728 12.4007086162641 0.613044774050408 18.3537780556657 12.4015741160504 0.701479947235445
13.114385524293 0.590395648551147 2.75817366746302 0.105023871621882 5.53213929087033 0.255502933472808 13.5422157019132 0.686469264210728 3.85363894723835 0.220362929908543 5.70727789447671 0.440725859817086 0.74050501002004 0.0004995004995005 0.0004995004995005 0.287212787212787 3.85309176178392 13.5420020005258 5.65697584798637 134 267.050000000003 119.610000000001 406.114603997671 299.878545195245 511.490005395672 20.2999137510298 16.2340278702386 0.435358314916295 20.1039036511493 13.3262775097134 0.265296785789455 20.1039996283023 13.3273068905708 0.31324092805026
13.4281539838853 0.603873135603776 2.68743507366156 0.103459363005378 5.89972685157135 0.268540923631245 13.8046739024125 0.712731187624768 3.91802763819096 0.227671997286806 5.83605527638191 0.455343994573612 0.744769539078156 0.0004995004995005 0.0004995004995005 0.236263736263736 3.91741295659029 13.8044858305251 5.85109856062996 129.609999999986 257.589999999997 117.25 411.458572094355 280.031420742827 533.991441064196 10.2693937462246 10.1904658929887 0.0483291955207031 10.1520317578647 8.26602870174447 0.0802014193908796 10.1520892815202 8.26664525699965 0.07258699948262
12.934274253358 0.585498608778418 2.70029159921176 0.103248268267509 5.47722385150101 0.254312859765874 13.3191294474113 0.684347873593033 3.79895243315671 0.22063622237173 5.59790486631342 0.44127244474346 0.736769539078156 0.0004995004995005 0.0004995004995005 0.788711288711289 3.79840365152137 13.3189372120496 5.50272238759774 139.179999999993 275.190000000002 119.989999999991 399.059894060093 287.171293754397 506.183475685102 30.724230346486 22.613672231849 0.541524502367304 30.4843821677107 18.1827217524114 0.406848678770291 30.4844999359491 18.1843064213409 0.512562058799914
14.9962321945104 0.660592300466785 3.05336983988768 0.117546493113692 6.22643105424599 0.282712892783561 15.3719746936043 0.795062359529693 4.30350489857872 0.247522152102301 6.60700979715744 0.495044304204602 0.76763126252505 0.0004995004995005 0.0004995004995005 0.185314685314685 4.30288045549246 15.3717870100383 6.53648296717735 147.720000000001 270.139999999999 122.080000000002 456.272898174558 340.851218297011 552.998607291047 67.9175729261535 41.616270679761 -0.309311717811338 67.5391589868881 33.3006349316071 -0.765950696900156 67.539345413913 33.3036207568361 -0.687006620589083
13.2876627759444 0.593612876992086 2.74723736565266 0.10483270774251 5.68211588302469 0.260397281708627 13.6852208506072 0.666200123377837 3.88871571072319 0.213279474722815 5.77743142144639 0.42655894944563 0.742845691382766 0.0004995004995005 0.0004995004995005 0.717782217782218 3.88814554171966 13.6850222701503 5.70901562288896 130.669999999998 256.559999999998 120.550000000003 411.468604814449 293.097940375143 521.65276528367 32.2537506747473 24.5170246600146 0.352097865966083 31.9846384293111 19.7173018808787 0.242127379989098 31.9847704959289 19.7190115497059 0.320669994340375
12.9946663693881 0.589418746947526 2.72873727652382 0.104851918097444 5.39887597098706 0.252189498260428 13.2150059596213 0.702340712285325 3.77344222625529 0.226907606162683 5.54688445251059 0.453815212325365 0.73498997995992 0.0004995004995005 0.0004995004995005 0.138361638361638 3.77292039561107 13.2148958998859 5.52640575651557 131.080000000002 262.419999999998 118.220000000001 398.424953759921 290.478117589788 498.784119849807 12.3451493270479 11.2097778813213 0.33632989432292 12.2626810257437 9.05523013890042 0.244406828997134 12.2627217753643 9.0560104199411 0.256753856606527
15.0062419066284 0.66328067842384 3.04107189944077 0.118045485721766 6.44149232975132 0.288985319382063 15.3924826754736 0.816112642101879 4.30855840298404 0.253999232500004 6.61711680596809 0.507998465000007 0.76790380761523 0.0004995004995005 0.0004995004995005 0.246253746253746 4.30792529284241 15.3922897480167 6.57386862076586 134.090000000011 251.030000000013 118.860000000001 453.63611355733 331.829368056926 567.250668244464 21.3671210358861 17.2864465222885 -0.384794144589734 21.1912541920694 14.1196768062426 -0.522549805592607 21.1913406217318 14.1207890506767 -0.489394705212317
13.2341549935418 0.591574696281776 2.6942005058988 0.102836858279816 5.40157539096172 0.249837336122312 13.4889937613373 0.656840254483192 3.84058863370482 0.211067032867314 5.68117726740964 0.422134065734628 0.739623246492986 0.0004995004995005 0.0004995004995005 0.105394605394605 3.84001601226236 13.4888664692455 5.65170873797382 130.539999999994 265.559999999998 117.539999999994 408.501632656036 284.82450441319 504.267103132091 18.15516704861 14.3259741660524 0.4955210580939 18.0527851665185 11.4930528583425 0.252613585918712 18.0528356909078 11.4940348179718 0.277240511718635
