"g.ML0.05" "g.ML0.01" "g.ML0.005" "g.ML0.001" "g.tau0.05" "g.tau0.01" "g.tau0.005" "g.tau0.001" "g.new0.05" "g.new0.01" "g.new0.005" "g.new0.001" "c.ML0.05" "c.ML0.01" "c.ML0.005" "c.ML0.001" "c.tau0.05" "c.tau0.01" "c.tau0.005" "c.tau0.001" "c.new0.05" "c.new0.01" "c.new0.005" "c.new0.001" "f.ML0.05" "f.ML0.01" "f.ML0.005" "f.ML0.001" "f.tau0.05" "f.tau0.01" "f.tau0.005" "f.tau0.001" "f.new0.05" "f.new0.01" "f.new0.005" "f.new0.001" "theta.F.ML" "theta.G.ML" "theta.C.ML" "theta.F.tau" "theta.G.tau" "theta.C.tau" "theta.F.new" "theta.G.new" "theta.C.new" "loglik.Fr" "loglik.Gu" "loglik.Cl" "time.Frank" "time.Gumbel" "time.Clayton" "L.real.left" "data.time.part" "p.F" "p.G" "p.C"
-216.805297834529 -315.688587387888 -346.850839321758 -373.525503525447 -204.919005893374 -321.178834432752 -371.785889929977 -450.982845880216 -223.140386477667 -351.528832342591 -401.25025125026 -429.560510477445 -239.08955589131 -369.178253666411 -411.818104470212 -485.839327094544 -243.886606857263 -358.928328499693 -436.99559846021 -584.924667819975 -221.392651090893 -341.791980750409 -376.752167794733 -426.699355113351 -229.057809265662 -298.915963614353 -315.196380143154 -340.146990675859 -208.519006718715 -333.339698234613 -365.22127534884 -406.654454598575 -215.151712938429 -307.359162343126 -328.610516875847 -375.140499921054 4.99070126939709 1.77287338293373 1.33466887272646 5.5635743020098 1.96212506354855 1.9242501270971 5.56328815164386 1.96146334438556 1.92336663870394 71.816303830473 82.2014131541633 79.7110189668586 41.2699999999895 79.6100000000151 36.9799999999814 -70.4000000000005 2009 0.000499500499501597 0.00349650349650391 0.00149850149850144
-208.040559476057 -289.245700503349 -317.652274470916 -377.565811538048 -199.12216408966 -299.395790425748 -315.567574703075 -415.646425031707 -206.308408598407 -322.346569193292 -374.939101772709 -420.559340438268 -206.058480309791 -352.189654321176 -430.908858862575 -566.618020549489 -239.316329246754 -342.755843908008 -374.049126279862 -600.84868489475 -223.447294494776 -369.384792188224 -431.02605235699 -512.843829757145 -196.740767083822 -271.263833335917 -312.151812019745 -359.358561146757 -201.910958826649 -308.4806715474 -342.459944002363 -391.715520972413 -214.614172542345 -282.654246769735 -311.502855789147 -420.757183690287 5.00637741055556 1.77487631740109 1.35204430493514 5.57271287264383 1.96412213740458 1.92824427480916 5.57242998779763 1.96346043873324 1.92738083829087 71.8428922997196 82.2008299874601 80.1851866071576 41.4799999999814 79.0299999999988 37.5800000000163 61.3900000000002 2009 0.000499500499501367 0.0034965034965043 0.00149850149850179
-180.060467549463 -270.947003390215 -316.307447636916 -353.272877039792 -220.891190982206 -352.754856854101 -368.272026194965 -402.875498162667 -209.262414304432 -329.908551325653 -362.19070670795 -446.302810076052 -226.437980980663 -372.319838851951 -405.565607733218 -487.984478712255 -242.861654815606 -371.63270668572 -389.346843089151 -515.177464326738 -246.51202795034 -403.56598794261 -420.758880685227 -487.98514256806 -201.994387104411 -314.959989692343 -328.587075709246 -400.173971899945 -200.298216318332 -316.186729457493 -338.11060977347 -453.181187202973 -213.778598435617 -288.919119736479 -315.684938585291 -382.164235272313 4.91716522439823 1.76156328416003 1.32607057535799 5.44052690239069 1.93531402783001 1.87062805566002 5.44026548297111 1.93488008491375 1.86981203545977 69.5344519032429 80.4117988990074 77.1842797049874 41.4100000000035 79.960000000021 37.679999999993 -131.81 2009 0.000499500499501852 0.00249750249750282 0.00149850149850178
-214.135966204573 -358.820807756772 -418.544681360391 -539.719005936191 -229.379048051102 -346.184842933486 -392.479207953539 -443.658634314847 -242.626741669113 -353.989995647048 -394.091704681581 -433.495421179464 -244.708002459258 -372.42912401784 -445.497183377245 -517.935524593156 -236.955983981037 -396.630137703547 -487.613792675531 -515.114915342845 -250.936812080402 -402.159246923973 -478.800352862635 -565.591448241325 -218.84467093325 -310.365619237723 -347.336664351544 -410.181465966882 -217.710552273272 -297.991679066271 -346.199933599586 -369.226911032145 -227.451516514476 -305.019117462415 -330.878118648803 -349.293315283089 4.77627931718924 1.73261431376983 1.29438773036028 5.28635208997586 1.90193421214734 1.80386842429469 5.28609730837107 1.90100388303538 1.80361393843358 66.5573221216912 77.3451637635988 75.0313971344965 42.1100000000151 79.75 38.0199999999895 -202.310000000001 2009 0.000499500499501178 0.00549450549450467 0.00049950049950072
-211.280878099172 -339.797159373595 -389.70716518205 -474.797094495598 -212.867928289031 -369.772261320853 -442.764609300809 -496.448868300817 -219.033207899915 -342.73984239114 -377.522298249481 -473.76061559267 -227.824744405201 -384.244064473008 -410.70010617263 -504.040456986632 -235.810779598173 -402.718123678382 -461.497458712098 -553.483592271386 -241.149213420969 -405.123496264655 -447.983079688608 -591.043163486102 -208.601586552235 -327.631339876443 -405.802374442328 -465.429326623361 -228.01573402053 -310.732307697537 -340.423891248041 -419.821931852793 -241.45260270089 -310.321260699397 -365.577481663671 -463.794672250599 4.78356262228925 1.73377980595815 1.28831929574991 5.3212198957426 1.90946196660482 1.81892393320965 5.32095133566595 1.90849668000786 1.8181288213653 66.9704355657479 77.6455296664381 75.0023453875 41.4499999999825 85.3999999999942 36.7200000000012 7.07000000000101 2009 0.000499500499502302 0.00549450549450468 0.00149850149850143
-224.118056001584 -318.64624970202 -369.927892389386 -469.37377398984 -258.121095789042 -437.107951472371 -473.611190754137 -588.481551936362 -234.679545764508 -400.315239434074 -441.617641142411 -517.90005262003 -243.311475016396 -383.411215343563 -462.856111322704 -505.836138812299 -270.670628302576 -459.828058987663 -510.434568376346 -747.464250064461 -286.924544722946 -442.903461981823 -475.63411707955 -681.925590419303 -222.711075557514 -335.626126316008 -373.672380787294 -425.767224494578 -253.151695436822 -342.363090633795 -381.834513881641 -433.019253551348 -222.994121904116 -339.759156777965 -358.371060757239 -418.320759916555 4.8011436636037 1.73702048026775 1.30403146844771 5.34861205475775 1.91538461538462 1.83076923076923 5.3483385940229 1.91458277861336 1.82997991344307 67.5175301790457 78.115622062526 76.246731915428 40.8600000000151 79.609999999986 37.5500000000175 -258.229999999999 2009 0.000499500499502239 0.00449550449550402 0.00149850149850158
-239.284889217645 -390.069690880343 -419.123181597471 -559.042885199536 -231.586178155629 -377.986212489763 -406.565956376998 -431.319879237773 -231.683724298137 -419.314767649669 -517.080025985562 -640.007712153033 -269.147104313455 -396.918160296824 -432.965696856129 -481.316290901108 -277.248912622647 -394.205133063125 -450.668438369366 -658.894810103606 -282.925176678864 -414.389849090362 -504.329736116425 -576.664149749892 -254.360290797272 -330.891725013869 -362.944697719595 -428.87788505484 -257.103932804612 -386.502960625727 -441.027078726672 -476.494329343359 -272.195333296951 -384.714966511339 -450.194131124517 -486.174741426994 4.80566132464606 1.73678866892388 1.3054128833641 5.316849535368 1.90851774014093 1.81703548028186 5.3165941966014 1.90826040387038 1.81524659008285 67.1322257362182 77.8137873693044 75.8213852479833 41.1600000000035 80.6100000000151 36.8500000000058 291.069999999998 2009 0.000499500499502378 0.00149850149850211 0.00349650349650329
-288.3233328459 -427.282370763878 -464.415216389634 -522.826635659041 -255.641742752116 -454.527171197959 -487.059989626197 -550.342812323684 -266.292016739955 -415.460016754173 -495.593327141569 -644.143878311777 -273.27176732825 -437.583690835567 -471.831005356254 -643.549827655878 -254.390291000594 -463.956242784883 -521.768047399782 -743.859629876395 -295.111463883375 -527.287711777154 -619.392117947699 -662.043531062523 -254.336285618436 -418.970429319038 -447.696660363866 -517.635904549243 -259.957428009863 -409.718405883295 -470.2221137024 -567.700207005371 -257.241240791028 -372.707300505698 -422.549099654597 -522.802627326933 4.86613805555726 1.75340409797652 1.30934226404968 5.39382720561359 1.92517770295548 1.85035540591096 5.39356362461955 1.92509190195399 1.84954469690717 68.6582976770222 79.7960731808675 77.0069195421659 44.3799999999756 81.5599999999977 40.0599999999977 -422.34 2009 0.000499500499501319 0.000499500499501341 0.00149850149850144
-320.9465207694 -455.334822991433 -493.160892165427 -643.074288818958 -298.439077266069 -404.380974508166 -466.941216810063 -590.286363516742 -298.968896290377 -434.56612808391 -461.273349165902 -586.619036123939 -311.185918997985 -538.029367035359 -591.291727006443 -748.645449266841 -303.240053183917 -488.607585382482 -510.863840895948 -656.049133432931 -287.305316964374 -486.112963835585 -592.929230989517 -757.293243706529 -304.558160219422 -419.248280709628 -482.184905839266 -602.999671727103 -281.736639645842 -425.346231976813 -476.177655230913 -500.196417174929 -299.016937601818 -408.265892905747 -462.703440124592 -527.74705187665 4.93068317310708 1.75536985115275 1.32803082532837 5.48874570699805 1.94580287370809 1.89160574741618 5.48846695448362 1.94551750953843 1.89132424146109 70.4018009133258 80.7036703369377 78.3568843245562 43.070000000007 84.1700000000128 37.289999999979 92.5700000000001 2009 0.000499500499500389 0.0014985014985018 0.00049950049950067
-338.157271457489 -474.166608178384 -544.237498464347 -702.455225802159 -326.396955856125 -483.327699751296 -559.841256337351 -673.718041264586 -335.277341925593 -583.150719972347 -687.481180529671 -767.102141315212 -354.955023204657 -579.074522417123 -601.505541986221 -777.020018252854 -362.588885304983 -550.197349530339 -635.066635401405 -847.771049064118 -352.011077474621 -573.796416786173 -622.517738970914 -816.706099847035 -333.288481424966 -471.100811651299 -490.350188657407 -557.748581276422 -305.613078632052 -482.373263967237 -521.495965576471 -597.501329771169 -336.245300472835 -445.352702577481 -493.744152220934 -561.219990548508 4.94202248600927 1.75875805632791 1.32767860991152 5.51470881356543 1.95145999241562 1.90291998483125 5.51442275645876 1.95097871884897 1.90263265147714 71.1128945115664 81.5949158387571 80.0260590095454 41.75 79.0699999999779 36.9000000000233 -94.9999999999993 2009 0.000499500499500489 0.00249750249750126 0.000499500499500575
-336.653514438817 -511.333251363792 -603.424468168271 -826.501325709766 -384.53421522153 -565.767213256478 -658.042405346373 -709.610267547612 -376.507858933673 -569.381907115504 -599.239846703157 -645.997843938132 -369.746014108957 -568.090135085358 -635.430556130142 -957.912571866403 -422.841150550572 -638.150475883835 -741.222064887833 -910.40944259508 -409.433580420021 -633.256434179891 -696.328091668726 -899.276328491897 -385.705748841296 -563.778937557062 -611.194390028871 -665.019596352194 -355.077092282307 -511.365652666798 -566.272113232912 -624.675153008943 -391.68245809269 -579.282666730411 -623.348610350811 -731.260009108634 4.93717746204447 1.75807679747348 1.3271845815948 5.51470881356543 1.95145999241562 1.90291998483125 5.51442033636687 1.95117020740822 1.90263240470975 71.0494398787533 81.5437750072489 80.0099223348295 41.4200000000128 79.9700000000012 36.8899999999849 121.11 2009 0.000499500499500365 0.00149850149850109 0.000499500499500565
-318.96253871512 -560.992331169527 -586.403023488964 -671.640373933687 -346.508568888888 -504.103202379248 -625.561284871943 -756.8782031933 -340.8311356474 -573.154576152028 -689.881103483427 -721.600576858924 -385.138703934176 -589.473409155495 -648.564177604994 -780.59727842968 -400.467064137707 -595.366113459201 -647.474394744031 -800.183467382891 -369.683846577316 -580.251743205694 -696.311174392692 -749.725143978395 -367.67229823026 -488.817273956787 -544.229146689222 -642.422692897849 -350.537464296441 -497.233767801664 -510.78965325909 -598.864826995741 -350.593332246913 -509.427092054775 -611.467957051094 -700.523171289902 4.91397602438314 1.7541166563186 1.31452707541757 5.45506091855006 1.93847312908086 1.87694625816173 5.45479064637515 1.93801269832971 1.87666532949902 70.162739724737 80.8646402305426 78.6436218349026 41.5299999999988 79.5500000000175 36.7799999999988 240.51 2009 0.000499500499501011 0.00249750249750212 0.000499500499500651
-322.632543807215 -455.054552636548 -498.978270352173 -567.709829720215 -320.322338715456 -497.874275818736 -542.194314873147 -695.917995888802 -328.264377059205 -533.563083497558 -589.681940408359 -654.635183152188 -431.264510598364 -618.425601920292 -694.092151143074 -946.310505122757 -391.503860210668 -650.189743451775 -680.587283639147 -1115.43903000336 -343.023324546068 -586.35107578453 -638.650846491036 -661.708414679164 -320.157298165866 -466.208460380026 -491.585607020143 -549.942350288983 -334.736844374494 -516.425513213217 -569.097669524088 -662.954404393296 -297.706772974227 -462.397206092332 -514.572122564476 -679.997696271854 4.89713974263794 1.75057295809372 1.31552898351998 5.40269240061969 1.92710023717389 1.85420047434777 5.40243987681451 1.92683571078166 1.85393140766904 69.5316591775586 80.3117008637735 78.2233891714788 41.6399999999849 79.5800000000163 37.2400000000198 24.79 2009 0.000499500499502056 0.00149850149850053 0.000499500499500707
-308.261432778465 -485.923540187869 -561.967591257581 -662.67721950358 -353.37222973228 -473.392280664591 -582.428531911151 -701.10396655132 -341.477686047519 -475.542619558683 -540.849985983761 -601.104897843314 -346.638519134182 -555.045695688238 -628.807106437507 -751.132489321683 -339.610600578224 -575.183398061255 -631.896972475206 -809.831963139093 -351.254799416077 -547.321954929303 -659.564847043277 -708.886162933055 -329.800055248557 -432.832553021584 -482.663593625386 -577.957942375705 -334.435044001794 -473.042738799523 -530.068217253222 -629.81282229954 -361.041049040222 -502.551873164232 -533.195273718838 -589.07890884635 4.97158444968735 1.75838129356444 1.33155703358779 5.49550707901857 1.94727547931382 1.89455095862765 5.49524537940352 1.94661501013288 1.89426974288088 71.3307602246794 81.380999580891 79.3757471992602 41.1700000000128 80.1100000000151 36.9499999999825 334.990000000001 2009 0.000499500499500199 0.00349650349650388 0.000499500499500383
-313.352836837592 -488.573908082423 -525.479071634203 -716.198205737182 -289.276496702716 -406.268276272115 -440.08673283764 -517.180152768567 -320.304731139121 -493.28086040437 -567.773162657197 -687.389108113332 -338.733228189718 -520.693979012465 -568.692016628505 -723.734749671629 -343.55806017281 -557.781739492397 -634.66084103195 -765.426908207733 -341.77725931987 -574.686165794333 -633.586837553766 -856.287638023862 -316.859102403211 -431.493365114788 -545.230150372988 -638.225027098624 -324.383846542505 -481.669408053426 -528.167350081689 -642.637807021583 -307.458606161911 -455.626794688409 -485.788720999473 -530.506196108074 4.97441899378029 1.77144596764874 1.32916569264569 5.45282245260024 1.93798644238012 1.87597288476023 5.4525834898336 1.93757050712854 1.87569975429464 70.6312525001414 81.6503641242586 78.9189453567968 41.4400000000023 79.3399999999965 36.609999999986 13.5099999999973 2009 0.000499500499501274 0.00249750249750138 0.000499500499500817
-292.035523849569 -426.978050042428 -481.505205068339 -591.029160372919 -317.79263315873 -482.566112286866 -557.046425294179 -675.43088560034 -306.290395190083 -461.710393651712 -502.418100554021 -544.203236796546 -332.360528224612 -515.717700194283 -578.799756060334 -809.793823253793 -327.749231916224 -489.055147403079 -538.028859407547 -591.283931895817 -323.969859758641 -566.158080326857 -641.454039612103 -854.645629545287 -303.668723916879 -416.26604386532 -487.904750307251 -625.556677373175 -291.568888697573 -418.719363503716 -459.413030635028 -478.993681409194 -331.246967043927 -441.22547720648 -476.759746780617 -552.494154917918 4.97699084088008 1.77314610783986 1.33179403988387 5.51018483005808 1.95047378395452 1.90094756790903 5.50991849939416 1.9491451550126 1.90066327543749 71.4587683794893 83.0030836328588 79.403823947762 41.5800000000163 79.5100000000093 36.7900000000081 99.4400000000016 2009 0.000499500499501203 0.00749250749250785 0.000499500499500703
-265.490623784696 -420.853411529607 -448.764759019099 -542.203826884234 -275.023421955341 -425.480465132255 -470.655474649185 -535.560118833092 -283.117529536883 -394.612602788232 -489.647052108774 -575.131198222765 -311.791648770211 -453.982865718853 -569.910400113427 -682.925119297284 -297.683595462768 -465.283996196578 -564.795682469117 -662.98653124439 -295.096031941742 -456.703603667052 -504.534451283105 -589.190282028883 -273.243680324945 -387.635756403168 -440.497053176377 -516.242269012503 -263.060349031221 -362.547047105308 -391.674917940386 -485.129570149901 -274.91533451768 -367.446121180083 -408.790611963275 -476.138264223052 5.0050025516728 1.77750276226049 1.33501527583728 5.51470881356543 1.95145999241562 1.90291998483125 5.51394501796819 1.95085175035214 1.90263631614544 71.8608725463198 83.360204653723 79.5159306905948 41.429999999993 79.9899999999907 36.8699999999953 -98.1800000000014 2009 0.00149850149850109 0.00349650349650319 0.000499500499500547
-255.654377042262 -403.084179494031 -469.720873856741 -534.351309510703 -250.942421010246 -402.105581121266 -465.106900588489 -538.582489267723 -276.770135554108 -384.414230423305 -481.871958855584 -521.6706195678 -287.836480530797 -467.412721568692 -520.893087222692 -722.897599945561 -293.245004970475 -436.464997781706 -501.484596072675 -656.492447385214 -279.142054802538 -455.326164292318 -585.220595589545 -788.036657261084 -281.525926717495 -368.055764510958 -402.612367911126 -487.355063732917 -278.536157254262 -397.758072520666 -460.354188255418 -512.323236930719 -279.071754316591 -416.552079231591 -441.370199774984 -556.260536919818 5.03219423859151 1.78250226718117 1.33796587757636 5.54192988860205 1.95739825028528 1.91479650057056 5.54167527539026 1.95713616839252 1.91450837338625 72.4030372787901 83.8706822798396 79.751567528721 41.6199999999953 87.1699999999837 40 95.8700000000004 2009 0.000499500499501929 0.00149850149850177 0.000499500499500735
-235.10872376774 -367.162659132828 -414.697070502043 -485.205598849803 -260.706863362064 -385.963085382151 -455.084339082407 -502.944492970126 -239.023762524086 -395.911772715883 -433.435649324527 -466.674343767683 -277.735318707698 -427.051496964453 -495.222114312693 -516.629366367827 -272.543772377505 -436.309177729734 -513.264825591958 -631.39227113526 -272.183003779209 -431.126035072119 -468.954869842369 -583.689374970197 -256.164233085592 -398.49300261875 -491.684979321984 -574.980001239761 -243.858579045551 -365.084883276388 -387.198421497318 -506.987846888895 -234.314179542216 -356.74812190214 -381.080288642664 -431.327755628298 5.00322033487097 1.77910314766642 1.32890201168324 5.53170644784842 1.95516717325228 1.91033434650456 5.53091451061618 1.95384801222142 1.91004392076289 72.0524232051267 83.6710103456894 79.3404520268774 41.359999999986 79.8300000000163 37.9599999999919 254.479999999999 2009 0.00149850149850082 0.00749250749250804 0.000499500499500395
-254.540790083363 -338.139816222208 -364.225692900669 -474.791439715348 -238.779743275723 -362.921698068122 -394.277359388148 -474.3161237816 -260.401041280098 -371.307282631186 -455.589645596285 -546.855719033476 -269.697346545742 -431.648685526642 -519.653928809507 -590.170673730393 -279.4697824663 -431.804519371834 -504.44398508637 -602.975595313651 -276.919966266797 -442.661479252935 -468.824814465429 -586.211343533675 -258.027048633011 -369.526909958234 -411.23078049757 -475.185362520987 -247.756776861462 -359.718804007992 -421.99474009599 -519.615737015792 -252.661520388386 -383.188935429496 -417.004307325687 -540.906510003347 4.98048781948845 1.77391940542324 1.32210696505193 5.47412404717173 1.94261985654964 1.88523971309928 5.47387747562943 1.9393334841251 1.88495842801035 70.9515509498539 82.4959212550498 77.185449553261 41.8000000000175 79.4899999999907 38.25 4.07000000000038 2009 0.000499500499500733 0.019480519480518 0.000499500499500746
-243.876708985754 -384.219503386836 -412.143957382524 -494.169952474132 -228.556071266416 -360.741795487706 -418.54183964176 -448.661053249174 -235.078056509032 -387.253324524404 -418.550286142764 -490.377105278313 -268.54243280659 -433.922387407812 -477.459225174299 -627.633227178334 -274.461267428619 -489.493333681182 -596.240738106154 -686.170587712733 -289.092935896354 -384.667008903858 -440.957753784793 -623.790193862766 -254.061005473413 -370.246189791254 -406.875812635049 -561.322961906666 -266.241375379849 -355.985584759958 -370.053851460501 -409.436372778164 -256.668194347792 -408.109938414237 -422.385627205281 -565.750373923394 4.98595737498337 1.77537450161441 1.32464881896324 5.50792421333232 1.94998105342933 1.89996210685866 5.50766349063584 1.94814951617253 1.89967473758399 71.4880500258787 83.479755789952 77.4539802658688 43.5299999999988 79.2999999999884 37.109999999986 -1.93000000000164 2009 0.000499500499501632 0.0104895104895106 0.000499500499500804
-241.18868720177 -365.258732982777 -471.927668814455 -556.666359408298 -252.512703394473 -419.722237037848 -485.029786643988 -582.050587262115 -232.164168258152 -375.629563933452 -471.732132931471 -543.692936478412 -221.190913250571 -332.910607882359 -363.657455680966 -600.543740090193 -274.771756137721 -414.515079801419 -496.996998647092 -554.438624109422 -240.00386383255 -373.186282002531 -455.727851951704 -523.469597722408 -217.72600228696 -336.092290189099 -372.037800216185 -383.012384989025 -247.749816754029 -320.235984104417 -358.782171522086 -443.746612020937 -230.919361119093 -362.453723367958 -414.082180684959 -534.609613565988 4.94750728379063 1.77018550684446 1.31905292294777 5.46963275341839 1.94164256068419 1.88328512136838 5.46937195148551 1.94001534588751 1.88187595004365 70.7911076152235 82.9926345690151 77.070360572423 41.3699999999953 78.820000000007 36.75 -179.299999999999 2009 0.000499500499500339 0.00949050949050793 0.00249750249750256
-220.443419325924 -330.153955659561 -383.675601694205 -434.611254200744 -214.06180175672 -344.450267574963 -388.421359311899 -466.350506429291 -217.321959420624 -332.159261511562 -400.584783186333 -518.344031229771 -226.182820357675 -354.456412681961 -377.065532643131 -618.946989290045 -257.53395750897 -390.62660873954 -453.488862401425 -603.34635160773 -244.697199768052 -347.649440206673 -374.721189455462 -481.813458229702 -219.618278721675 -313.721546019911 -335.285899662365 -352.748256182319 -236.826337556581 -331.747792912393 -355.14624801954 -395.34537687462 -214.824302449014 -325.30957823434 -366.670436309468 -464.896977415182 4.96374797148514 1.77188646468982 1.32171892422055 5.46066096895094 1.93969091594421 1.87938183188843 5.4604127606605 1.93876891346479 1.8791032789875 70.9778161364015 83.0911256918127 77.182809863248 41.859999999986 79.8399999999965 37.1499999999942 -53.3100000000013 2009 0.000499500499500976 0.00549450549450502 0.000499500499500553
-205.698012286709 -360.439772156487 -407.431032938572 -507.491829319283 -214.452713006205 -328.618765909457 -405.067691793597 -461.636091936195 -242.978286016998 -353.242037023443 -400.034091913172 -499.002130038537 -269.538364977146 -418.284830807693 -470.004229573747 -630.293542384136 -249.359078042001 -389.327475750945 -423.318532179246 -584.319876538188 -252.635681945041 -411.698548399199 -457.790629692312 -558.079672738512 -220.7372581028 -328.707097224909 -358.612371217913 -403.500985986816 -204.283577894094 -323.483026708808 -355.236837373902 -407.395771243055 -235.406927934678 -332.199124173974 -372.723495915112 -419.372217225676 5.08090731373134 1.78987305447966 1.36191314381229 5.61287074194306 1.97290734824281 1.94581469648562 5.61260502594495 1.97208451675237 1.9455230373684 73.7904011456261 85.1850319816667 80.181263205278 41.75 79.1300000000047 36.9499999999825 271.120000000001 2009 0.000499500499500315 0.00449550449550441 0.000499500499500609
-222.562695098356 -331.983578099971 -408.299157617809 -517.575380281907 -240.299821107308 -356.446632464301 -388.754948672541 -486.91695896508 -230.777256803216 -372.011952497957 -406.115946903781 -495.642966110716 -253.449591985715 -430.282116520645 -550.524916135741 -598.624318794826 -240.887048975222 -457.943439099471 -510.487738841815 -559.873081536371 -236.24375767836 -389.925993433489 -501.169103980026 -629.546308067407 -243.363842743283 -372.817600388638 -409.439894341282 -490.265766139096 -243.286464348374 -380.427657910344 -437.298181558118 -539.983833288181 -242.546531100333 -408.915451496871 -425.282541087539 -503.050183868065 5.08424810827881 1.80004284570162 1.36196207317561 5.59332944850967 1.96863045141546 1.93726090283091 5.59256658935848 1.96770414588956 1.93697354077814 73.3158985739627 85.4798058857272 79.8979391517053 41.3799999999756 79.4500000000116 37 -49.410000000001 2009 0.00149850149850218 0.00549450549450492 0.000499500499500368
-231.723660103271 -368.449904333453 -398.767904659795 -435.542006395542 -236.685443476957 -329.057511523292 -439.129244856825 -493.355472916193 -233.740665482087 -363.148934475946 -404.722067967601 -574.887398506544 -229.085477052684 -372.07897668758 -454.003162835154 -580.678568290785 -243.714899130041 -406.849201483739 -450.858764814542 -517.106648723323 -253.228647472949 -393.438661008671 -487.11870152166 -580.596718228963 -248.092818971376 -342.730195750825 -364.99781912026 -416.032316864092 -241.069023475468 -361.77304370212 -381.771181084164 -455.138433196665 -247.601375661652 -346.739369689645 -365.993235229604 -417.586781592793 5.16389697343777 1.81046538194624 1.38021646601827 5.71630575889765 1.99560496380558 1.99120992761117 5.71602983043338 1.99477266798304 1.99090473607191 75.5100542408722 87.7650628730804 81.2666038013481 41.7700000000186 78.8399999999965 39.4700000000012 64.4000000000001 2009 0.000499500499500582 0.00449550449550525 0.000499500499500388
-208.264186990697 -356.81549584234 -414.314499459368 -486.05786941924 -223.520953469307 -324.754427225232 -342.355585476169 -388.850191934231 -213.850788318031 -305.490036885989 -340.306843696974 -447.953489134648 -231.733617627593 -412.5123526881 -463.227395743946 -540.591960968155 -228.824313003674 -449.677475657219 -542.63266176526 -568.646944318885 -245.611452517259 -408.260524673876 -460.600196714182 -609.298764219447 -216.940327163339 -351.353612516411 -413.852690741465 -489.331300246734 -224.12585716656 -320.296760170673 -350.426662707358 -417.897805467496 -206.404619789424 -355.632606265855 -383.820541619682 -404.986578359517 5.15617185793322 1.8092925474949 1.38144891347149 5.72452293401763 1.9974123431233 1.9948246862466 5.72423904237123 1.9963787178726 1.99451830474172 75.4554009919397 87.7126271148631 81.3091479223641 44.859999999986 79.5400000000081 40.1100000000151 -188.850000000001 2009 0.000499500499501377 0.00549450549450558 0.000499500499500562
-211.766253286192 -329.87756583858 -367.227310700542 -420.182307065607 -196.811378407253 -284.191665390635 -319.540915240561 -356.638284314703 -212.898982099789 -328.173185207819 -376.693160190786 -490.606324756831 -221.288213391864 -375.207069866667 -412.75466956797 -488.17680849459 -231.432278544949 -322.35938261135 -375.148304473256 -537.427409326192 -221.509685012412 -393.468382893608 -423.012271457537 -598.121468803885 -212.751701488395 -311.06800718566 -327.243448751012 -354.862332351778 -223.82958529399 -304.547032338043 -335.903128937786 -372.554488433806 -217.864740129122 -304.248826037418 -329.370874344589 -417.563037819847 5.16555961363533 1.81123606851853 1.38026530430475 5.71630575889765 1.99560496380558 1.99120992761117 5.71548046497368 1.99422357847626 1.99090476046666 75.5547051250218 87.8440067852898 81.2891257609328 45.7300000000105 85.5500000000175 36.8699999999953 -83.0400000000002 2009 0.00149850149850142 0.00749250749250886 0.000499500499500464
-218.271315302256 -356.771184532082 -398.006578212122 -472.76318896581 -233.761289976597 -373.80108907271 -422.50428954049 -490.678489243092 -240.096062613024 -374.012512075119 -404.980543116448 -517.678300389724 -279.716000695405 -408.473344746265 -453.840920940135 -551.703779452654 -281.267486136622 -448.26124031698 -510.604694536903 -609.367749455916 -283.65960056545 -406.220157548397 -434.944923575193 -554.388105446816 -257.801771437411 -362.83018470714 -400.082826296824 -489.602354792841 -222.737323051358 -345.491470694045 -426.882875940185 -493.329924933029 -237.208010241497 -358.089250984095 -404.569335498241 -450.184756221839 5.14241653000068 1.80318321442951 1.31649264574471 5.6882240532314 1.98943298969072 1.97886597938144 5.68795142210091 1.987665384431 1.97853512357044 75.2639963372156 87.2724738740949 77.4802993056208 41.390000000014 79.5299999999988 37 -24.7399999999992 2009 0.000499500499501607 0.00949050949050906 0.000499500499500463
-266.790433950425 -439.455568385909 -485.948893209077 -581.906130536468 -270.069860052161 -416.043809861459 -456.675985281623 -493.670247243697 -267.692021539341 -398.636739411235 -438.124817672643 -494.02384085423 -280.790073548655 -450.422345583271 -511.996643725103 -577.681782401826 -273.98871040745 -422.703010110803 -487.001151910437 -516.424271700581 -283.892826067386 -407.414908513325 -459.693627417093 -604.650032822099 -266.311858150082 -401.969008435926 -453.973932874332 -574.413910751751 -246.688847238321 -365.814498746126 -419.78547883794 -524.932499292588 -270.570149228051 -411.625749249915 -461.722304673587 -544.278137261827 5.00877487390174 1.78218739986257 1.25795400404166 5.56699951512337 1.96287349014622 1.92574698029243 5.56672068163624 1.96170020384567 1.92474629151683 72.6518718462944 85.2142101722506 73.8156699709944 41.3399999999965 79.5299999999988 37.140000000014 277.399999999999 2009 0.000499500499500236 0.00649350649350521 0.00149850149850166
