"g.ML0.05" "g.ML0.01" "g.ML0.005" "g.ML0.001" "g.tau0.05" "g.tau0.01" "g.tau0.005" "g.tau0.001" "g.new0.05" "g.new0.01" "g.new0.005" "g.new0.001" "c.ML0.05" "c.ML0.01" "c.ML0.005" "c.ML0.001" "c.tau0.05" "c.tau0.01" "c.tau0.005" "c.tau0.001" "c.new0.05" "c.new0.01" "c.new0.005" "c.new0.001" "f.ML0.05" "f.ML0.01" "f.ML0.005" "f.ML0.001" "f.tau0.05" "f.tau0.01" "f.tau0.005" "f.tau0.001" "f.new0.05" "f.new0.01" "f.new0.005" "f.new0.001" "theta.F.ML" "theta.G.ML" "theta.C.ML" "theta.F.tau" "theta.G.tau" "theta.C.tau" "theta.F.new" "theta.G.new" "theta.C.new" "loglik.Fr" "loglik.Gu" "loglik.Cl" "time.Frank" "time.Gumbel" "time.Clayton" "L.real.left" "data.time.part" "p.F" "p.G" "p.C"
-182.317522139216 -302.865497412299 -365.421938308007 -437.812876515147 -193.657424790237 -286.097202129134 -316.129118130036 -414.726731881206 -189.759140707744 -294.621621473994 -318.083738906932 -370.411619595404 -199.787529029583 -357.657865133023 -419.301164940906 -529.818042399295 -223.471838202699 -409.269832657072 -448.916878053811 -475.681277980243 -242.007718430554 -409.386173800779 -443.454077214034 -505.861854251143 -213.979948137613 -298.941365007045 -338.225747888521 -369.650692040788 -213.848323391753 -307.473533047437 -348.260213901012 -379.402305923106 -215.559826227064 -304.827064764371 -333.7299245441 -431.046032955275 4.43804820909056 1.75400961769137 1.04344881332707 3.90074778826041 1.61468465641669 1.22936931283339 3.90316322471769 1.64189547552678 1.22890497592153 47.3741367807817 58.0218207450082 47.7103981415015 40.8199999999924 74.3399999999965 39.9400000000023 71.4700000000011 2007 0.0044955044955044 0.195304695304694 0.00249750249750276
-209.762991294771 -340.173794175194 -363.403339110329 -492.356726591044 -209.294288284822 -331.091030495876 -366.202918657107 -430.531146532723 -220.388551288661 -337.74368374528 -363.462818345029 -376.597559247288 -197.670630720144 -321.961681373832 -361.764754491307 -488.797988596144 -212.222911053503 -349.859425752492 -405.296455011452 -486.951415574998 -221.172723699707 -315.408693001886 -357.197620483224 -447.894343272601 -203.122868378939 -278.686758273187 -323.938229287328 -420.091300793263 -181.77503026376 -278.356498222177 -304.192153586996 -390.223700083244 -185.397256491894 -245.979171156134 -267.505333267133 -294.366420659017 4.47263588688801 1.75840561574376 1.05079666917984 3.90331122803077 1.61519146264909 1.23038292529818 3.90530187369111 1.64058657970634 1.23029322187354 47.7183391928078 58.2548430712378 47.9853473657326 39.820000000007 81.7899999999936 39.8800000000047 -103.07 2007 0.00349650349650356 0.177322677322677 0.000499500499500553
-189.042675714281 -300.999497917665 -348.151895563467 -370.987666083489 -177.753321603206 -282.862839918336 -301.922155084228 -459.051436068093 -196.132532980803 -279.027089071866 -324.996813470636 -454.509561530495 -205.989683312406 -361.673698381514 -399.26804952837 -442.183981574611 -206.574594712802 -318.091163348736 -388.253004376636 -513.284681389931 -204.30297317247 -334.920225092739 -406.546692387736 -490.027730125068 -194.480657899222 -295.697570112828 -329.662503774525 -382.390069529778 -199.186926461179 -279.130953683518 -337.196802662652 -403.057572573128 -177.507848919928 -266.09864728245 -305.692880806075 -358.602055673863 4.43161953693332 1.74974013740951 1.04593071117924 3.86072810918196 1.60678601165695 1.21357202331391 3.86158359084193 1.63084971813978 1.21298586487987 46.9213331756907 57.3585871685142 47.6715500758941 40.0500000000029 79.6100000000006 40.3800000000047 58.4599999999969 2007 0.00149850149850072 0.168331668331667 0.00349650349650298
-193.630252623737 -335.09618072728 -380.541445692867 -441.951883879391 -170.622168345682 -288.875005318531 -317.398371903928 -415.304289795408 -186.839303760454 -296.024900435151 -321.027688438118 -340.959349394725 -221.369056098858 -339.030225619685 -423.060975056012 -476.778004691783 -206.292700920957 -310.137342881903 -363.020152386597 -455.370192315269 -190.654676828917 -302.264871563429 -378.770281570125 -455.770783102371 -190.399888154439 -281.795422702678 -322.733175178673 -384.629789515087 -199.871837151851 -260.640541564084 -283.634420289518 -293.286956636595 -184.538496360963 -269.654294801205 -325.08297332308 -353.67492795734 4.48710568619985 1.75791340658642 1.05313122011233 3.93158103895862 1.6207874015748 1.24157480314961 3.93685325089548 1.6490756333779 1.24110416483033 48.0239008397626 58.1819564454696 48.2132293433954 40.0800000000017 75.0800000000017 40.1999999999971 128.29 2007 0.00949050949050965 0.206293706293707 0.00249750249750215
-210.811528480034 -323.84031626725 -365.851409247007 -396.477458915449 -187.692047885647 -300.986216279942 -330.631968722064 -429.203351268036 -190.015645863946 -316.275756692964 -350.769644281442 -514.158778154224 -210.187837453542 -340.337156428549 -386.36737239173 -506.856730911012 -225.324076249515 -383.987037442928 -432.934949606437 -494.23814832886 -210.301559151566 -320.164085965565 -356.448154438087 -499.590453457545 -213.06830189354 -319.236055395457 -327.318041182258 -370.140285432786 -190.391551525869 -270.708236283212 -318.907219307161 -386.723887092233 -194.533595524532 -293.266412455263 -317.186677238468 -347.356485910717 4.45211916784246 1.75117252444217 1.05519327047045 3.87517282540957 1.60963403190491 1.21926806380982 3.87719012031318 1.6309142947689 1.21902219748614 47.2774803450557 57.4667239267104 48.1556659147584 40.8300000000017 73.8899999999994 39.7200000000012 234.320000000001 2007 0.00349650349650305 0.15034965034965 0.00149850149850229
-209.294652703 -298.953174704245 -332.302108608573 -413.201814893784 -179.002518609825 -276.661206214641 -294.203282114135 -367.910060182277 -180.178847389951 -254.067726418635 -314.588251163058 -342.167627959492 -231.778482917077 -350.261855277621 -436.840955966812 -502.746864263987 -212.335179612007 -371.792623324437 -417.180458331668 -530.906920544431 -214.52333069343 -342.911354180133 -380.007446310588 -482.825371475396 -198.953264135953 -282.04916615268 -304.548720419298 -387.659238150172 -213.245993434882 -303.794538647335 -335.786523628724 -378.645474262265 -185.534891601914 -279.82803599907 -346.380827720558 -470.345033591304 4.45793350649375 1.75275027235311 1.05631808869344 3.90587575420945 1.61569858712716 1.23139717425432 3.90890903856266 1.63534585668752 1.23113481798225 47.731292363527 57.9519908788853 48.4517360807646 39.8899999999994 77.2100000000064 39.9300000000076 63.3500000000001 2007 0.00549450549450587 0.143356643356644 0.001498501498501
-204.140080317422 -298.278188947796 -322.723750596565 -361.223069799545 -169.304614257094 -251.579333572916 -270.513233572876 -325.881491494446 -187.345211377015 -282.014911573591 -301.789842659746 -367.234189264744 -188.576909379876 -319.508246759202 -360.87499919466 -468.155674225142 -212.26136135643 -373.323434951202 -459.236361944831 -566.899377511043 -229.794425111232 -347.945001289733 -395.692609210508 -463.665752105992 -198.363382078525 -265.453181405257 -282.862402350418 -335.71704764852 -194.898233465867 -271.642976530419 -310.828578973893 -328.477571514395 -186.572923011156 -262.590226483988 -280.709705336047 -337.379546593977 4.47130478669877 1.74710832290798 1.05899429622803 3.92557334609496 1.61959714645405 1.2391942929081 3.92639112547649 1.63723980173763 1.23874424296634 48.2461670515446 58.4558692638901 48.6417549677639 41.3499999999913 75.8499999999913 40.5299999999988 -35.6900000000006 2007 0.00149850149850166 0.138361638361637 0.00249750249750208
-178.522649887017 -292.709657433856 -319.344712946851 -383.361318345861 -170.452722989904 -271.66794487953 -312.12950833445 -407.928009180774 -188.757485485366 -284.176524647402 -345.163016195163 -393.17454733149 -215.098497677972 -325.466800754118 -384.921811651937 -477.767584996042 -191.493100472147 -358.665832806071 -379.028385388091 -463.642268657756 -181.837949387623 -331.180398377826 -372.597739892476 -400.058378160002 -185.375522195437 -267.174042427476 -294.972180210636 -334.592288004332 -183.641434280145 -285.605774114514 -323.720378391464 -337.41920570817 -187.452554450685 -269.252415095005 -303.303030873873 -341.486589611348 4.48981951229711 1.74972714439784 1.07891231651166 3.91015238208187 1.6165445026178 1.2330890052356 3.91275827827165 1.63257697847644 1.23270394857046 48.3516626403146 58.5108269984436 49.3640321327874 40.0800000000017 76.3100000000122 39.8499999999913 -34.8200000000021 2007 0.00449550449550448 0.120379620379621 0.00249750249750218
-179.582011291205 -287.273787116743 -330.533727238072 -389.353999649224 -183.991910077041 -293.609245170438 -320.270716854507 -406.411664345392 -188.764011641023 -310.021431908772 -330.289819309269 -391.466420448749 -208.674670583077 -318.772752915188 -364.025573208747 -590.802516775072 -213.667324433862 -358.17988615204 -393.035811264783 -488.451614762245 -196.607907208189 -343.703517766467 -395.194898028164 -478.48879052083 -194.80354076018 -300.431185561721 -311.01375963622 -396.509824649025 -167.584337321897 -248.203270425522 -292.430705756573 -315.120962936226 -175.469483457141 -255.733213174798 -287.534666984083 -355.722507815738 4.39891188961875 1.73648386238441 1.05062484118027 3.81675589550591 1.59813664596273 1.19627329192547 3.81762825713545 1.6113356061708 1.19620054045157 46.5854013436177 57.140467224579 47.8132870582979 41.4100000000035 74.3000000000029 39.5600000000122 253.160000000002 2007 0.00149850149850173 0.0954045954045951 0.000499500499500739
-188.110317113057 -278.299124914948 -315.611625867833 -422.67351070784 -171.020519243337 -270.402644863016 -327.358749201545 -364.029803853517 -175.778468401723 -252.115370421422 -286.648767214913 -418.474525235024 -177.106527720855 -318.657554374518 -366.691855414593 -433.382214213803 -192.303864384284 -319.685051540471 -439.64355110092 -520.009884776113 -202.506088852783 -311.236546623057 -328.317381905311 -514.767980460919 -176.241897895757 -258.962628336918 -286.199564476092 -336.91978600373 -181.718255370199 -269.851196067034 -301.568949397095 -367.320839660814 -200.027213707073 -277.523078330007 -311.466290640971 -382.931152049237 4.35832671625028 1.74368617880511 1.04076174289957 3.74555245975476 1.58419702411493 1.16839404822986 3.74769502708517 1.60036900133876 1.16782027662748 45.3703497434878 56.651215058227 47.0940106509474 41.0899999999965 74.5299999999988 39.6900000000023 -49.4999999999996 2007 0.00349650349650308 0.101398601398602 0.00449550449550441
-183.095939383713 -273.429951185189 -280.405319223863 -368.865315230682 -187.060601100435 -277.845942988242 -311.845296089617 -396.623501026115 -194.348446017053 -299.758711772199 -311.922385272108 -352.811435192973 -194.533777881642 -332.033650867192 -393.493697925263 -515.057430596397 -211.59354313722 -322.590631199157 -394.000344011719 -476.081188719056 -207.428122923885 -341.437874075167 -366.095512192291 -510.864432565424 -197.569596096521 -286.938408824424 -304.973105582685 -315.726717728975 -182.550212585084 -264.03225248032 -316.037572077569 -331.658981847302 -202.859203865762 -262.424486197328 -276.416876786326 -343.538920040495 4.36898485495367 1.74172333092178 1.04522096000759 3.80833592914661 1.59648397104447 1.19296794208893 3.80917606240207 1.61512858417557 1.19274654301489 46.27207898422 58.0752023089117 47.5427700173908 39.8300000000017 76.25 42.9699999999866 -30.7600000000006 2007 0.001498501498501 0.128371628371629 0.0014985014985021
-155.631056340812 -254.811973755168 -297.725609338684 -376.640222923435 -172.797183964506 -267.161700067669 -294.856738407577 -353.717685689009 -181.301161094701 -265.294582974237 -292.058317746135 -416.22402845628 -186.103390225113 -366.040042800756 -391.078549159337 -483.485362098573 -180.405659770855 -278.933832130821 -393.524835050373 -580.722708449949 -193.670478243639 -286.435434866892 -346.217220470646 -408.862363999148 -184.516438897315 -254.845115509086 -299.43663593487 -341.127989904118 -183.94630114226 -271.914566987568 -309.796447846327 -398.792161546797 -175.076121520015 -242.214233451633 -286.029998631375 -351.537343955744 4.39013057225743 1.7471091697371 1.04770827517314 3.82518748776387 1.59979274611399 1.19958549222798 3.82716281323413 1.61782097977416 1.1995096294822 46.4905737960513 58.4585874457929 47.5212270645666 44.1100000000006 81.9599999999919 39.8300000000017 208.709999999998 2007 0.0034965034965036 0.122377622377622 0.000499500499501259
-170.385084969742 -253.214026002459 -331.426270923785 -398.201629505241 -173.753210328143 -293.177559805666 -304.151966639361 -328.159457298228 -163.69713559728 -259.038597846705 -308.184186984905 -348.521868887402 -181.225761096276 -289.952559644697 -339.640053745517 -491.298501634612 -191.65122635191 -311.842537606411 -361.099333269146 -475.937995720035 -200.747272598203 -288.774225483579 -327.161489428914 -480.556526670112 -187.003491449019 -267.538640931665 -298.013342059348 -339.292771857491 -171.596296358372 -241.515563211547 -301.059659961106 -333.40677579494 -186.522260693233 -269.629730320107 -312.850019607979 -364.403188163462 4.31338830113551 1.73556112910787 1.02554598332009 3.77979443418213 1.59089035449299 1.18178070898599 3.7800609645852 1.60584882119893 1.18139051236844 45.2758880668621 57.5085387590432 46.4769098623682 40.1600000000035 73.5599999999977 40.2600000000093 59.5500000000022 2007 0.000499500499499984 0.103396603396605 0.00249750249750148
-184.056222961275 -280.072357145415 -321.001166118426 -354.771890336171 -174.027724642598 -266.445721375614 -340.160484416848 -424.639154030975 -183.916594845243 -267.707803327258 -314.664689682083 -348.964892218476 -212.752503120848 -343.19859756633 -374.310461403473 -439.226133231954 -215.633599495661 -324.321046972738 -392.012755850537 -450.720276759246 -217.730995083878 -337.385988306998 -373.569404358704 -527.398360382574 -200.767783647984 -275.265830236982 -324.783574197007 -339.235460042882 -180.720809596207 -258.20125998364 -281.957794097097 -366.349337342556 -187.998781312571 -284.50899951372 -346.291983070388 -388.859661217864 4.31133746723303 1.72835956773708 1.05550447983388 3.77477147470894 1.58990731204943 1.17981462409887 3.77611154961535 1.61238332758314 1.17975253111971 45.206376811226 57.1957127678754 46.6737768075058 42.9499999999971 78.9400000000023 42.7299999999959 6.53999999999912 2007 0.00249750249750302 0.162337662337662 0.000499500499501741
-168.072333614682 -275.898658455442 -304.981826382592 -370.109349662232 -167.691788967273 -256.84746408668 -286.259838512768 -366.590875032317 -184.717223832705 -253.392251155079 -311.925854635578 -357.047686521106 -193.976238931434 -337.912040751042 -390.245666167624 -441.215001275683 -189.160603627432 -300.074172587248 -371.377394808683 -431.380519516303 -181.469258608437 -311.925194265387 -343.256012134568 -460.103591937514 -167.634982074511 -237.598422491755 -265.850902338572 -294.619369381481 -169.103549972275 -243.724795012159 -260.696860768135 -325.89828386575 -183.209592181521 -233.411345248441 -254.46464994832 -274.862947765754 4.28900856957506 1.72383806606723 1.05413507430814 3.72310651600442 1.57981989357348 1.15963978714695 3.72451985779656 1.60981768474725 1.15958708749019 44.2723958903635 56.1737433370974 45.0169728658324 39.9699999999866 73.3600000000006 41.25 -27.2800000000006 2007 0.00249750249750253 0.208291708291708 0.00049950049950093
-171.942130423347 -259.543373320349 -296.338697191869 -331.965070407716 -153.129440187154 -251.840245085956 -303.146971786897 -404.961628982794 -170.888633635494 -257.985539415658 -279.759171282268 -341.305661949823 -198.993333474917 -312.178544307905 -336.094687531143 -417.088078602233 -182.256242309128 -268.506967551113 -294.442588698535 -381.846171194827 -191.300922517533 -324.673761636494 -426.616035234878 -523.251429136634 -186.073971596329 -274.530694877971 -320.075132180824 -368.400222680385 -164.218875759641 -240.532090266562 -285.599304012796 -388.879123191733 -171.372763831715 -255.065228003951 -268.606159834835 -342.825647836185 4.35281346393685 1.73275293760182 1.06889705480444 3.75638904153267 1.58631319358816 1.17262638717633 3.758474441611 1.62178935534971 1.17257457432299 45.2082952945587 56.8679337953313 45.6818280350736 44.1399999999994 81.7900000000081 42.0599999999977 73.2300000000007 2007 0.0034965034965028 0.242257742257741 0.000499500499501045
-174.806769209191 -247.903713993844 -282.076905935614 -350.191111513348 -166.221816322219 -247.238243027947 -285.681693559645 -451.662450059727 -158.291324423302 -242.429383117405 -251.762547816188 -288.015787897091 -177.393895179655 -294.339168262793 -326.615777774713 -440.084013814052 -184.000604582513 -314.333933396539 -331.036687196951 -381.453785921958 -178.311112462998 -282.989544323232 -313.920062535005 -373.084012939665 -175.360425832124 -240.570268176054 -263.697985070632 -282.358167788512 -161.447366059773 -242.570482970586 -263.430369737915 -335.757829824146 -159.308280070999 -253.561221286928 -284.160827533843 -318.407882850008 4.26231741179134 1.72014147257235 1.04677208749993 3.7015687403258 1.57562767911819 1.15125535823637 3.70184883456729 1.6058730734525 1.15120316879045 43.8752704473717 55.8734724126279 44.7024962968958 43.8099999999977 76.8799999999901 39.9600000000064 122.800000000002 2007 0.000499500499500207 0.209290709290709 0.000499500499501899
-178.628592916281 -264.736577973299 -286.658327795236 -332.074990047165 -161.338315919763 -271.191922108083 -298.792183695308 -400.438599642377 -179.70545070188 -279.644098396054 -309.803227078893 -372.900723132458 -203.009973827535 -314.06489165467 -369.502525680892 -452.606407085562 -183.40802236724 -294.114268208991 -324.199075950422 -480.562062671712 -192.719456530956 -300.512669368996 -332.950598183562 -399.263141965391 -176.003684884334 -245.544876041105 -294.47150810095 -323.741416625814 -191.807545176261 -284.126112439562 -312.784343518193 -340.028382407747 -182.257975509538 -255.056639966423 -282.267492732289 -333.680388242335 4.18599169013458 1.70277279366126 1.02719932321678 3.60637754099071 1.55719184990922 1.11438369981844 3.60782512877578 1.59216908964185 1.11434015117878 42.1036581645151 53.6499708624807 41.8800573287359 43.4700000000012 73.5600000000122 38.7299999999959 50.2599999999993 2007 0.00249750249750324 0.24025974025974 0.000499500499501686
-178.806304422397 -258.688086144127 -306.631093342749 -356.335621240861 -177.433596872948 -258.238411263123 -316.63790525582 -387.860763884819 -164.525672081221 -278.859907374812 -319.684614930491 -390.386399273594 -184.942541769697 -292.228182581769 -336.967598193643 -404.265560239918 -184.574962251453 -289.819033324828 -354.097826429438 -437.156966998516 -200.440083258548 -283.194852476323 -331.66544507004 -412.972837945743 -184.358602915922 -271.078808464802 -300.685307611787 -368.113427857474 -170.040501925093 -251.093622702354 -270.425428848247 -325.148838286228 -174.794887593019 -252.494185858711 -257.584267083082 -298.546129680223 4.22111528735897 1.70832589464694 1.0364178758193 3.65871665910618 1.56730964467005 1.1346192893401 3.66012125108484 1.59964054314128 1.134570237685 42.9343599161638 54.4146045280534 42.4817684708209 39.9799999999959 73.0300000000134 39.2700000000041 63.3100000000006 2007 0.00249750249750302 0.229270729270731 0.00049950049950252
-161.44331601306 -281.500271542119 -307.163575806338 -364.357393095119 -157.505403356776 -226.404595567276 -248.763851203963 -352.462007965004 -161.109623119791 -227.530275707316 -274.685259169324 -311.653878221698 -182.54355910274 -284.027263458495 -334.02050484355 -404.092801700015 -189.847402311386 -264.327078172124 -307.255275105819 -352.071604815067 -171.421252403237 -262.915897621649 -313.682827704094 -351.46352955162 -179.457933210266 -238.32274532742 -270.918701275189 -287.66960808942 -146.918588279153 -204.186712806367 -222.483518170506 -287.752409015977 -166.016893406531 -243.191307936533 -261.547268446392 -270.232931719646 4.21823802303213 1.70901439041368 1.03576630837972 3.67269346093189 1.5700193226889 1.14003864537781 3.67405595983824 1.61368960120982 1.13998656129339 43.0060371011366 54.523579369651 42.5559833674238 40.1100000000006 73.6100000000006 39.4799999999959 57.2799999999985 2007 0.00249750249750302 0.314185814185813 0.000499500499501198
-168.04001192051 -266.48544373468 -309.81890821744 -377.666254429533 -150.344296289361 -245.123546119351 -294.378422544237 -344.574029861617 -153.579972723165 -233.732895637215 -252.764558154986 -294.628927610495 -173.202055026906 -302.061876193738 -369.655281510167 -613.538805782848 -175.969510928238 -264.514650549925 -344.120135744941 -370.042189798715 -173.757624801224 -264.135483593285 -337.684236207617 -398.145862776927 -180.68216570497 -257.487311567294 -279.788604730397 -302.663267043019 -144.239050713308 -217.141084484333 -238.320411078466 -277.135126484007 -161.334877311318 -257.718926944894 -277.66993331457 -295.996051025676 4.24702959326591 1.71358780604842 1.04837921921786 3.67598669623641 1.57065825618069 1.14131651236138 3.67684240487332 1.6094248623636 1.14127009013703 43.3562807871784 54.818871008612 43.0749390932748 39.9100000000035 72.6399999999994 39.6399999999994 -87.3899999999989 2007 0.00149850149850086 0.27122877122877 0.000499500499501155
-169.15606153165 -248.889631363826 -297.540033607474 -389.599436172373 -149.856296335013 -230.448349629504 -258.304371013892 -326.72689097094 -158.671712069047 -215.401480750341 -254.993869855638 -327.698186000605 -178.269533708953 -277.317196299437 -334.878223738834 -467.347559038883 -177.957780855416 -278.947919173002 -306.907841459762 -349.019918458376 -178.865737324676 -294.409523082407 -336.262350683731 -405.099390027492 -173.851168934326 -244.532932361076 -271.414900249944 -295.644626065542 -163.605711954382 -254.611863829468 -284.744269515349 -293.25895931028 -169.06231591685 -247.776154629005 -295.441842796056 -357.051929881456 4.3049912991584 1.72549823655266 1.05679274397459 3.72393638998642 1.57998157813939 1.15996315627878 3.72538757607326 1.62177582318816 1.1599116226063 44.2941580872124 55.8789214522888 43.483230379178 40.3199999999924 74.8400000000111 39.5799999999872 87.5900000000014 2007 0.00249750249750254 0.287212787212787 0.000499500499502141
-162.510383044903 -236.388610699286 -277.531892550119 -313.880439258082 -158.266491596375 -229.115007708114 -274.79492884621 -384.045166941115 -160.598151909127 -241.754863067909 -277.607281629888 -388.497329943457 -170.340339113468 -289.962538352935 -340.114640981881 -374.031258689177 -185.452891425984 -330.70479540953 -342.023501164652 -355.955586455666 -169.528333842504 -257.170605559327 -284.988005336492 -325.073706943958 -167.194813699629 -260.536633817963 -276.930285703576 -328.989057735247 -172.10892964473 -255.437237362227 -273.867227025772 -301.945659697995 -164.338938578797 -232.573837045464 -268.706010078017 -302.560905004686 4.29878965625358 1.72351876831293 1.03901020753466 3.7463853643777 1.58435960591133 1.16871921182266 3.74831684791573 1.62877654136319 1.16865442211023 44.3370496359 55.8353652410381 42.8839794984174 40.4700000000012 73.4600000000064 38.9499999999971 -208.400000000002 2007 0.00349650349650309 0.319180819180819 0.000499500499500052
-184.388633043542 -254.440121038309 -269.605825557224 -359.469567646625 -163.622686074846 -241.392873036918 -313.359444837583 -476.426223229132 -174.826989862702 -257.983115567457 -283.298480726957 -340.832405786202 -169.654620512904 -253.698025727539 -285.008357860658 -337.18265505404 -189.704034769221 -302.119574785134 -327.212614716234 -420.724059182196 -192.72867459387 -311.791454286778 -368.504680646109 -458.531541957824 -173.34493867356 -261.894400025679 -292.704971760919 -328.402781471941 -170.00944919054 -234.68403010152 -261.154703232422 -314.727913325056 -164.634086580861 -225.118381417655 -276.333684753707 -304.827715808092 4.29152138107884 1.72085040371836 1.03725965233833 3.72393638998642 1.57998157813939 1.15996315627878 3.72421989897298 1.62494420528473 1.15990186581728 44.0456959792852 55.3924083689503 42.748725024669 40.3000000000029 74.3100000000122 42.9400000000023 175.1 2007 0.000499500499500409 0.319180819180818 0.000499500499500433
-196.56273017117 -275.754815849876 -302.637064635506 -451.339240068588 -180.640321978532 -281.225398135548 -333.986934317786 -404.450444903609 -186.032348351249 -295.252012109904 -366.695710923621 -469.77926717501 -210.015322997523 -353.049943791335 -418.579851891541 -449.231316041846 -206.961174597231 -320.837661103223 -335.271207835318 -406.896953630354 -207.990578296535 -367.116407896332 -397.775435359368 -494.084188699859 -183.657443428518 -285.612775541938 -302.725099248838 -367.09468780576 -179.253794902928 -261.875600892088 -346.413319251874 -421.08744454346 -202.585365041823 -286.287097243878 -374.238852057455 -427.562897875919 4.28934250486404 1.7175464171392 1.01063263160709 3.7380613839115 1.58273528808694 1.16547057617388 3.73998894027846 1.61525965138976 1.16539323454322 44.3508983357695 55.4620017226008 42.520016588607 43.9899999999907 77.5500000000029 39.8099999999977 0.830000000000741 2007 0.00349650349650352 0.241258741258741 0.000499500499502062
-232.156208521612 -331.518146577452 -373.628772379692 -401.988173945621 -221.646596467685 -331.664868983262 -376.660774071508 -437.919190983961 -227.335572435377 -364.595535211196 -378.595744868705 -481.018430285813 -220.931518761028 -366.258195977851 -425.940167768871 -466.30658525207 -247.088168645464 -396.984226502295 -437.17830538741 -471.400590724124 -238.819584308495 -353.081785606553 -387.688649799498 -433.354722253218 -235.997505087528 -393.562961274057 -413.452894913972 -445.017796934017 -210.555448466592 -326.40680876467 -370.819714504219 -460.523535299483 -223.694314747277 -308.724382588588 -350.859150010113 -394.899992388136 4.29782502779514 1.72011489828206 1.0130100287973 3.78314536112114 1.59154639175258 1.18309278350515 3.78494494037524 1.62410594860095 1.18300782708422 44.9536495415019 56.1893064121427 42.8825660239651 40.1399999999994 74 39.1500000000087 82.8000000000008 2007 0.00349650349650328 0.253246753246754 0.000499500499501054
-213.475534358624 -333.142597455472 -355.564209040196 -460.966565982019 -211.073511370331 -334.751884683233 -408.73889676906 -438.559867822798 -207.034775219069 -331.780040752443 -346.857562329765 -409.823534390504 -221.839221769629 -388.564301211299 -495.615269413878 -569.262124734489 -211.555099118353 -386.7012769298 -443.697455240687 -508.823002279225 -197.425588437629 -348.34305728307 -430.297547892989 -521.279103592324 -208.581594305587 -310.140304299178 -339.617177601958 -398.206071012377 -212.400621517428 -305.197650562034 -343.5367845558 -478.655035697815 -204.958718028369 -330.08749973502 -351.826812538979 -442.805029102351 4.26116306021563 1.71393422402855 1.00415899702463 3.70735998447599 1.5767541619855 1.15350832397099 3.70929635886669 1.61697628806905 1.15328452378076 43.7705607635375 55.1652841796657 41.4477926764474 43.3300000000017 80.3499999999913 43.2200000000012 79.5900000000002 2007 0.00349650349650289 0.293206793206793 0.00149850149850265
-207.035306299458 -313.790340589944 -327.964072901917 -411.052595049995 -208.122573474524 -289.755751004415 -321.601488746897 -413.120809024716 -220.306669218958 -358.319410111059 -396.046480402906 -445.524361725448 -207.711839669248 -340.683510615066 -389.740336857606 -513.051320266017 -216.269676211677 -394.621521712683 -496.836468258101 -573.730134786812 -196.651346205186 -312.709295358454 -347.681628784969 -432.364098765141 -205.312442791607 -312.565177309383 -324.067994222378 -445.976755593415 -200.748441516435 -297.902161317694 -321.868355354352 -377.680814841815 -219.238081911509 -320.106961175145 -369.657555109483 -387.051579241555 4.25714611251178 1.71261474209543 1.00367401116538 3.7015687403258 1.57562767911819 1.15125535823637 3.70573140794957 1.6175722693305 1.1511816412798 43.6841702453762 55.0398837015544 41.4127879433281 41.2799999999988 74.4599999999919 39.1900000000023 7.4499999999976 2007 0.007492507492508 0.306193806193806 0.00049950049950094
-203.860970409945 -314.052741578897 -358.538580528976 -418.793130963984 -198.221116477674 -290.884879314494 -312.133944669032 -460.676722462809 -186.19771468336 -275.826971471219 -306.238586895048 -362.448284035278 -211.01978432811 -330.985857509274 -414.40341454278 -450.935756443483 -235.034699300415 -372.317030812683 -434.425568074095 -477.452256685298 -213.655940212729 -358.819462677793 -421.15475223571 -458.953059427026 -210.02732307946 -301.853221066169 -336.68157535795 -440.385003939874 -227.79642817061 -334.315530510896 -360.109621580512 -451.063532125614 -191.990843317048 -303.218262084025 -339.304334263634 -362.460792510557 4.18407249248984 1.69820616318483 0.992024563127046 3.64149444041411 1.56397528112653 1.12795056225306 3.6423074944382 1.60319859081889 1.12788266714861 42.4605086543261 53.7254813995623 40.8317696939523 39.9799999999959 73.2799999999988 39.1299999999901 187.84 2007 0.00149850149850165 0.292207792207793 0.00049950049950081
-185.372249913237 -283.390375797732 -294.395196762632 -344.337426650251 -190.014847781468 -282.543357694217 -294.142471170179 -316.540618152686 -171.365707250363 -266.732128415187 -312.45002679892 -409.530943563263 -208.262634092554 -359.650552189748 -405.908625892949 -549.311591053458 -201.862268603865 -320.986345694549 -390.458090488385 -483.459985920259 -216.991896151053 -365.890143864813 -438.646166278855 -541.07359161699 -196.112762786612 -285.952221424239 -322.866219137545 -391.366060601129 -202.173645825994 -261.902911327687 -281.487665474099 -342.945114684583 -188.126621781465 -276.011793439439 -306.235142605547 -368.462297399374 4.17350654094148 1.69702659200055 0.989448188021241 3.62023738244729 1.55986662625038 1.11973325250076 3.62272460643653 1.60008285996434 1.11966817504597 42.3020012283842 53.6193158025611 40.7561282218394 40.1100000000006 73.3300000000017 39.070000000007 -1.88000000000108 2007 0.00449550449550447 0.293206793206793 0.000499500499500795
