"dates" "p.F" "p.G" "p.C"
2006-10-17 0.203296703296703 0.307192807192808 0.0204795204795201
2006-10-18 0.190309690309689 0.32017982017982 0.0234765234765236
2006-10-19 0.213286713286713 0.301198801198799 0.0514485514485516
2006-10-20 0.167332667332667 0.315184815184814 0.0374625374625375
2006-10-23 0.147352647352647 0.30919080919081 0.0454545454545449
2006-10-24 0.175324675324675 0.251248751248751 0.038461538461539
2006-10-25 0.127372627372627 0.274225774225773 0.036463536463537
2006-10-26 0.123376623376623 0.307192807192808 0.0274725274725277
2006-10-27 0.188311688311689 0.348151848151849 0.0304695304695304
2006-10-30 0.169330669330669 0.2992007992008 0.0154845154845149
2006-10-31 0.156343656343657 0.237262737262737 0.0334665334665332
2006-11-01 0.145354645354645 0.244255744255743 0.0194805194805192
2006-11-02 0.163336663336664 0.312187812187811 0.020479520479521
2006-11-03 0.164335664335665 0.299200799200799 0.0194805194805195
2006-11-06 0.130369630369629 0.247252747252748 0.0234765234765233
2006-11-07 0.15134865134865 0.222277722277721 0.0254745254745258
2006-11-08 0.222277722277723 0.239260739260741 0.0194805194805191
2006-11-09 0.229270729270731 0.26023976023976 0.0154845154845156
2006-11-10 0.204295704295704 0.254245754245755 0.0194805194805191
2006-11-13 0.24825174825175 0.226273726273725 0.0184815184815188
2006-11-14 0.288211788211788 0.247252747252748 0.0154845154845156
2006-11-15 0.28921078921079 0.1983016983017 0.0264735264735262
2006-11-16 0.291208791208789 0.206293706293705 0.0214785214785215
2006-11-17 0.315184815184816 0.177322677322676 0.0174825174825177
2006-11-20 0.322177822177823 0.199300699300699 0.0184815184815182
2006-11-21 0.308191808191808 0.168331668331669 0.0154845154845155
2006-11-22 0.368131868131869 0.178321678321678 0.0164835164835168
2006-11-23 0.396103896103897 0.186313686313686 0.0214785214785211
2006-11-24 0.374125874125874 0.168331668331668 0.0154845154845153
2006-11-27 0.357142857142856 0.127372627372627 0.0244755244755246
2006-11-28 0.357142857142856 0.108391608391607 0.0164835164835167
2006-11-29 0.416083916083915 0.125374625374626 0.0134865134865138
2006-11-30 0.364135864135866 0.131368631368631 0.0164835164835163
2006-12-01 0.405094905094905 0.149350649350649 0.0154845154845154
2006-12-04 0.427072927072927 0.139360639360638 0.0184815184815184
2006-12-05 0.558941058941059 0.0874125874125863 0.0284715284715282
2006-12-06 0.571928071928074 0.071428571428571 0.0144855144855144
2006-12-07 0.681818181818181 0.0584415584415586 0.0214785214785214
2006-12-08 0.722777222777224 0.06043956043956 0.0134865134865135
2006-12-11 0.750749250749247 0.0574425574425588 0.0134865134865136
2006-12-12 0.753746253746256 0.0534465534465539 0.0134865134865137
2006-12-13 0.806693306693304 0.0424575424575424 0.0164835164835166
2006-12-14 0.779720279720286 0.044455544455545 0.0074925074925073
2006-12-15 0.784715284715284 0.0564435564435573 0.0194805194805197
2006-12-18 0.768731268731269 0.0264735264735274 0.019480519480519
2006-12-19 0.695804195804195 0.0374625374625374 0.0234765234765237
2006-12-20 0.664835164835166 0.0274725274725279 0.0204795204795204
2006-12-21 0.614885114885113 0.0344655344655341 0.0234765234765234
2006-12-22 0.690809190809189 0.0214785214785218 0.0264735264735269
2006-12-25 0.628871128871132 0.0374625374625381 0.0294705294705296
2006-12-26 0.551948051948053 0.0464535464535462 0.0224775224775224
2006-12-27 0.548951048951048 0.0534465534465541 0.0214785214785218
2006-12-28 0.562937062937062 0.0354645354645354 0.0174825174825175
2006-12-29 0.575924075924071 0.0344655344655342 0.0154845154845157
2007-01-01 0.530969030969029 0.0384615384615387 0.0204795204795203
2007-01-02 0.52997002997003 0.0454545454545446 0.0384615384615383
2007-01-03 0.499000999001003 0.0764235764235782 0.0284715284715284
2007-01-04 0.500999000999001 0.051448551448551 0.0434565434565435
2007-01-05 0.417082917082917 0.0384615384615381 0.0764235764235766
2007-01-08 0.508991008991007 0.0484515484515476 0.0754245754245754
2007-01-09 0.440059940059938 0.0324675324675323 0.0804195804195804
2007-01-10 0.5 0.0184815184815182 0.114385614385614
2007-01-11 0.460039960039964 0.013486513486514 0.131368631368631
2007-01-12 0.315184815184818 0.0104895104895119 0.186313686313686
2007-01-15 0.362137862137861 0.00549450549450648 0.206293706293706
2007-01-16 0.376123876123877 0.00549450549450659 0.177322677322678
2007-01-17 0.35914085914086 0.00949050949050744 0.171328671328671
2007-01-18 0.323176823176823 0.0134865134865145 0.162337662337662
2007-01-19 0.323176823176821 0.00449550449550372 0.185314685314685
2007-01-22 0.189310689310689 0.00649350649350684 0.195304695304696
2007-01-23 0.297202797202797 0.00349650349650435 0.216283716283717
2007-01-24 0.334165834165834 0.00249750249750235 0.142357642357643
2007-01-25 0.344155844155844 0.00349650349650384 0.0834165834165833
2007-01-26 0.319180819180821 0.00649350649350618 0.164335664335665
2007-01-29 0.27922077922078 0.00349650349650462 0.143356643356644
2007-01-30 0.321178821178823 0.000499500499501657 0.178321678321678
2007-01-31 0.376123876123875 0.00549450549450554 0.138361638361638
2007-02-01 0.386113886113886 0.00249750249750311 0.108391608391608
2007-02-02 0.408091908091907 0.00149850149850228 0.0864135864135864
2007-02-05 0.426073926073923 0.00249750249750235 0.0724275724275727
2007-02-06 0.485014985014986 0.00249750249750089 0.0814185814185813
2007-02-07 0.380119880119882 0.00149850149850255 0.115384615384615
2007-02-08 0.504995004995004 0.0014985014985018 0.104395604395604
2007-02-09 0.474025974025978 0.00149850149850105 0.13036963036963
2007-02-12 0.409090909090909 0.00149850149850156 0.156343656343656
2007-02-13 0.332167832167833 0.000499500499499903 0.167332667332668
2007-02-14 0.456043956043955 0.00449550449550359 0.152347652347652
2007-02-15 0.459040959040962 0.00249750249750101 0.152347652347653
2007-02-16 0.477022977022975 0.00449550449550446 0.188311688311688
2007-02-19 0.430069930069929 0.00349650349650344 0.187312687312688
2007-02-20 0.51098901098901 0.00049950049950124 0.197302697302697
2007-02-21 0.567932067932067 0.00349650349650349 0.171328671328672
2007-02-22 0.614885114885114 0.00349650349650332 0.188311688311688
2007-02-23 0.606893106893107 0.0114885114885107 0.183316683316683
2007-02-26 0.608891108891109 0.00649350649350565 0.12937062937063
2007-02-27 0.493006993006994 0.0124875124875118 0.274225774225774
2007-02-28 0.467032967032967 0.00549450549450683 0.182317682317683
2007-03-01 0.467032967032968 0.00949050949050972 0.191308691308692
2007-03-02 0.502997002997002 0.0124875124875112 0.178321678321679
2007-03-05 0.459040959040959 0.00649350649350588 0.171328671328671
2007-03-06 0.533966033966032 0.00949050949050874 0.0964035964035965
2007-03-07 0.541958041958044 0.0024975024975018 0.102397602397602
2007-03-08 0.549950049950052 0.00349650349650479 0.0984015984015986
2007-03-09 0.5 0.00549450549450514 0.115384615384615
2007-03-12 0.485014985014986 0.00449550449550519 0.129370629370629
2007-03-13 0.4000999000999 0.00949050949050781 0.10939060939061
2007-03-14 0.381118881118883 0.0114885114885115 0.11938061938062
2007-03-15 0.354145854145853 0.00349650349650339 0.137362637362637
2007-03-16 0.357142857142852 0.0114885114885109 0.0734265734265733
2007-03-19 0.291208791208792 0.0104895104895109 0.0904095904095905
2007-03-20 0.345154845154845 0.0114885114885121 0.0814185814185814
2007-03-21 0.370129870129872 0.00549450549450448 0.0634365634365638
2007-03-22 0.246253746253747 0.00749250749250677 0.0704295704295704
2007-03-23 0.254245754245754 0.0104895104895113 0.078421578421578
2007-03-26 0.366133866133867 0.0144855144855146 0.0604395604395604
2007-03-27 0.398101898101897 0.0204795204795207 0.0704295704295704
2007-03-28 0.5 0.014485514485516 0.0554445554445554
2007-03-29 0.547952047952047 0.0124875124875126 0.0494505494505494
2007-03-30 0.507992007992011 0.0104895104895107 0.0644355644355645
2007-04-02 0.497002997002997 0.00949050949050984 0.0634365634365637
2007-04-03 0.472027972027972 0.00749250749250815 0.0754245754245753
2007-04-04 0.397102897102895 0.0124875124875122 0.105394605394606
2007-04-05 0.484015984015986 0.0154845154845157 0.0764235764235763
2007-04-06 0.534965034965036 0.0264735264735279 0.0764235764235765
2007-04-09 0.48001998001998 0.023476523476524 0.0664335664335665
2007-04-10 0.396103896103896 0.0144855144855141 0.116383616383616
2007-04-11 0.349150849150848 0.015484515484515 0.0994005994005996
2007-04-12 0.354145854145853 0.0164835164835181 0.134365634365635
2007-04-13 0.347152847152847 0.0114885114885105 0.129370629370629
2007-04-16 0.369130869130868 0.0104895104895116 0.107392607392608
2007-04-17 0.341158841158841 0.0174825174825172 0.143356643356643
2007-04-18 0.319180819180819 0.0304695304695301 0.154345654345654
2007-04-19 0.32017982017982 0.0414585414585426 0.112387612387613
2007-04-20 0.323176823176824 0.0404595404595414 0.115384615384616
2007-04-23 0.312187812187813 0.0474525474525466 0.102397602397603
2007-04-24 0.377122877122876 0.0384615384615389 0.11938061938062
2007-04-25 0.334165834165834 0.0244755244755235 0.101398601398601
2007-04-26 0.338161838161839 0.0184815184815192 0.0904095904095906
2007-04-27 0.25924075924076 0.0224775224775217 0.103396603396603
2007-04-30 0.257242757242758 0.0304695304695297 0.104395604395605
2007-05-01 0.237262737262737 0.0294705294705309 0.074425574425574
2007-05-02 0.24025974025974 0.0314685314685318 0.0704295704295703
2007-05-03 0.215284715284716 0.0394605394605406 0.0954045954045956
2007-05-04 0.297202797202797 0.0674325674325655 0.0814185814185802
2007-05-07 0.38011988011988 0.0344655344655326 0.153346653346653
2007-05-08 0.352147852147852 0.0364635364635346 0.108391608391607
2007-05-09 0.363136863136863 0.0354645354645326 0.0844155844155838
2007-05-10 0.306193806193806 0.0404595404595418 0.113386613386613
2007-05-11 0.32017982017982 0.0294705294705317 0.0984015984015983
2007-05-14 0.345154845154845 0.0414585414585405 0.0974025974025977
2007-05-15 0.338161838161838 0.0494505494505513 0.0884115884115886
2007-05-16 0.363136863136862 0.0574425574425568 0.0634365634365634
2007-05-17 0.324175824175824 0.0364635364635377 0.0714285714285721
2007-05-18 0.286213786213786 0.025474525474523 0.135364635364637
2007-05-21 0.339160839160839 0.0424575424575414 0.0774225774225782
2007-05-22 0.353146853146853 0.0324675324675317 0.0924075924075927
2007-05-23 0.395104895104894 0.0324675324675326 0.0924075924075925
2007-05-24 0.299200799200799 0.0384615384615394 0.103396603396604
2007-05-25 0.273226773226773 0.0354645354645339 0.117382617382617
2007-05-28 0.21028971028971 0.0244755244755242 0.13936063936064
2007-05-29 0.216283716283716 0.0324675324675323 0.159340659340659
2007-05-30 0.207292707292707 0.0124875124875122 0.156343656343657
2007-05-31 0.192307692307692 0.0144855144855131 0.176323676323675
2007-06-01 0.21028971028971 0.0104895104895116 0.169330669330668
2007-06-04 0.235264735264735 0.0134865134865119 0.123376623376624
2007-06-05 0.262237762237762 0.00849150849150955 0.126373626373627
2007-06-06 0.216283716283716 0.00649350649350574 0.177322677322677
2007-06-07 0.198301698301699 0.00349650349650554 0.208291708291708
2007-06-08 0.187312687312687 0.00649350649350686 0.181318681318682
2007-06-11 0.154345654345654 0.000499500499499325 0.236263736263738
2007-06-12 0.172327672327672 0.00549450549450586 0.233266733266734
2007-06-13 0.185314685314685 0.00449550449550611 0.271228771228772
2007-06-14 0.155344655344655 0.0014985014985012 0.318181818181819
2007-06-15 0.183316683316684 0.00249750249750075 0.315184815184815
2007-06-18 0.192307692307692 0.00449550449550492 0.262237762237763
2007-06-19 0.276223776223776 0.00249750249750219 0.225274725274724
2007-06-20 0.305194805194805 0.00249750249750243 0.272227772227771
2007-06-21 0.313186813186813 0.00449550449550514 0.235264735264735
2007-06-22 0.325174825174825 0.00449550449550604 0.243256743256743
2007-06-25 0.396103896103896 0.00549450549450436 0.261238761238761
2007-06-26 0.392107892107893 0.0104895104895114 0.256243756243757
2007-06-27 0.378121878121877 0.00849150849150825 0.233266733266735
2007-06-28 0.377122877122877 0.00949050949050909 0.202297702297703
2007-06-29 0.346153846153847 0.0224775224775213 0.2002997002997
2007-07-02 0.370129870129871 0.027472527472528 0.256243756243756
2007-07-03 0.382117882117881 0.0204795204795216 0.364135864135863
2007-07-04 0.372127872127872 0.0164835164835174 0.418081918081919
2007-07-05 0.401098901098902 0.0254745254745277 0.402097902097902
2007-07-06 0.408091908091908 0.0344655344655346 0.234265734265733
2007-07-09 0.386113886113886 0.0224775224775214 0.268231768231769
2007-07-10 0.332167832167832 0.0244755244755253 0.235264735264734
2007-07-11 0.278221778221779 0.0184815184815182 0.232267732267732
2007-07-12 0.317182817182818 0.0114885114885109 0.293206793206792
2007-07-13 0.318181818181819 0.0194805194805182 0.335164835164836
2007-07-16 0.369130869130869 0.0194805194805181 0.315184815184813
2007-07-17 0.333166833166833 0.0274725274725277 0.3001998001998
2007-07-18 0.245254745254746 0.0164835164835177 0.347152847152846
2007-07-19 0.267232767232767 0.0044955044955061 0.321178821178821
2007-07-20 0.263236763236763 0.00749250749250907 0.342157842157842
2007-07-23 0.281218781218781 0.01148851148851 0.316183816183816
2007-07-24 0.251248751248751 0.0134865134865148 0.272227772227772
2007-07-25 0.271228771228771 0.00849150849150801 0.266233766233766
2007-07-26 0.173326673326674 0.00549450549450628 0.331168831168833
2007-07-27 0.139360639360639 0.00649350649350501 0.399100899100895
2007-07-30 0.133366633366633 0.00249750249750349 0.441058941058941
2007-07-31 0.146353646353647 0.0054945054945068 0.409090909090913
2007-08-01 0.112387612387612 0.00949050949050821 0.344155844155841
2007-08-02 0.106393606393606 0.00249750249750363 0.394105894105895
2007-08-03 0.120379620379621 0.00749250749250781 0.363136863136868
2007-08-06 0.139360639360639 0.00549450549450561 0.346153846153846
2007-08-07 0.10939060939061 0.0104895104895115 0.333166833166835
2007-08-08 0.125374625374624 0.00449550449550338 0.371128871128872
2007-08-09 0.161338661338661 0.00649350649350481 0.30819180819181
2007-08-10 0.155344655344655 0.00449550449550334 0.334165834165835
2007-08-13 0.202297702297703 0.00349650349650462 0.251248751248752
2007-08-14 0.228271728271728 0.00849150849150845 0.238261738261737
2007-08-15 0.182317682317682 0.0114885114885111 0.275224775224775
2007-08-16 0.127372627372628 0.00749250749250814 0.306193806193805
2007-08-17 0.146353646353647 0.00649350649350748 0.245254745254746
2007-08-20 0.159340659340658 0.00749250749250818 0.274225774225774
2007-08-21 0.228271728271728 0.0124875124875135 0.243256743256744
2007-08-22 0.210289710289709 0.00349650349650397 0.331168831168831
2007-08-23 0.187312687312687 0.00649350649350547 0.275224775224776
2007-08-24 0.227272727272727 0.00749250749250778 0.344155844155843
2007-08-27 0.227272727272728 0.00349650349650342 0.303196803196804
2007-08-28 0.188311688311688 0.0084915084915091 0.282217782217783
2007-08-29 0.14935064935065 0.00549450549450484 0.281218781218781
2007-08-30 0.139360639360638 0.0124875124875135 0.292207792207793
2007-08-31 0.161338661338661 0.0044955044955046 0.250249750249751
2007-09-03 0.14035964035964 0.00149850149850191 0.329170829170829
2007-09-04 0.136363636363636 0.0024975024974998 0.294205794205795
2007-09-05 0.115384615384615 0.00149850149850166 0.302197802197803
2007-09-06 0.0774225774225783 0.00149850149850117 0.318181818181817
2007-09-07 0.0644355644355634 0.000499500499501042 0.334165834165834
2007-09-10 0.0654345654345664 0.0024975024975021 0.360139860139861
2007-09-11 0.0684315684315675 0.000499500499501111 0.385114885114885
2007-09-12 0.0654345654345664 0.000499500499501282 0.392107892107892
2007-09-13 0.0474525474525477 0.00249750249750086 0.321178821178821
2007-09-14 0.0524475524475518 0.0014985014985012 0.294205794205795
2007-09-17 0.075424575424575 0.00149850149850134 0.26023976023976
2007-09-18 0.0904095904095917 0.000499500499499631 0.214285714285715
2007-09-19 0.0904095904095909 0.000499500499499865 0.227272727272727
2007-09-20 0.11938061938062 0.000499500499502 0.241258741258741
2007-09-21 0.113386613386614 0.000499500499501347 0.228271728271728
2007-09-24 0.0764235764235754 0.000499500499502015 0.246253746253746
2007-09-25 0.0554445554445549 0.000499500499500471 0.259240759240761
2007-09-26 0.082417582417581 0.000499500499502527 0.271228771228771
2007-09-27 0.0874125874125864 0.000499500499501873 0.222277722277723
2007-09-28 0.0764235764235768 0.000499500499501373 0.207292707292707
2007-10-01 0.0794205794205799 0.00149850149849958 0.221278721278721
2007-10-02 0.0904095904095917 0.00149850149850038 0.181318681318682
2007-10-03 0.137362637362638 0.000499500499502409 0.148351648351648
2007-10-04 0.115384615384615 0.00149850149850239 0.12937062937063
2007-10-05 0.123376623376624 0.000499500499502576 0.126373626373626
2007-10-08 0.088411588411589 0.0024975024975012 0.136363636363636
2007-10-09 0.0964035964035955 0.000499500499500531 0.193306693306694
2007-10-10 0.0754245754245736 0.000499500499501344 0.183316683316683
2007-10-11 0.0924075924075915 0.00249750249750146 0.136363636363637
2007-10-12 0.11938061938062 0.00249750249750387 0.125374625374625
2007-10-15 0.131368631368632 0.000499500499499854 0.134365634365634
2007-10-16 0.0834165834165831 0.00149850149850098 0.168331668331669
2007-10-17 0.0764235764235762 0.000499500499501321 0.151348651348651
2007-10-18 0.0574425574425566 0.00049950049950252 0.12937062937063
2007-10-19 0.0554445554445559 0.00049950049950136 0.175324675324675
2007-10-22 0.0884115884115892 0.00049950049950125 0.147352647352647
2007-10-23 0.0834165834165825 0.00149850149850041 0.23026973026973
2007-10-24 0.0664335664335655 0.000499500499501186 0.21928071928072
2007-10-25 0.0544455544455545 0.000499500499502659 0.177322677322677
2007-10-26 0.05844155844156 0.000499500499501238 0.195304695304694
2007-10-29 0.0574425574425567 0.000499500499501014 0.175324675324675
2007-10-30 0.0784215784215795 0.000499500499500978 0.153346653346653
2007-10-31 0.0764235764235762 0.00049950049950102 0.155344655344655
2007-11-01 0.0694305694305689 0.00049950049949999 0.195304695304697
2007-11-02 0.0854145854145857 0.000499500499502305 0.211288711288711
2007-11-05 0.0744255744255742 0.000499500499500303 0.168331668331668
2007-11-06 0.0854145854145862 0.000499500499501903 0.179320679320679
2007-11-07 0.0734265734265726 0.000499500499501985 0.205294705294705
2007-11-08 0.0554445554445555 0.000499500499500469 0.202297702297702
2007-11-09 0.0804195804195802 0.00149850149850039 0.187312687312688
2007-11-12 0.136363636363636 0.000499500499501293 0.176323676323676
2007-11-13 0.113386613386616 0.000499500499501572 0.182317682317682
2007-11-14 0.0654345654345663 0.000499500499501096 0.201298701298701
2007-11-15 0.0524475524475493 0.000499500499500325 0.239260739260739
2007-11-16 0.0684315684315712 0.000499500499501871 0.14935064935065
2007-11-19 0.0494505494505485 0.00149850149850138 0.196303696303697
2007-11-20 0.0654345654345662 0.000499500499500881 0.193306693306694
2007-11-21 0.0614385614385613 0.00149850149850006 0.179320679320679
2007-11-22 0.0834165834165844 0.000499500499501065 0.182317682317682
2007-11-23 0.0354645354645366 0.000499500499500953 0.199300699300699
2007-11-26 0.0494505494505477 0.000499500499501121 0.238261738261738
2007-11-27 0.0454545454545477 0.000499500499501398 0.224275724275724
2007-11-28 0.0564435564435566 0.00249750249750302 0.215284715284715
2007-11-29 0.0444555444555441 0.00049950049949946 0.255244755244755
2007-11-30 0.0624375624375618 0.00149850149850075 0.313186813186813
2007-12-03 0.0654345654345655 0.000499500499500413 0.273226773226773
2007-12-04 0.0424575424575417 0.000499500499500692 0.248251748251748
2007-12-05 0.0334665334665338 0.00149850149850071 0.265234765234766
2007-12-06 0.0444555444555447 0.000499500499502021 0.262237762237762
2007-12-07 0.0434565434565417 0.000499500499500629 0.235264735264735
2007-12-10 0.0584415584415602 0.000499500499500453 0.261238761238762
2007-12-11 0.0374625374625394 0.000499500499501657 0.332167832167832
2007-12-12 0.0274725274725279 0.000499500499501886 0.358141858141857
2007-12-13 0.0324675324675329 0.000499500499500999 0.338161838161838
2007-12-14 0.0304695304695302 0.000499500499501334 0.331168831168832
2007-12-17 0.0374625374625395 0.00049950049950183 0.27022977022977
2007-12-18 0.0354645354645373 0.000499500499501355 0.319180819180819
2007-12-19 0.0234765234765231 0.000499500499501843 0.276223776223776
2007-12-20 0.0404595404595387 0.000499500499500405 0.238261738261738
2007-12-21 0.0274725274725279 0.000499500499500041 0.234265734265734
2007-12-24 0.0454545454545462 0.000499500499499885 0.217282717282717
2007-12-25 0.0344655344655356 0.00149850149850144 0.237262737262738
2007-12-26 0.0474525474525462 0.00149850149850218 0.212287712287712
2007-12-27 0.0744255744255741 0.000499500499501319 0.14035964035964
2007-12-28 0.0364635364635355 0.00149850149850161 0.178321678321679
2007-12-31 0.0494505494505494 0.00149850149850027 0.154345654345654
2008-01-01 0.0594405594405592 0.000499500499500079 0.138361638361639
2008-01-02 0.0804195804195804 0.00049950049950062 0.137362637362637
2008-01-03 0.111388611388611 0.000499500499500836 0.0994005994005998
2008-01-04 0.101398601398603 0.00249750249750134 0.0794205794205794
2008-01-07 0.105394605394606 0.00349650349650361 0.106393606393607
2008-01-08 0.0954045954045946 0.00149850149850271 0.119380619380619
2008-01-09 0.0884115884115889 0.0014985014985002 0.127372627372627
2008-01-10 0.105394605394606 0.00249750249750083 0.0854145854145853
2008-01-11 0.130369630369632 0.00349650349650442 0.0544455544455545
2008-01-14 0.113386613386612 0.00349650349650449 0.0994005994005995
2008-01-15 0.0934065934065916 0.00149850149850177 0.0614385614385614
2008-01-16 0.0954045954045955 0.00249750249750302 0.0534465534465535
2008-01-17 0.0844155844155843 0.00649350649350605 0.0534465534465535
2008-01-18 0.0994005994006008 0.00549450549450441 0.0574425574425577
2008-01-21 0.0574425574425561 0.0034965034965047 0.0874125874125874
2008-01-22 0.0674325674325655 0.0034965034965035 0.0734265734265736
2008-01-23 0.0434565434565421 0.00249750249750319 0.0774225774225773
2008-01-24 0.0684315684315714 0.00349650349650514 0.0634365634365637
2008-01-25 0.0404595404595413 0.00149850149850084 0.0584415584415584
2008-01-28 0.04045954045954 0.00349650349650343 0.0474525474525475
2008-01-29 0.0444555444555447 0.00349650349650483 0.0774225774225772
2008-01-30 0.0474525474525454 0.00449550449550513 0.0784215784215782
2008-01-31 0.0444555444555432 0.00249750249750274 0.0934065934065935
2008-02-01 0.050449550449549 0.00949050949050909 0.147352647352647
2008-02-04 0.0484515484515476 0.00449550449550436 0.114385614385614
2008-02-05 0.0464535464535432 0.000499500499500578 0.11038961038961
2008-02-06 0.0714285714285738 0.00549450549450375 0.0904095904095906
2008-02-07 0.10939060939061 0.00249750249750248 0.0894105894105895
2008-02-08 0.102397602397603 0.00449550449550616 0.0664335664335663
2008-02-11 0.141358641358641 0.00649350649350591 0.0484515484515485
2008-02-12 0.154345654345657 0.00349650349650279 0.0464535464535464
2008-02-13 0.141358641358641 0.00649350649350561 0.0514485514485513
2008-02-14 0.142357642357642 0.00649350649350358 0.0584415584415585
2008-02-15 0.123376623376622 0.00949050949050792 0.0354645354645353
2008-02-18 0.148351648351649 0.0024975024975029 0.0544455544455544
2008-02-19 0.121378621378619 0.0074925074925073 0.0544455544455546
2008-02-20 0.107392607392608 0.0114885114885123 0.0544455544455547
2008-02-21 0.134365634365633 0.00449550449550441 0.0414585414585413
2008-02-22 0.116383616383616 0.00649350649350478 0.0514485514485516
2008-02-25 0.115384615384615 0.00549450549450545 0.0564435564435566
2008-02-26 0.118381618381618 0.00549450549450583 0.0654345654345651
2008-02-27 0.117382617382618 0.00649350649350588 0.0744255744255741
2008-02-28 0.17132867132867 0.00349650349650532 0.0444555444555442
2008-02-29 0.203296703296705 0.00749250749250748 0.0624375624375623
2008-03-03 0.194305694305693 0.00349650349650473 0.0654345654345651
2008-03-04 0.186313686313688 0.00749250749250852 0.0484515484515483
2008-03-05 0.276223776223777 0.00449550449550283 0.0404595404595404
2008-03-06 0.234265734265733 0.00149850149849956 0.0404595404595404
2008-03-07 0.264235764235763 0.00349650349650386 0.0354645354645354
2008-03-10 0.23926073926074 0.00649350649350494 0.0204795204795207
2008-03-11 0.202297702297704 0.00149850149850122 0.0264735264735269
2008-03-12 0.159340659340661 0.00349650349650561 0.0274725274725274
2008-03-13 0.189310689310691 0.00249750249750105 0.0404595404595407
2008-03-14 0.194305694305693 0.00249750249750265 0.0254745254745254
2008-03-17 0.210289710289708 0.00149850149850279 0.0254745254745255
2008-03-18 0.253246753246751 0.00649350649350535 0.0214785214785216
2008-03-19 0.223276723276725 0.00249750249750211 0.0274725274725276
2008-03-20 0.253246753246755 0.00749250749250687 0.0254745254745254
2008-03-21 0.280219780219775 0.00649350649350593 0.0174825174825175
2008-03-24 0.28921078921079 0.00949050949050969 0.0174825174825176
2008-03-25 0.343156843156839 0.0064935064935057 0.0144855144855147
2008-03-26 0.326173826173829 0.00349650349650589 0.0154845154845153
2008-03-27 0.297202797202792 0.00749250749250785 0.0194805194805191
2008-03-28 0.370129870129874 0.00349650349650372 0.0174825174825175
2008-03-31 0.407092907092908 0.00949050949051036 0.0124875124875124
2008-04-01 0.430069930069934 0.00349650349650414 0.0104895104895108
2008-04-02 0.438061938061942 0.00449550449550416 0.0224775224775222
