Start;26.08.2005;;;
End;26.08.2015;;;
Frequency;D;;;
Name;DAX 30 PERFORMANCE - PRICE INDEX;DOW JONES INDUSTRIALS - PRICE INDEX;VOLKSWAGEN PREF.;THYSSENKRUPP
Code;DAXINDX;DJINDUS;D:VOW3;D:TKA
CURRENCY;E;U$;E;E
date;DAX;DowJones;Volkswagen;ThyssenKrupp
22.10.2008;4571.07;8519.21;64.47;15.26
23.10.2008;4519.70;8691.25;51.29;14.49
24.10.2008;4295.67;8378.95;43.73;14.07
27.10.2008;4334.64;8175.77;38.02;13.31
28.10.2008;4823.45;9065.12;45.67;13.00
29.10.2008;4808.69;8990.96;40.26;13.27
30.10.2008;4869.30;9180.69;42.52;14.70
31.10.2008;4987.97;9325.01;49.59;14.85
03.11.2008;5026.84;9319.83;38.53;16.15
04.11.2008;5278.04;9625.28;41.25;17.11
05.11.2008;5166.87;9139.27;40.12;15.55
06.11.2008;4813.57;8695.79;37.52;13.95
07.11.2008;4938.46;8943.81;35.63;14.10
10.11.2008;5025.53;8870.54;36.18;14.80
11.11.2008;4761.58;8693.96;32.85;14.05
12.11.2008;4620.80;8282.66;28.91;13.12
13.11.2008;4649.52;8835.25;32.72;13.60
14.11.2008;4710.24;8497.31;34.44;13.84
17.11.2008;4557.27;8273.58;31.51;13.68
18.11.2008;4579.47;8424.75;31.31;13.49
19.11.2008;4354.09;7997.28;33.50;12.93
20.11.2008;4220.20;7552.29;32.38;12.23
21.11.2008;4127.41;8046.42;33.24;12.30
24.11.2008;4554.33;8443.39;34.74;13.80
25.11.2008;4560.42;8479.47;33.18;14.47
26.11.2008;4560.50;8726.61;33.60;15.00
27.11.2008;4665.27;8726.61;33.41;15.71
28.11.2008;4669.44;8829.04;32.12;15.80
01.12.2008;4394.79;8149.09;29.97;14.60
02.12.2008;4531.79;8419.09;30.37;15.40
03.12.2008;4567.24;8591.69;30.12;15.28
04.12.2008;4564.23;8376.24;31.21;15.79
05.12.2008;4381.47;8635.42;30.16;15.00
08.12.2008;4715.88;8934.18;30.73;16.43
09.12.2008;4779.11;8691.33;30.71;16.88
10.12.2008;4804.88;8761.42;30.81;17.53
11.12.2008;4767.20;8565.09;34.76;17.05
12.12.2008;4663.37;8629.68;35.22;16.79
15.12.2008;4654.82;8564.53;34.15;16.80
16.12.2008;4729.91;8924.14;32.63;16.90
17.12.2008;4708.38;8824.34;35.98;17.30
18.12.2008;4756.40;8604.99;38.23;17.90
19.12.2008;4696.70;8579.11;38.27;17.72
22.12.2008;4639.02;8519.77;38.08;17.94
23.12.2008;4629.38;8419.49;36.73;18.33
24.12.2008;4629.38;8468.48;36.73;18.33
25.12.2008;4629.38;8468.48;36.73;18.33
26.12.2008;4629.38;8515.55;36.73;18.33
29.12.2008;4704.86;8483.93;37.14;18.88
30.12.2008;4810.20;8668.39;38.63;19.22
31.12.2008;4810.20;8776.39;38.63;19.22
01.01.2009;4810.20;8776.39;38.63;19.22
02.01.2009;4973.07;9034.69;39.96;20.08
05.01.2009;4983.99;8952.89;41.75;19.90
06.01.2009;5026.31;9015.10;43.63;20.57
07.01.2009;4937.47;8769.70;40.11;19.20
08.01.2009;4879.91;8742.46;40.35;18.70
09.01.2009;4783.89;8599.18;41.25;18.44
12.01.2009;4719.62;8473.97;39.24;18.42
13.01.2009;4636.94;8448.56;38.17;17.51
14.01.2009;4422.35;8200.14;37.64;16.50
15.01.2009;4336.73;8212.49;37.77;16.50
16.01.2009;4366.28;8281.22;37.07;16.64
19.01.2009;4316.14;8281.22;36.98;16.90
20.01.2009;4239.85;7949.09;36.78;16.73
21.01.2009;4261.15;8228.10;37.89;17.23
22.01.2009;4219.42;8122.80;35.52;16.70
23.01.2009;4178.94;8077.56;33.99;16.62
26.01.2009;4326.87;8116.03;32.80;15.78
27.01.2009;4323.42;8174.73;34.80;15.95
28.01.2009;4518.72;8375.45;37.90;16.90
29.01.2009;4428.11;8149.01;37.62;16.43
30.01.2009;4338.35;8000.86;38.37;15.99
02.02.2009;4271.04;7936.83;36.23;15.77
03.02.2009;4374.96;8078.36;35.83;15.95
04.02.2009;4492.79;7956.66;36.71;17.18
05.02.2009;4510.49;8063.07;36.28;17.76
06.02.2009;4644.63;8280.59;37.32;18.75
09.02.2009;4666.82;8270.87;39.02;18.91
10.02.2009;4505.54;7888.88;35.59;17.93
11.02.2009;4530.09;7939.53;36.31;18.18
12.02.2009;4407.56;7932.76;34.93;17.55
13.02.2009;4413.39;7850.41;37.77;17.65
16.02.2009;4366.64;7850.41;37.63;17.73
17.02.2009;4216.60;7552.60;36.28;16.90
18.02.2009;4204.96;7555.63;38.10;16.73
19.02.2009;4215.21;7465.95;38.04;16.65
20.02.2009;4014.66;7365.67;36.38;15.35
23.02.2009;3936.45;7114.78;36.23;14.57
24.02.2009;3895.75;7350.94;34.30;14.60
25.02.2009;3846.21;7270.89;34.57;14.30
26.02.2009;3942.62;7182.08;35.38;14.58
27.02.2009;3843.74;7062.93;35.40;14.27
02.03.2009;3710.07;6763.29;33.71;13.39
03.03.2009;3690.72;6726.02;34.98;13.58
04.03.2009;3890.94;6875.84;36.18;14.82
05.03.2009;3695.49;6594.44;32.83;13.80
06.03.2009;3666.41;6626.94;31.51;13.69
09.03.2009;3692.03;6547.05;30.27;13.94
10.03.2009;3886.98;6926.49;31.21;14.98
11.03.2009;3914.10;6930.40;35.50;15.12
12.03.2009;3956.22;7170.06;36.03;15.32
13.03.2009;3953.60;7223.98;36.14;14.79
16.03.2009;4044.54;7216.97;36.78;14.85
17.03.2009;3987.77;7395.70;35.51;14.50
18.03.2009;3996.32;7486.58;34.59;14.68
19.03.2009;4043.46;7400.80;36.15;13.70
20.03.2009;4068.74;7278.38;35.30;13.35
23.03.2009;4176.37;7775.86;35.15;14.15
24.03.2009;4187.36;7659.97;36.12;14.22
25.03.2009;4223.29;7749.81;37.47;13.98
26.03.2009;4259.37;7924.56;40.73;13.81
27.03.2009;4203.55;7776.18;44.17;13.26
30.03.2009;3989.23;7522.02;41.42;12.38
31.03.2009;4084.76;7608.92;43.08;13.30
01.04.2009;4131.07;7761.60;46.22;13.07
02.04.2009;4381.92;7978.08;49.04;15.05
03.04.2009;4384.99;8017.59;47.71;15.63
06.04.2009;4349.81;7975.85;49.70;15.35
07.04.2009;4322.50;7789.56;52.24;14.83
08.04.2009;4357.92;7837.11;53.82;15.03
09.04.2009;4491.12;8083.38;57.30;15.92
10.04.2009;4491.12;8083.38;57.30;15.92
13.04.2009;4491.12;8057.81;57.30;15.92
14.04.2009;4557.01;7920.18;56.65;16.70
15.04.2009;4549.79;8029.62;52.38;16.64
16.04.2009;4609.46;8125.43;54.09;17.48
17.04.2009;4676.84;8131.33;56.37;18.30
20.04.2009;4486.30;7841.73;53.97;16.77
21.04.2009;4501.63;7969.56;51.64;17.00
22.04.2009;4594.42;7886.57;53.67;17.64
23.04.2009;4538.21;7957.06;52.66;17.15
24.04.2009;4674.32;8076.29;49.95;17.66
27.04.2009;4694.07;8025.00;48.46;17.28
28.04.2009;4607.42;8016.95;46.51;16.60
29.04.2009;4704.56;8185.73;45.38;16.43
30.04.2009;4769.45;8168.12;47.11;16.23
01.05.2009;4769.45;8212.41;47.11;16.23
04.05.2009;4902.45;8426.74;45.26;17.41
05.05.2009;4853.03;8410.65;46.15;17.18
06.05.2009;4880.71;8512.28;48.56;17.76
07.05.2009;4804.10;8409.85;45.98;17.22
08.05.2009;4913.90;8574.65;44.92;18.30
11.05.2009;4866.91;8418.77;41.69;17.45
12.05.2009;4854.11;8469.11;42.69;16.29
13.05.2009;4727.61;8284.89;42.50;15.70
14.05.2009;4738.47;8331.32;44.58;15.89
15.05.2009;4737.50;8268.64;47.69;15.92
18.05.2009;4851.96;8504.08;46.37;16.50
19.05.2009;4959.62;8474.85;48.41;17.24
20.05.2009;5038.94;8422.04;48.86;17.63
21.05.2009;4900.67;8292.13;49.10;17.10
22.05.2009;4918.75;8277.32;49.28;17.13
25.05.2009;4918.45;8277.32;48.60;16.96
26.05.2009;4985.60;8473.49;48.71;17.35
27.05.2009;5000.77;8300.02;48.79;17.61
28.05.2009;4932.88;8403.80;48.70;17.65
29.05.2009;4940.82;8500.33;51.12;18.03
01.06.2009;5142.56;8721.44;53.85;19.34
02.06.2009;5144.06;8740.87;52.84;19.85
03.06.2009;5054.53;8675.28;49.83;19.43
04.06.2009;5064.80;8750.24;51.49;20.40
05.06.2009;5077.03;8763.13;53.07;20.48
08.06.2009;5004.72;8764.49;52.46;19.87
09.06.2009;4997.86;8763.06;52.65;19.62
10.06.2009;5051.18;8739.02;52.68;20.15
11.06.2009;5107.26;8770.92;52.46;20.57
12.06.2009;5069.24;8799.26;52.01;20.08
15.06.2009;4889.94;8612.13;49.81;19.01
16.06.2009;4890.72;8504.67;48.42;19.22
17.06.2009;4799.98;8497.18;46.37;18.37
18.06.2009;4837.48;8555.60;47.41;18.05
19.06.2009;4839.46;8539.73;47.76;17.87
22.06.2009;4693.40;8339.01;46.53;16.97
23.06.2009;4707.15;8322.91;47.29;17.10
24.06.2009;4836.01;8299.86;47.61;18.06
25.06.2009;4800.56;8472.40;47.96;17.99
26.06.2009;4776.47;8438.39;47.31;17.93
29.06.2009;4885.09;8529.38;47.71;18.16
30.06.2009;4808.64;8447.00;49.44;17.71
01.07.2009;4905.44;8504.06;49.06;18.28
02.07.2009;4718.49;8280.74;50.39;17.24
03.07.2009;4708.21;8280.74;49.57;17.06
06.07.2009;4651.82;8324.87;49.70;16.60
07.07.2009;4598.19;8163.60;48.54;16.85
08.07.2009;4572.65;8178.41;48.41;16.72
09.07.2009;4630.07;8183.17;50.69;16.92
10.07.2009;4576.31;8146.52;50.56;16.71
13.07.2009;4722.34;8331.68;53.57;16.78
14.07.2009;4781.69;8359.49;56.37;17.43
15.07.2009;4928.44;8616.21;57.16;18.09
16.07.2009;4957.19;8711.82;57.40;17.95
17.07.2009;4978.40;8743.94;56.46;17.94
20.07.2009;5030.15;8848.15;52.83;18.60
21.07.2009;5093.97;8915.94;53.57;18.60
22.07.2009;5121.56;8881.26;53.82;18.53
23.07.2009;5247.28;9069.29;54.12;19.70
24.07.2009;5229.36;9093.24;56.65;20.53
27.07.2009;5251.55;9108.51;55.68;21.06
28.07.2009;5174.74;9096.72;54.77;20.40
29.07.2009;5270.32;9070.72;54.40;20.30
30.07.2009;5360.66;9154.46;53.28;21.45
31.07.2009;5332.14;9171.61;54.62;21.56
03.08.2009;5426.85;9286.56;56.25;22.54
04.08.2009;5417.02;9320.19;56.59;22.88
05.08.2009;5353.01;9280.97;56.61;22.60
06.08.2009;5369.98;9256.26;57.65;22.75
07.08.2009;5458.96;9370.07;58.10;23.40
10.08.2009;5418.12;9337.95;57.53;22.97
11.08.2009;5285.81;9241.45;56.66;21.99
12.08.2009;5350.09;9361.61;57.65;22.02
13.08.2009;5401.11;9398.19;58.59;22.51
14.08.2009;5309.11;9321.40;56.83;23.14
17.08.2009;5201.61;9135.34;56.97;23.23
18.08.2009;5250.74;9217.94;58.89;23.85
19.08.2009;5231.98;9279.16;67.95;23.69
20.08.2009;5311.06;9350.05;62.92;24.01
21.08.2009;5462.74;9505.96;62.88;24.39
24.08.2009;5519.75;9509.28;62.32;24.69
25.08.2009;5557.09;9539.29;63.26;24.40
26.08.2009;5521.97;9543.52;62.12;23.82
27.08.2009;5470.33;9580.63;63.02;23.87
28.08.2009;5517.35;9544.20;64.68;24.24
31.08.2009;5464.61;9496.28;65.07;23.60
01.09.2009;5327.29;9310.60;65.10;22.73
02.09.2009;5319.84;9280.67;64.83;22.35
03.09.2009;5301.42;9344.61;66.40;23.15
04.09.2009;5384.43;9441.27;65.10;23.10
07.09.2009;5463.51;9441.27;65.25;23.65
08.09.2009;5481.73;9497.34;64.22;23.28
09.09.2009;5574.26;9547.22;64.22;23.24
10.09.2009;5594.77;9627.48;63.81;23.78
11.09.2009;5624.02;9605.41;66.47;24.45
14.09.2009;5620.24;9626.80;68.26;24.16
15.09.2009;5628.98;9683.41;71.91;24.19
16.09.2009;5700.26;9791.71;75.04;24.86
17.09.2009;5731.14;9783.92;73.95;24.90
18.09.2009;5703.83;9820.20;72.87;24.89
21.09.2009;5668.65;9778.86;69.58;24.29
22.09.2009;5709.38;9829.87;68.69;24.29
23.09.2009;5702.05;9748.55;70.59;24.15
24.09.2009;5605.21;9707.44;71.86;23.87
25.09.2009;5581.41;9665.19;74.09;23.25
28.09.2009;5736.31;9789.36;75.19;23.93
29.09.2009;5713.52;9742.20;77.73;23.60
30.09.2009;5675.16;9712.28;78.42;23.65
01.10.2009;5554.55;9509.28;75.69;22.73
02.10.2009;5467.90;9487.67;74.74;22.60
05.10.2009;5508.85;9599.75;75.94;22.55
06.10.2009;5657.64;9731.25;78.57;23.16
07.10.2009;5640.75;9725.58;80.01;23.04
08.10.2009;5716.54;9786.87;80.71;23.86
09.10.2009;5711.88;9864.94;79.12;23.82
12.10.2009;5783.23;9885.80;77.08;24.19
13.10.2009;5714.31;9871.06;77.73;24.35
14.10.2009;5854.14;10015.86;76.83;25.24
15.10.2009;5830.77;10062.94;77.53;25.57
16.10.2009;5743.39;9995.91;72.46;25.37
19.10.2009;5852.56;10092.19;73.69;25.37
20.10.2009;5811.77;10041.48;70.97;25.04
21.10.2009;5833.49;9949.36;72.66;25.04
22.10.2009;5762.93;10081.31;72.83;24.28
23.10.2009;5740.25;9972.18;72.68;24.44
26.10.2009;5642.16;9867.96;71.12;24.10
27.10.2009;5635.02;9882.17;68.23;23.40
28.10.2009;5496.27;9762.69;65.28;21.89
29.10.2009;5587.45;9962.58;70.47;22.87
30.10.2009;5414.96;9712.73;66.69;21.85
02.11.2009;5430.82;9789.44;66.30;22.01
03.11.2009;5353.35;9771.91;65.70;21.96
04.11.2009;5444.23;9802.14;67.10;22.53
05.11.2009;5480.92;10005.96;67.84;22.83
06.11.2009;5488.25;10023.42;69.45;22.86
09.11.2009;5619.72;10226.94;71.27;23.37
10.11.2009;5613.20;10246.97;60.01;23.18
11.11.2009;5668.35;10291.26;60.53;23.77
12.11.2009;5663.96;10197.47;59.64;23.45
13.11.2009;5686.83;10270.47;60.63;23.92
16.11.2009;5804.82;10406.96;62.42;24.80
17.11.2009;5778.43;10437.42;61.94;24.93
18.11.2009;5787.61;10426.31;61.48;24.90
19.11.2009;5702.18;10332.44;60.66;24.40
20.11.2009;5663.15;10318.16;57.49;24.34
23.11.2009;5801.48;10450.95;59.14;24.85
24.11.2009;5769.31;10433.71;57.20;24.97
25.11.2009;5803.02;10464.40;57.15;24.91
26.11.2009;5614.17;10464.40;53.47;23.96
27.11.2009;5685.61;10309.92;54.22;24.40
30.11.2009;5625.95;10344.84;56.43;24.31
01.12.2009;5776.61;10471.58;59.82;25.07
02.12.2009;5781.68;10452.68;61.13;25.06
03.12.2009;5770.35;10366.15;62.19;25.12
04.12.2009;5817.65;10388.90;62.62;25.14
07.12.2009;5784.75;10390.11;64.31;25.00
08.12.2009;5688.58;10285.97;63.41;24.59
09.12.2009;5647.84;10337.05;62.72;24.35
10.12.2009;5709.02;10405.83;64.43;24.64
11.12.2009;5756.29;10471.50;66.79;24.47
14.12.2009;5802.26;10501.05;67.34;25.05
15.12.2009;5811.34;10452.00;67.83;24.88
16.12.2009;5903.43;10441.12;67.89;25.37
17.12.2009;5844.44;10308.26;65.96;25.24
18.12.2009;5831.21;10328.89;66.59;25.45
21.12.2009;5930.53;10414.14;66.15;25.86
22.12.2009;5945.69;10464.93;65.45;25.97
23.12.2009;5957.44;10466.44;63.46;26.22
24.12.2009;5957.44;10520.10;63.46;26.22
25.12.2009;5957.44;10520.10;63.46;26.22
28.12.2009;6002.92;10547.08;63.85;26.49
29.12.2009;6011.55;10545.41;65.41;26.70
30.12.2009;5957.43;10548.51;64.72;26.58
31.12.2009;5957.43;10428.05;64.72;26.58
01.01.2010;5957.43;10428.05;64.72;26.58
04.01.2010;6048.30;10583.96;63.77;27.31
05.01.2010;6031.86;10572.02;62.83;27.75
06.01.2010;6034.33;10573.68;64.38;27.59
07.01.2010;6019.36;10606.86;65.39;27.60
08.01.2010;6037.61;10618.19;66.05;27.94
11.01.2010;6040.50;10663.99;66.22;27.46
12.01.2010;5943.00;10627.26;64.86;26.61
13.01.2010;5963.14;10680.77;63.54;27.32
14.01.2010;5988.88;10710.55;63.17;27.25
15.01.2010;5875.97;10609.65;61.66;26.75
18.01.2010;5918.55;10609.65;61.39;26.66
19.01.2010;5976.48;10725.43;60.63;27.11
20.01.2010;5851.53;10603.15;59.22;26.37
21.01.2010;5746.97;10389.88;57.25;25.42
22.01.2010;5695.32;10172.98;56.65;24.55
25.01.2010;5631.37;10196.86;57.24;24.22
26.01.2010;5668.93;10194.29;57.57;23.98
27.01.2010;5643.20;10236.16;55.82;23.41
28.01.2010;5540.33;10120.46;56.44;22.86
29.01.2010;5608.79;10067.33;58.40;23.11
01.02.2010;5654.48;10185.53;60.45;23.50
02.02.2010;5709.66;10296.85;60.88;24.00
03.02.2010;5672.09;10270.55;61.13;23.67
04.02.2010;5533.24;10002.18;59.89;22.57
05.02.2010;5434.34;10012.23;58.92;22.10
08.02.2010;5484.85;9908.39;58.25;22.32
09.02.2010;5498.26;10058.64;57.45;23.10
10.02.2010;5536.37;10038.38;58.48;22.50
11.02.2010;5503.93;10144.19;57.39;22.57
12.02.2010;5500.39;10099.14;56.00;23.03
15.02.2010;5511.10;10099.14;55.56;23.06
16.02.2010;5592.12;10268.81;56.54;23.70
17.02.2010;5648.34;10309.24;59.16;23.61
18.02.2010;5680.41;10392.90;59.17;23.90
19.02.2010;5722.05;10402.35;59.44;24.05
22.02.2010;5688.44;10383.38;61.05;23.98
23.02.2010;5604.07;10282.41;60.30;23.27
24.02.2010;5615.51;10374.16;61.29;23.14
25.02.2010;5532.33;10321.03;60.34;22.80
26.02.2010;5598.46;10325.26;59.49;23.23
01.03.2010;5713.51;10403.79;60.18;23.51
02.03.2010;5776.56;10405.98;60.35;24.14
03.03.2010;5817.88;10396.76;61.55;24.59
04.03.2010;5795.32;10444.14;61.11;24.63
05.03.2010;5877.36;10566.20;62.91;25.04
08.03.2010;5875.91;10552.52;64.60;25.00
09.03.2010;5885.89;10564.38;63.91;24.99
10.03.2010;5936.72;10567.33;63.20;25.34
11.03.2010;5928.63;10611.84;67.84;25.13
12.03.2010;5945.11;10624.69;69.27;25.33
15.03.2010;5903.56;10642.15;68.52;25.07
16.03.2010;5970.99;10685.98;69.71;25.19
17.03.2010;6024.28;10733.67;70.95;25.73
18.03.2010;6012.31;10779.17;70.96;25.43
19.03.2010;5982.43;10741.98;71.75;25.08
22.03.2010;5987.50;10785.89;72.81;24.85
23.03.2010;6017.27;10888.83;68.36;24.76
24.03.2010;6039.00;10836.15;68.66;24.96
25.03.2010;6132.95;10841.21;66.64;25.60
26.03.2010;6120.05;10850.36;68.88;25.59
29.03.2010;6156.85;10895.86;68.80;26.10
30.03.2010;6142.45;10907.42;67.54;25.35
31.03.2010;6153.55;10856.63;67.90;25.45
01.04.2010;6235.56;10927.07;69.35;25.79
02.04.2010;6235.56;10927.07;69.35;25.79
05.04.2010;6235.56;10973.55;69.35;25.79
06.04.2010;6252.21;10969.99;70.90;26.68
07.04.2010;6222.41;10897.52;70.70;26.71
08.04.2010;6171.83;10927.07;69.10;26.40
09.04.2010;6249.70;10997.35;68.85;26.62
12.04.2010;6250.69;11005.97;68.15;26.37
13.04.2010;6230.83;11019.42;67.60;26.30
14.04.2010;6278.40;11123.11;69.60;26.57
15.04.2010;6291.45;11144.57;70.45;26.53
16.04.2010;6180.90;11018.66;70.75;26.01
19.04.2010;6162.44;11092.05;70.00;25.68
20.04.2010;6264.23;11117.06;72.57;25.88
21.04.2010;6230.38;11124.92;75.05;25.47
22.04.2010;6168.72;11134.29;76.35;25.00
23.04.2010;6259.53;11204.28;73.80;24.99
26.04.2010;6332.10;11205.03;73.53;25.37
27.04.2010;6159.51;10991.99;70.45;24.80
28.04.2010;6084.34;11045.27;69.05;24.47
29.04.2010;6144.91;11167.32;72.30;24.85
30.04.2010;6135.70;11008.61;71.80;24.62
03.05.2010;6166.92;11151.83;73.20;24.90
04.05.2010;6006.86;10926.77;70.10;23.76
05.05.2010;5958.45;10868.12;69.00;23.32
06.05.2010;5908.26;10520.32;69.10;23.01
07.05.2010;5715.09;10380.43;67.80;22.80
10.05.2010;6017.91;10785.14;70.65;23.64
11.05.2010;6037.71;10748.26;70.85;23.90
12.05.2010;6183.49;10896.91;72.30;24.14
13.05.2010;6251.97;10782.95;72.55;23.71
14.05.2010;6056.71;10620.16;71.60;22.70
17.05.2010;6066.92;10625.83;69.75;22.29
18.05.2010;6155.93;10510.95;71.00;22.72
19.05.2010;5988.67;10444.37;69.70;22.03
20.05.2010;5867.88;10068.01;66.50;21.17
21.05.2010;5829.25;10193.39;66.30;21.70
24.05.2010;5805.68;10066.57;68.15;21.33
25.05.2010;5670.04;10043.75;66.15;20.40
26.05.2010;5758.02;9974.45;69.70;21.36
27.05.2010;5937.14;10258.99;70.40;22.05
28.05.2010;5946.18;10136.63;69.90;21.90
31.05.2010;5964.33;10136.63;71.68;22.03
01.06.2010;5981.27;10024.02;72.20;21.89
02.06.2010;5981.20;10249.54;72.03;21.81
03.06.2010;6054.63;10255.28;72.24;21.84
04.06.2010;5938.88;9931.97;70.10;21.37
07.06.2010;5904.95;9816.49;70.10;20.78
08.06.2010;5868.55;9939.98;69.13;20.54
09.06.2010;5984.75;9899.25;70.26;20.84
10.06.2010;6056.59;10172.53;72.05;21.27
11.06.2010;6047.83;10211.07;72.00;21.13
14.06.2010;6125.00;10190.89;72.16;21.68
15.06.2010;6175.05;10404.77;72.22;21.76
16.06.2010;6190.91;10409.46;72.40;21.94
17.06.2010;6223.54;10434.17;75.00;22.11
18.06.2010;6216.98;10450.64;75.40;21.96
21.06.2010;6292.97;10442.41;77.40;22.54
22.06.2010;6269.04;10293.52;76.69;22.44
23.06.2010;6204.52;10298.44;76.80;22.12
24.06.2010;6115.48;10152.80;77.28;21.78
25.06.2010;6070.60;10143.81;75.20;21.43
28.06.2010;6157.22;10138.52;75.85;21.42
29.06.2010;5952.03;9870.30;73.27;20.70
30.06.2010;5965.52;9774.02;72.57;20.43
01.07.2010;5857.43;9732.53;70.49;20.02
02.07.2010;5834.15;9686.48;70.28;20.29
05.07.2010;5816.20;9686.48;70.00;20.28
06.07.2010;5940.98;9743.62;71.28;21.30
07.07.2010;5992.86;10018.28;71.25;21.09
08.07.2010;6035.66;10138.99;71.46;21.38
09.07.2010;6065.24;10198.03;72.06;21.58
12.07.2010;6077.19;10216.27;73.53;21.52
13.07.2010;6191.13;10363.02;76.64;22.18
14.07.2010;6209.76;10366.72;77.05;21.95
15.07.2010;6149.36;10359.31;75.70;21.94
16.07.2010;6040.27;10097.90;76.10;21.53
19.07.2010;6009.11;10154.43;74.62;21.77
20.07.2010;5967.49;10229.96;74.20;22.05
21.07.2010;5990.38;10120.53;75.70;22.71
22.07.2010;6142.15;10322.30;78.58;23.07
23.07.2010;6166.34;10424.62;79.40;23.11
26.07.2010;6194.21;10525.43;79.87;23.51
27.07.2010;6207.31;10537.69;78.59;23.50
28.07.2010;6178.94;10497.88;78.49;23.33
29.07.2010;6134.70;10467.16;80.62;22.99
30.07.2010;6147.97;10465.94;81.32;22.74
02.08.2010;6292.13;10674.38;84.49;23.70
03.08.2010;6307.91;10636.38;83.22;24.02
04.08.2010;6331.33;10680.43;82.32;23.99
05.08.2010;6333.58;10674.98;81.72;24.00
06.08.2010;6259.63;10653.56;80.37;23.78
09.08.2010;6351.60;10698.75;80.62;23.94
10.08.2010;6286.25;10644.25;79.81;23.78
11.08.2010;6154.07;10378.83;78.30;22.85
12.08.2010;6135.17;10319.95;78.19;22.85
13.08.2010;6110.41;10303.15;77.45;23.20
16.08.2010;6110.57;10302.01;77.99;23.05
17.08.2010;6206.40;10405.85;78.61;23.61
18.08.2010;6186.31;10415.54;78.75;23.41
19.08.2010;6075.13;10271.21;78.58;22.95
20.08.2010;6005.16;10213.62;78.86;22.57
23.08.2010;6010.91;10174.41;79.81;22.53
24.08.2010;5935.44;10040.45;78.89;22.00
25.08.2010;5899.50;10060.06;78.05;21.72
26.08.2010;5912.58;9985.81;79.21;21.84
27.08.2010;5951.17;10150.65;78.99;21.87
30.08.2010;5912.41;10009.73;78.13;21.63
31.08.2010;5925.22;10014.72;78.74;21.64
01.09.2010;6083.90;10269.47;80.49;22.22
02.09.2010;6083.85;10320.10;81.43;22.45
03.09.2010;6134.62;10447.93;82.37;22.58
06.09.2010;6155.04;10447.93;83.07;22.85
07.09.2010;6117.89;10340.69;83.40;22.73
08.09.2010;6164.44;10387.01;83.35;23.14
09.09.2010;6221.52;10415.24;84.70;23.22
10.09.2010;6214.77;10462.77;87.44;23.17
13.09.2010;6261.68;10544.13;88.84;23.41
14.09.2010;6275.41;10526.49;89.05;23.46
15.09.2010;6261.87;10572.73;89.80;23.29
16.09.2010;6249.65;10594.83;88.90;22.98
17.09.2010;6209.76;10607.85;91.09;23.45
20.09.2010;6294.58;10753.62;92.05;23.47
21.09.2010;6275.98;10761.03;91.59;23.78
22.09.2010;6208.33;10739.31;91.09;23.73
23.09.2010;6184.71;10662.42;89.07;23.24
24.09.2010;6298.30;10860.26;91.07;23.42
27.09.2010;6278.89;10812.04;91.08;23.60
28.09.2010;6276.09;10858.14;90.24;23.88
29.09.2010;6246.92;10835.28;90.00;23.62
30.09.2010;6229.02;10788.05;88.58;24.01
01.10.2010;6211.34;10829.68;87.10;24.57
04.10.2010;6134.21;10751.27;83.40;24.25
05.10.2010;6215.83;10944.72;84.23;24.63
06.10.2010;6270.73;10967.65;85.00;24.90
07.10.2010;6276.25;10948.58;87.18;25.38
08.10.2010;6291.67;11006.48;89.33;25.55
11.10.2010;6309.51;11010.34;90.55;25.74
12.10.2010;6304.57;11020.40;91.32;25.39
13.10.2010;6434.52;11096.08;90.85;26.23
14.10.2010;6455.27;11094.57;91.09;26.19
15.10.2010;6492.30;11062.78;92.45;26.68
18.10.2010;6516.63;11143.69;91.55;26.44
19.10.2010;6490.69;10978.62;90.25;26.06
20.10.2010;6524.55;11107.97;90.70;26.53
21.10.2010;6611.01;11146.57;93.30;26.37
22.10.2010;6605.84;11132.56;96.30;26.50
25.10.2010;6639.21;11164.05;103.60;27.04
26.10.2010;6613.80;11169.46;104.90;26.49
27.10.2010;6568.00;11126.28;104.25;26.23
28.10.2010;6595.28;11113.95;107.40;26.46
29.10.2010;6601.37;11118.49;108.55;26.42
01.11.2010;6604.86;11124.62;105.10;26.22
02.11.2010;6654.31;11188.72;106.15;26.70
03.11.2010;6617.80;11215.13;106.80;26.64
04.11.2010;6734.69;11434.84;107.95;27.01
05.11.2010;6754.20;11444.08;107.70;27.29
08.11.2010;6750.50;11406.84;108.90;27.89
09.11.2010;6787.81;11346.75;111.25;28.27
10.11.2010;6719.84;11357.04;109.40;27.97
11.11.2010;6723.41;11283.10;110.50;28.16
12.11.2010;6734.61;11192.58;113.70;27.75
15.11.2010;6790.17;11201.97;116.55;28.11
16.11.2010;6663.24;11023.50;115.05;27.15
17.11.2010;6700.07;11007.88;116.10;27.35
18.11.2010;6832.11;11181.23;119.35;28.03
19.11.2010;6843.55;11203.55;123.20;28.32
22.11.2010;6822.05;11178.58;126.05;28.36
23.11.2010;6705.00;11036.37;120.45;28.17
24.11.2010;6823.80;11187.28;124.95;29.05
25.11.2010;6879.66;11187.28;126.90;29.91
26.11.2010;6848.98;11092.00;126.85;30.84
29.11.2010;6697.97;11052.49;124.45;29.93
30.11.2010;6688.49;11006.02;124.15;29.66
01.12.2010;6866.63;11255.78;128.40;30.40
02.12.2010;6957.61;11362.41;130.00;30.25
