Start;26.08.2005;;;
End;26.08.2015;;;
Frequency;D;;;
Name;DAX 30 PERFORMANCE - PRICE INDEX;DOW JONES INDUSTRIALS - PRICE INDEX;VOLKSWAGEN PREF.;THYSSENKRUPP
Code;DAXINDX;DJINDUS;D:VOW3;D:TKA
CURRENCY;E;U$;E;E
date;DAX;DowJones;Volkswagen;ThyssenKrupp
15.01.2013;7675.91;13534.89;175.70;18.06
16.01.2013;7691.13;13511.23;177.03;17.98
17.01.2013;7735.46;13596.02;178.00;18.45
18.01.2013;7702.23;13649.70;178.53;18.20
21.01.2013;7748.86;13649.70;179.25;18.00
22.01.2013;7696.21;13712.21;180.60;17.86
23.01.2013;7707.54;13779.33;183.00;17.78
24.01.2013;7748.13;13825.33;182.60;17.77
25.01.2013;7857.97;13895.98;184.45;17.65
28.01.2013;7833.00;13881.93;186.35;17.48
29.01.2013;7848.57;13954.42;184.60;18.00
30.01.2013;7811.31;13910.42;183.81;18.07
31.01.2013;7776.05;13860.58;183.08;17.91
01.02.2013;7833.39;14009.79;186.75;18.24
04.02.2013;7638.23;13880.08;179.90;17.61
05.02.2013;7664.66;13979.30;178.65;17.67
06.02.2013;7581.18;13986.52;175.80;17.54
07.02.2013;7590.85;13944.05;177.60;17.46
08.02.2013;7652.14;13992.97;180.80;17.80
11.02.2013;7633.74;13971.24;179.33;17.87
12.02.2013;7660.19;14018.70;178.86;17.68
13.02.2013;7711.89;13982.91;180.62;17.88
14.02.2013;7631.19;13973.39;177.90;17.60
15.02.2013;7593.51;13981.76;177.21;17.51
18.02.2013;7628.73;13981.76;176.53;17.45
19.02.2013;7752.45;14035.67;181.00;17.90
20.02.2013;7728.90;13927.54;180.50;17.77
21.02.2013;7583.57;13880.62;176.30;17.11
22.02.2013;7661.91;14000.57;167.36;17.28
25.02.2013;7773.19;13784.17;165.00;17.40
26.02.2013;7597.11;13900.13;164.84;17.15
27.02.2013;7675.83;14075.37;167.92;17.30
28.02.2013;7741.70;14054.49;167.78;17.25
01.03.2013;7708.16;14089.66;164.21;16.82
04.03.2013;7691.68;14127.82;162.45;16.44
05.03.2013;7870.31;14253.77;166.59;16.81
06.03.2013;7919.33;14296.24;169.00;17.13
07.03.2013;7939.77;14329.49;170.00;17.19
08.03.2013;7986.47;14397.07;169.25;18.17
11.03.2013;7984.29;14447.29;168.98;18.16
12.03.2013;7966.12;14450.06;165.99;18.32
13.03.2013;7970.91;14455.28;166.70;17.96
14.03.2013;8058.37;14539.14;164.20;18.25
15.03.2013;8042.85;14514.11;160.35;18.31
18.03.2013;8010.70;14452.06;160.20;18.31
19.03.2013;7947.79;14455.82;158.70;17.25
20.03.2013;8001.97;14511.73;157.89;17.00
21.03.2013;7932.51;14421.49;154.99;16.79
22.03.2013;7911.35;14512.03;157.55;16.61
25.03.2013;7870.90;14447.75;155.50;16.24
26.03.2013;7879.67;14559.65;156.85;16.19
27.03.2013;7789.09;14526.16;155.49;16.17
28.03.2013;7795.31;14578.54;155.60;15.95
29.03.2013;7795.31;14578.54;155.60;15.95
01.04.2013;7795.31;14572.85;155.60;15.95
02.04.2013;7943.87;14662.01;157.88;15.57
03.04.2013;7874.75;14550.35;156.20;15.00
04.04.2013;7817.39;14606.11;156.15;14.52
05.04.2013;7658.75;14565.25;154.10;14.30
08.04.2013;7662.64;14613.48;156.57;14.26
09.04.2013;7637.51;14673.46;152.30;14.38
10.04.2013;7810.63;14802.24;152.55;14.56
11.04.2013;7871.63;14865.14;153.10;14.28
12.04.2013;7744.77;14865.06;148.10;13.98
15.04.2013;7712.63;14599.20;143.70;13.60
16.04.2013;7682.58;14756.78;146.00;14.08
17.04.2013;7503.03;14618.59;142.00;13.53
18.04.2013;7473.73;14537.14;138.00;13.22
19.04.2013;7459.96;14547.51;140.70;13.45
22.04.2013;7478.11;14567.17;142.50;13.44
23.04.2013;7658.21;14719.46;147.70;13.76
24.04.2013;7759.03;14676.30;151.10;14.10
25.04.2013;7832.86;14700.80;152.35;14.30
26.04.2013;7814.76;14712.55;148.45;13.89
29.04.2013;7873.50;14818.75;153.00;13.94
30.04.2013;7913.71;14839.80;154.31;13.86
01.05.2013;7913.71;14700.95;154.31;13.86
02.05.2013;7961.71;14831.58;152.39;13.69
03.05.2013;8122.29;14973.96;157.60;14.37
06.05.2013;8112.08;14968.89;157.10;14.62
07.05.2013;8181.78;15056.20;157.80;14.88
08.05.2013;8249.71;15105.12;158.32;14.71
09.05.2013;8262.55;15082.62;158.93;15.00
10.05.2013;8278.59;15118.49;157.40;15.10
13.05.2013;8279.29;15091.68;156.95;14.80
14.05.2013;8339.11;15215.25;160.00;15.10
15.05.2013;8362.42;15275.69;162.30;14.80
16.05.2013;8369.87;15233.22;162.20;15.20
17.05.2013;8398.00;15354.40;167.50;15.06
20.05.2013;8455.83;15335.28;173.90;14.91
21.05.2013;8472.20;15387.58;172.20;15.22
22.05.2013;8530.89;15307.17;172.00;15.53
23.05.2013;8351.98;15294.50;168.20;15.18
24.05.2013;8305.32;15303.10;166.40;15.15
27.05.2013;8383.30;15303.10;167.40;15.48
28.05.2013;8480.87;15409.39;167.40;15.50
29.05.2013;8336.58;15302.80;167.05;15.25
30.05.2013;8400.20;15324.53;168.20;15.74
31.05.2013;8348.84;15115.57;168.80;15.49
03.06.2013;8285.80;15254.03;167.31;15.50
04.06.2013;8295.96;15177.54;165.00;15.32
05.06.2013;8196.18;14960.59;163.95;15.46
06.06.2013;8098.81;15040.62;161.75;15.30
07.06.2013;8254.68;15248.12;166.30;15.50
10.06.2013;8307.69;15238.59;168.05;15.51
11.06.2013;8222.46;15122.02;163.85;15.01
12.06.2013;8143.27;14995.23;159.90;14.71
13.06.2013;8095.39;15176.08;158.80;14.58
14.06.2013;8127.96;15070.18;159.00;14.88
17.06.2013;8215.73;15179.85;163.18;15.22
18.06.2013;8229.51;15318.23;161.80;15.24
19.06.2013;8197.08;15112.19;160.00;14.98
20.06.2013;7928.48;14758.32;153.40;14.58
21.06.2013;7789.24;14799.40;150.40;14.53
24.06.2013;7692.45;14659.56;147.45;14.32
25.06.2013;7811.30;14760.31;152.49;14.51
26.06.2013;7940.99;14910.14;154.55;14.31
27.06.2013;7990.75;15024.49;155.99;14.59
28.06.2013;7959.22;14909.60;155.41;15.13
01.07.2013;7983.92;14974.96;157.15;15.25
02.07.2013;7910.77;14932.41;155.70;14.93
03.07.2013;7829.32;14988.55;155.00;14.69
04.07.2013;7994.31;14988.55;159.98;15.00
05.07.2013;7806.00;15135.84;158.10;14.60
08.07.2013;7968.54;15224.69;159.60;14.44
09.07.2013;8057.75;15300.34;161.50;15.00
10.07.2013;8066.48;15291.66;163.05;14.93
11.07.2013;8158.80;15460.92;165.88;15.27
12.07.2013;8212.77;15464.30;166.74;15.40
15.07.2013;8234.81;15484.26;167.42;15.37
16.07.2013;8201.05;15451.85;167.40;15.69
17.07.2013;8254.72;15470.52;169.00;16.47
18.07.2013;8337.09;15548.54;171.35;16.68
19.07.2013;8331.57;15543.74;171.48;17.08
22.07.2013;8331.06;15545.55;169.32;16.76
23.07.2013;8314.23;15567.74;170.85;17.06
24.07.2013;8379.11;15542.24;173.00;17.14
25.07.2013;8298.98;15555.61;173.50;17.42
26.07.2013;8244.91;15558.83;172.50;16.84
29.07.2013;8259.03;15521.97;174.09;17.06
30.07.2013;8271.02;15520.59;174.66;17.02
31.07.2013;8275.97;15499.54;178.65;16.30
01.08.2013;8410.73;15628.02;182.90;16.75
02.08.2013;8406.94;15658.36;182.47;17.03
05.08.2013;8398.38;15612.13;183.83;16.84
06.08.2013;8299.73;15518.74;182.85;16.51
07.08.2013;8260.48;15470.67;181.23;16.34
08.08.2013;8318.32;15498.32;181.96;16.80
09.08.2013;8338.31;15425.51;183.00;16.90
12.08.2013;8359.25;15419.68;184.59;17.07
13.08.2013;8415.76;15451.01;185.31;16.91
14.08.2013;8438.12;15337.66;186.50;16.61
15.08.2013;8376.29;15112.19;184.64;16.37
16.08.2013;8391.94;15081.47;183.35;16.68
19.08.2013;8366.29;15010.74;184.00;16.09
20.08.2013;8300.03;15002.99;180.70;15.79
21.08.2013;8285.41;14897.55;181.25;15.57
22.08.2013;8397.89;14963.74;183.35;16.25
23.08.2013;8416.99;15010.51;181.75;16.23
26.08.2013;8435.15;14946.46;182.10;16.39
27.08.2013;8242.56;14776.13;174.17;15.81
28.08.2013;8157.90;14824.51;172.50;15.93
29.08.2013;8194.55;14840.95;174.89;16.01
30.08.2013;8103.15;14810.31;172.35;15.96
02.09.2013;8243.87;14810.31;176.95;15.85
03.09.2013;8180.71;14833.96;170.70;15.90
04.09.2013;8195.92;14930.87;170.31;15.69
05.09.2013;8234.98;14937.48;172.00;15.80
06.09.2013;8275.67;14922.50;171.27;15.85
09.09.2013;8276.32;15063.12;171.98;15.82
10.09.2013;8446.54;15191.06;177.85;16.41
11.09.2013;8495.73;15326.60;178.51;16.33
12.09.2013;8494.00;15300.64;179.04;16.37
13.09.2013;8509.42;15376.06;181.52;16.75
16.09.2013;8613.00;15494.78;182.84;16.74
17.09.2013;8596.95;15529.73;180.09;16.89
18.09.2013;8636.06;15676.94;180.88;17.15
19.09.2013;8694.18;15636.55;177.77;17.27
20.09.2013;8675.73;15451.09;174.00;17.48
23.09.2013;8635.29;15401.38;173.79;17.12
24.09.2013;8664.60;15334.59;175.51;17.42
25.09.2013;8665.63;15273.26;175.90;18.04
26.09.2013;8664.10;15328.30;174.30;17.93
27.09.2013;8661.51;15258.24;174.45;17.61
30.09.2013;8594.40;15129.67;174.35;17.67
01.10.2013;8689.14;15191.70;174.75;18.00
02.10.2013;8629.42;15133.14;171.50;18.02
03.10.2013;8597.91;14996.48;168.20;18.18
04.10.2013;8622.97;15072.58;169.30;18.10
07.10.2013;8591.58;14936.24;170.60;18.28
08.10.2013;8555.89;14776.53;168.85;18.33
09.10.2013;8516.69;14802.98;170.00;18.25
10.10.2013;8685.77;15126.07;173.75;18.36
11.10.2013;8724.83;15237.11;174.90;18.36
14.10.2013;8723.81;15301.26;175.70;18.49
15.10.2013;8804.44;15168.01;175.50;18.83
16.10.2013;8846.00;15373.83;176.90;18.96
17.10.2013;8811.98;15371.65;176.50;18.91
18.10.2013;8865.10;15399.65;176.00;18.81
21.10.2013;8867.22;15392.20;177.10;19.06
22.10.2013;8947.46;15467.66;177.05;19.00
23.10.2013;8919.86;15413.33;176.00;18.92
24.10.2013;8980.63;15509.21;177.49;19.30
25.10.2013;8985.74;15570.28;176.10;19.00
28.10.2013;8978.65;15568.93;174.50;18.37
29.10.2013;9022.04;15680.35;175.00;18.48
30.10.2013;9010.27;15618.76;182.50;18.98
31.10.2013;9033.92;15545.75;186.50;18.85
01.11.2013;9007.83;15615.55;188.55;19.03
04.11.2013;9037.23;15639.12;192.00;19.18
05.11.2013;9009.11;15618.22;190.25;18.90
06.11.2013;9040.87;15746.88;190.90;19.11
07.11.2013;9081.03;15593.98;192.10;19.10
08.11.2013;9078.28;15761.78;192.80;19.30
11.11.2013;9107.86;15783.10;191.36;19.25
12.11.2013;9076.48;15750.67;190.85;19.27
13.11.2013;9054.83;15821.63;190.70;19.19
14.11.2013;9149.66;15876.22;193.10;19.20
15.11.2013;9168.69;15961.70;194.00;19.31
18.11.2013;9225.43;15976.02;195.50;19.43
19.11.2013;9193.29;15967.03;194.60;19.34
20.11.2013;9202.07;15900.82;195.30;19.10
21.11.2013;9196.08;16009.99;195.85;18.75
22.11.2013;9219.04;16064.77;194.60;18.78
25.11.2013;9299.95;16072.54;195.89;18.78
26.11.2013;9290.07;16072.80;194.41;18.85
27.11.2013;9351.13;16097.33;196.44;19.10
28.11.2013;9387.37;16097.33;195.20;19.34
29.11.2013;9405.30;16086.41;195.10;19.31
02.12.2013;9401.96;16008.77;196.90;17.56
03.12.2013;9223.40;15914.62;190.60;17.20
04.12.2013;9140.63;15889.77;191.00;17.05
05.12.2013;9084.95;15821.51;191.30;17.22
06.12.2013;9172.41;16020.20;194.00;17.48
09.12.2013;9195.17;16025.53;193.50;17.27
10.12.2013;9114.44;15973.13;191.00;17.20
11.12.2013;9077.11;15843.53;190.00;16.83
12.12.2013;9017.00;15739.43;189.00;16.56
13.12.2013;9006.46;15755.36;190.05;16.90
16.12.2013;9163.56;15884.57;192.80;16.96
17.12.2013;9085.12;15875.26;194.51;16.75
18.12.2013;9181.75;16167.97;195.90;17.00
19.12.2013;9335.74;16179.08;197.50;17.15
20.12.2013;9400.18;16221.14;199.00;17.11
23.12.2013;9488.82;16294.61;201.39;17.21
24.12.2013;9488.82;16357.55;201.39;17.21
25.12.2013;9488.82;16357.55;201.39;17.21
26.12.2013;9488.82;16479.88;201.39;17.21
27.12.2013;9589.39;16478.41;203.60;17.41
30.12.2013;9552.16;16504.29;204.37;17.73
31.12.2013;9552.16;16576.66;204.37;17.73
01.01.2014;9552.16;16576.66;204.37;17.73
02.01.2014;9400.04;16441.35;200.00;17.02
03.01.2014;9435.15;16469.99;200.19;17.30
06.01.2014;9428.00;16425.10;198.66;17.48
07.01.2014;9506.20;16530.94;200.35;17.71
08.01.2014;9497.84;16462.74;200.05;17.76
09.01.2014;9421.61;16444.76;200.31;17.64
10.01.2014;9473.24;16437.05;202.24;17.60
13.01.2014;9510.17;16257.94;199.50;18.08
14.01.2014;9540.51;16373.86;198.39;18.38
15.01.2014;9733.81;16481.94;202.15;18.54
16.01.2014;9717.71;16417.01;202.65;18.85
17.01.2014;9742.96;16458.56;202.76;18.97
20.01.2014;9715.90;16458.56;203.08;18.87
21.01.2014;9730.12;16414.44;202.79;18.73
22.01.2014;9720.11;16373.34;201.33;19.00
23.01.2014;9631.04;16197.35;198.53;18.95
24.01.2014;9392.02;15879.11;194.40;18.55
27.01.2014;9349.22;15837.88;193.00;18.71
28.01.2014;9406.91;15928.56;196.40;19.22
29.01.2014;9336.73;15738.79;191.95;19.08
30.01.2014;9373.48;15848.61;190.96;18.84
31.01.2014;9306.48;15698.85;188.27;19.00
03.02.2014;9186.52;15372.80;183.78;19.00
04.02.2014;9127.91;15445.24;184.42;18.88
05.02.2014;9116.32;15440.23;185.42;18.40
06.02.2014;9256.58;15628.53;187.42;18.75
07.02.2014;9301.92;15794.08;188.60;19.20
10.02.2014;9289.86;15801.79;190.12;19.26
11.02.2014;9478.77;15994.77;195.20;19.10
12.02.2014;9540.00;15963.94;198.58;19.69
13.02.2014;9596.77;16027.59;200.00;19.80
14.02.2014;9662.40;16154.39;201.86;20.36
17.02.2014;9656.76;16154.39;202.65;20.11
18.02.2014;9659.78;16130.40;201.58;20.11
19.02.2014;9660.05;16040.56;200.58;20.35
20.02.2014;9618.85;16133.23;198.19;19.85
21.02.2014;9656.95;16103.30;198.00;20.10
24.02.2014;9708.94;16207.14;189.64;20.19
25.02.2014;9699.35;16179.66;190.56;19.95
26.02.2014;9661.73;16198.41;189.60;19.73
27.02.2014;9588.33;16272.65;188.49;19.74
28.02.2014;9692.08;16321.71;189.38;19.84
03.03.2014;9358.89;16168.03;182.20;18.98
04.03.2014;9589.15;16395.88;187.96;19.42
05.03.2014;9542.02;16360.18;186.12;19.65
06.03.2014;9542.87;16421.89;186.11;19.72
07.03.2014;9350.75;16452.72;184.20;19.62
10.03.2014;9265.50;16418.68;178.96;18.93
11.03.2014;9307.79;16351.25;181.50;18.89
12.03.2014;9188.69;16340.08;180.66;18.51
13.03.2014;9017.79;16108.89;179.35;17.81
14.03.2014;9056.41;16065.67;177.92;17.91
17.03.2014;9180.89;16247.22;181.06;18.17
18.03.2014;9242.55;16336.19;181.69;18.43
19.03.2014;9277.05;16222.17;182.14;18.20
20.03.2014;9296.12;16331.05;181.05;18.70
21.03.2014;9342.94;16302.77;179.34;18.87
24.03.2014;9188.77;16276.69;178.38;18.70
25.03.2014;9338.40;16367.88;180.80;18.52
26.03.2014;9448.58;16268.99;183.41;18.91
27.03.2014;9451.21;16264.23;184.13;18.98
28.03.2014;9587.19;16323.06;188.00;19.33
31.03.2014;9555.91;16457.66;188.53;19.43
01.04.2014;9603.71;16532.61;191.20;19.81
02.04.2014;9623.36;16573.00;191.20;19.84
03.04.2014;9628.82;16572.55;190.71;19.78
04.04.2014;9695.77;16412.71;191.00;19.92
07.04.2014;9510.85;16245.87;188.75;19.46
08.04.2014;9490.79;16256.14;190.10;19.92
09.04.2014;9506.35;16437.18;196.20;20.13
10.04.2014;9454.54;16170.22;195.00;19.75
11.04.2014;9315.29;16026.75;194.25;19.64
14.04.2014;9339.17;16173.24;192.20;19.56
15.04.2014;9173.71;16262.56;188.75;19.09
16.04.2014;9317.82;16424.85;194.20;19.64
17.04.2014;9409.71;16408.54;195.55;19.91
18.04.2014;9409.71;16408.54;195.55;19.91
21.04.2014;9409.71;16449.25;195.55;19.91
22.04.2014;9600.09;16514.37;198.40;20.36
23.04.2014;9544.19;16501.65;195.75;20.37
24.04.2014;9548.68;16501.65;195.70;20.40
25.04.2014;9401.55;16361.46;193.50;19.99
28.04.2014;9446.36;16448.74;194.10;20.12
29.04.2014;9584.12;16535.37;193.30;20.27
30.04.2014;9603.23;16580.84;194.20;20.55
01.05.2014;9603.23;16558.87;194.20;20.55
02.05.2014;9556.02;16512.89;191.40;20.44
05.05.2014;9529.50;16530.55;191.00;20.43
06.05.2014;9467.53;16401.02;189.15;20.54
07.05.2014;9521.30;16518.54;188.10;20.59
08.05.2014;9607.40;16550.97;191.65;20.70
09.05.2014;9581.45;16583.34;191.00;20.59
12.05.2014;9702.46;16695.47;192.00;21.24
13.05.2014;9754.43;16715.44;191.74;21.94
14.05.2014;9754.39;16613.97;189.05;22.24
15.05.2014;9656.05;16446.81;188.39;22.09
16.05.2014;9629.10;16491.31;188.20;22.25
19.05.2014;9659.39;16511.86;189.65;22.20
20.05.2014;9639.08;16374.31;189.40;21.68
21.05.2014;9697.87;16533.06;190.65;21.72
22.05.2014;9720.91;16543.08;190.65;21.88
23.05.2014;9768.01;16606.27;192.65;22.14
26.05.2014;9892.82;16606.27;195.01;22.49
27.05.2014;9940.82;16675.50;195.01;22.42
28.05.2014;9939.17;16633.18;194.50;22.33
29.05.2014;9938.90;16698.74;195.10;22.34
30.05.2014;9943.27;16717.17;195.00;22.05
02.06.2014;9950.12;16743.63;195.84;21.84
03.06.2014;9919.74;16722.34;192.48;21.71
04.06.2014;9926.67;16737.53;193.30;21.54
05.06.2014;9947.83;16836.11;195.39;21.88
06.06.2014;9987.19;16924.28;196.75;21.66
09.06.2014;10008.63;16943.10;196.99;22.17
10.06.2014;10028.80;16945.92;195.30;21.72
11.06.2014;9949.81;16843.88;196.55;21.47
12.06.2014;9938.70;16734.19;196.56;21.40
13.06.2014;9912.87;16775.74;196.15;21.12
16.06.2014;9883.98;16781.01;195.35;21.10
17.06.2014;9920.32;16808.49;195.75;21.35
18.06.2014;9930.33;16906.62;195.80;21.39
19.06.2014;10004.00;16921.46;197.35;21.52
20.06.2014;9987.24;16947.08;196.13;21.35
23.06.2014;9920.92;16937.26;195.70;21.85
24.06.2014;9938.08;16818.13;194.55;21.72
25.06.2014;9867.75;16867.51;192.55;21.47
26.06.2014;9804.90;16846.13;191.00;21.27
27.06.2014;9815.17;16851.84;191.20;21.28
30.06.2014;9833.07;16826.60;191.21;21.32
01.07.2014;9902.41;16956.07;192.50;21.34
02.07.2014;9911.27;16976.24;192.80;22.09
03.07.2014;10029.43;17068.26;192.20;22.31
04.07.2014;10009.08;17068.26;191.80;22.67
07.07.2014;9906.07;17024.21;189.63;22.54
08.07.2014;9772.67;16906.62;185.90;22.37
09.07.2014;9808.20;16985.61;185.00;22.15
10.07.2014;9659.13;16915.07;184.73;21.77
11.07.2014;9666.34;16943.81;185.49;21.66
14.07.2014;9783.01;17055.42;187.15;22.03
15.07.2014;9719.41;17060.68;186.56;21.80
16.07.2014;9859.27;17138.20;189.20;22.39
17.07.2014;9753.88;16976.81;184.95;22.07
18.07.2014;9720.02;17100.18;184.05;21.78
21.07.2014;9612.05;17051.73;182.11;21.44
22.07.2014;9734.33;17113.54;182.55;21.57
23.07.2014;9753.56;17086.63;184.24;21.42
24.07.2014;9794.06;17083.80;183.10;21.77
25.07.2014;9644.01;16960.57;180.88;21.38
28.07.2014;9598.17;16982.59;177.00;21.28
29.07.2014;9653.63;16912.11;178.15;21.46
30.07.2014;9593.68;16880.36;176.40;21.52
31.07.2014;9407.48;16563.30;174.60;21.20
01.08.2014;9210.08;16493.37;172.58;20.50
04.08.2014;9154.14;16569.28;173.10;20.46
05.08.2014;9189.74;16429.47;169.90;20.00
06.08.2014;9130.04;16443.34;167.95;19.96
07.08.2014;9038.97;16368.27;166.25;19.83
08.08.2014;9009.32;16553.93;166.00;20.41
11.08.2014;9180.74;16569.98;168.70;20.88
12.08.2014;9069.47;16560.54;168.19;20.61
13.08.2014;9198.88;16651.80;167.86;20.90
14.08.2014;9225.10;16713.58;167.90;21.14
15.08.2014;9092.60;16662.91;165.84;20.69
18.08.2014;9245.33;16838.74;167.33;21.36
19.08.2014;9334.28;16919.59;170.45;21.54
20.08.2014;9314.57;16979.13;171.95;21.50
21.08.2014;9401.53;17039.49;172.95;21.09
22.08.2014;9339.17;17001.22;171.90;21.04
25.08.2014;9510.14;17076.87;174.45;21.17
26.08.2014;9588.15;17106.70;174.70;21.34
27.08.2014;9569.71;17122.01;174.40;21.41
28.08.2014;9462.56;17079.57;171.90;21.14
29.08.2014;9470.17;17098.45;170.65;21.10
01.09.2014;9479.03;17098.45;171.90;21.19
02.09.2014;9507.02;17067.56;171.85;21.17
03.09.2014;9626.49;17078.28;174.05;21.42
04.09.2014;9724.26;17069.58;177.30;21.83
05.09.2014;9747.02;17137.36;179.80;22.07
08.09.2014;9758.03;17111.42;178.60;21.94
09.09.2014;9710.70;17013.87;177.70;22.20
10.09.2014;9700.17;17068.71;176.35;22.00
11.09.2014;9691.28;17049.00;176.05;21.91
12.09.2014;9651.13;16987.51;175.15;21.68
15.09.2014;9659.63;17031.14;175.35;21.66
16.09.2014;9632.93;17131.97;175.00;21.49
17.09.2014;9661.50;17156.85;174.30;22.01
18.09.2014;9798.13;17265.99;175.55;22.04
19.09.2014;9799.26;17279.74;176.00;22.01
22.09.2014;9749.54;17172.68;174.05;21.77
23.09.2014;9595.03;17055.87;171.05;21.24
24.09.2014;9661.97;17210.06;170.95;21.48
25.09.2014;9510.01;16945.80;166.50;20.87
26.09.2014;9490.55;17113.15;166.95;21.00
29.09.2014;9422.91;17071.22;164.70;20.65
30.09.2014;9474.30;17042.90;164.15;20.70
01.10.2014;9382.03;16804.71;160.45;20.24
02.10.2014;9195.68;16801.05;158.50;19.58
03.10.2014;9195.68;17009.69;158.50;19.58
06.10.2014;9209.51;16991.91;156.80;19.62
07.10.2014;9086.21;16719.39;157.25;19.08
08.10.2014;8995.33;16994.22;155.70;19.05
09.10.2014;9005.02;16659.25;154.50;18.70
10.10.2014;8788.81;16544.10;152.00;18.29
13.10.2014;8812.43;16321.07;153.50;18.37
14.10.2014;8825.21;16315.19;155.90;18.27
15.10.2014;8571.95;16141.74;149.55;17.25
16.10.2014;8582.90;16117.24;154.00;17.75
17.10.2014;8850.27;16380.41;160.56;18.09
20.10.2014;8717.76;16399.67;157.05;17.81
21.10.2014;8886.96;16614.81;159.25;18.48
22.10.2014;8940.14;16461.32;159.70;18.52
23.10.2014;9047.31;16677.90;161.30;19.07
24.10.2014;8987.80;16805.41;160.60;18.85
27.10.2014;8902.61;16817.94;158.30;18.73
28.10.2014;9068.19;17005.75;161.10;18.94
29.10.2014;9082.81;16974.31;161.90;18.88
30.10.2014;9114.84;17195.42;166.50;18.75
31.10.2014;9326.87;17390.52;170.19;19.15
03.11.2014;9251.70;17366.24;170.50;19.30
04.11.2014;9166.47;17383.84;168.99;18.93
05.11.2014;9315.48;17484.53;170.30;18.82
06.11.2014;9377.41;17554.47;173.50;19.18
07.11.2014;9291.83;17573.93;171.30;19.22
10.11.2014;9351.87;17613.74;172.19;19.25
11.11.2014;9369.03;17614.90;171.00;19.16
12.11.2014;9210.96;17612.20;169.75;19.06
13.11.2014;9248.51;17652.79;168.70;19.07
14.11.2014;9252.94;17634.74;170.10;19.01
17.11.2014;9306.35;17647.75;171.50;19.40
18.11.2014;9456.53;17687.82;174.55;19.95
19.11.2014;9472.80;17685.73;174.50;19.81
20.11.2014;9483.97;17719.00;174.00;20.30
21.11.2014;9732.55;17810.06;176.70;20.84
24.11.2014;9785.54;17817.90;179.60;21.21
25.11.2014;9861.21;17814.94;183.25;21.32
26.11.2014;9915.56;17827.75;182.75;21.57
27.11.2014;9974.87;17827.75;184.00;21.41
28.11.2014;9980.85;17828.24;185.00;21.15
01.12.2014;9963.51;17776.80;184.90;21.40
02.12.2014;9934.08;17879.55;183.80;21.18
03.12.2014;9971.79;17912.62;184.70;21.57
04.12.2014;9851.35;17900.10;184.50;21.58
05.12.2014;10087.12;17958.79;186.90;21.99
08.12.2014;10014.99;17852.48;185.10;21.55
09.12.2014;9793.71;17801.20;184.80;21.25
10.12.2014;9799.73;17533.15;183.05;20.90
11.12.2014;9862.53;17596.34;186.60;20.99
12.12.2014;9594.73;17280.83;182.50;20.48
15.12.2014;9334.01;17180.84;175.85;20.10
16.12.2014;9563.89;17068.87;177.60;20.52
17.12.2014;9544.43;17356.87;178.85;20.73
18.12.2014;9811.06;17778.15;184.75;21.04
19.12.2014;9786.96;17804.80;185.30;21.13
22.12.2014;9865.76;17959.44;185.75;21.28
23.12.2014;9922.11;18024.17;186.70;21.41
24.12.2014;9922.11;18030.21;186.70;21.41
25.12.2014;9922.11;18030.21;186.70;21.41
26.12.2014;9922.11;18053.71;186.70;21.41
29.12.2014;9927.13;18038.23;186.00;21.48
30.12.2014;9805.55;17983.07;184.95;21.37
31.12.2014;9805.55;17823.07;184.95;21.37
01.01.2015;9805.55;17823.07;184.95;21.37
02.01.2015;9764.73;17832.99;182.52;21.02
05.01.2015;9473.16;17501.65;176.50;20.48
06.01.2015;9469.66;17371.64;177.60;20.78
07.01.2015;9518.18;17584.52;180.05;20.82
08.01.2015;9837.61;17907.87;183.05;21.18
09.01.2015;9648.50;17737.37;181.25;20.98
12.01.2015;9781.90;17640.84;181.50;20.95
13.01.2015;9941.00;17613.68;184.60;20.50
14.01.2015;9817.08;17427.09;184.00;19.55
15.01.2015;10032.61;17320.71;184.90;20.06
16.01.2015;10167.77;17511.57;190.85;20.70
19.01.2015;10242.35;17511.57;192.30;20.67
20.01.2015;10257.13;17515.23;192.45;21.24
21.01.2015;10299.23;17554.28;194.05;21.34
22.01.2015;10435.62;17813.98;198.00;21.94
23.01.2015;10649.58;17672.60;202.52;22.25
26.01.2015;10798.33;17678.70;205.25;22.52
27.01.2015;10628.58;17387.21;202.20;22.53
28.01.2015;10710.97;17191.37;203.75;22.94
29.01.2015;10737.87;17416.85;204.40;22.70
30.01.2015;10694.32;17164.95;199.26;23.02
02.02.2015;10828.01;17361.04;201.00;22.62
03.02.2015;10890.95;17666.40;207.20;23.24
04.02.2015;10911.32;17673.02;209.50;22.87
05.02.2015;10905.41;17884.88;212.28;23.18
06.02.2015;10846.39;17824.29;212.75;23.02
09.02.2015;10663.51;17729.21;206.65;22.79
10.02.2015;10753.83;17868.76;209.20;22.91
11.02.2015;10752.11;17862.14;208.50;22.96
12.02.2015;10919.65;17972.38;214.50;23.69
13.02.2015;10963.40;18019.35;212.00;22.95
16.02.2015;10923.23;18019.35;211.90;22.91
17.02.2015;10895.62;18047.58;212.35;22.88
18.02.2015;10961.00;18029.85;217.00;23.20
19.02.2015;11001.94;17985.77;222.10;22.94
20.02.2015;11050.64;18140.44;226.05;23.23
23.02.2015;11130.92;18116.84;228.15;22.92
24.02.2015;11205.74;18209.19;226.35;23.27
25.02.2015;11210.27;18224.57;223.84;23.15
