"theta.G.ml" "theta.G.tau" "theta.G.new" "p.value.gumbel" "loglik.G" "theta.gum.ML.std" "theta.gum.tau.std" "theta.C.ml" "theta.C.tau" "theta.C.new" "p.value.clayton" "loglik.C" "theta.clay.ML.std" "theta.clay.tau.std" "emp.tau" "t.G" "t.C" "KL.G.ML" "KL.G.tau" "KL.G.new" "KL.C.ML" "KL.C.tau" "KL.C.new"
1.53810123643476 1.60609993510707 1.591936369999 0.208291708291708 14.7644714673774 0.12391388480691 0.144791950635164 0.779466075373064 1.21219987021415 1.21198371946747 0.0004995004995005 10.9016514112781 0.186960513376427 0.289583901270329 0.377373737373737 78.4599999999991 38.989999999998 0.264788362007028 0.226901100639769 0.234343952462393 0.45774030197781 0.359419327629903 0.359449856818203
1.98412876752493 1.98 1.98181690518954 0.44005994005994 32.5654531585027 0.166190002816909 0.229636328360312 0.98763402078578 1.96 1.95951430270769 0.0004995004995005 15.5848132493283 0.209932437773693 0.459272656720623 0.494949494949495 70.5799999999945 31.8499999999985 0.0999572490582756 0.101660033054727 0.100908731523955 0.818631885301576 0.855495910560796 0.855404830696882
1.73407428960148 1.71280276816609 1.73081237297777 0.846653346653347 24.1218147305795 0.140613529292911 0.160918096656999 0.888356353233178 1.42560553633218 1.42372704268498 0.0034965034965035 14.8924287449619 0.185681558537089 0.321836193313999 0.416161616161616 81.760000000002 34.5699999999997 0.399344114907938 0.41870515250837 0.402264672347254 1.50621813069275 1.29484226265309 1.29530607394677
2.25096811768502 2.30446927374302 2.28616343363326 0.342157842157842 44.2124162608046 0.186866710663608 0.24917974165771 1.01811069828441 2.60893854748603 2.60814392818074 0.0004995004995005 18.4388876306132 0.203862164938027 0.498359483315419 0.566060606060606 68.6200000000026 32.3700000000026 -0.0644283132302115 -0.0882793389224186 -0.0803519039559023 1.48411418145648 1.19088765586099 1.19085964256643
1.99623054562803 2.04545454545455 2.03682436366678 0.175324675324675 33.1537735639311 0.167200541478476 0.218149756132916 1.30385220023409 2.09090909090909 2.09051595559906 0.0004995004995005 27.5023469075023 0.209577553829337 0.436299512265832 0.511111111111111 80.0899999999965 33.9000000000015 0.281274698789192 0.238939636308034 0.246113690132887 2.18899550846116 1.80399466709847 1.80411725995017
1.84257538520216 1.87642153146323 1.86883066249659 0.224275724275724 28.3277614729374 0.148579196715804 0.191853539088131 1.15683058831157 1.75284306292646 1.74718660087967 0.00949050949050949 24.5576743333374 0.206615054863725 0.383707078176261 0.467070707070707 69.739999999998 31.9200000000055 0.996031943945922 0.967421675332815 0.973696892640563 0.609878254121376 0.375437097827657 0.376697318958103
2.3253043784774 2.43123772102161 2.39774331251487 0.316183816183816 46.5955909458463 0.191629495152467 0.248391927021888 1.6676448693437 2.86247544204322 2.86187862357534 0.0004995004995005 31.3877357333359 0.267721004519653 0.496783854043776 0.588686868686869 68.3099999999977 32.8600000000006 -0.0750576061142766 -0.0926289973043199 -0.087843611208584 0.719275536073915 0.685692953921343 0.685643631493434
1.84364437247229 1.92757009345794 1.88938011752491 0.455044955044955 29.118805572755 0.146780298040805 0.186893079348156 0.933773031952603 1.85514018691589 1.85467996356176 0.0004995004995005 20.9132765822119 0.178091781359545 0.373786158696312 0.481212121212121 72.510000000002 31.6800000000003 0.183973735028658 0.137549978263484 0.157191835014 1.75436147104651 1.48468083244471 1.4847131722694
1.66740597194753 1.73076923076923 1.72155908675469 0.145354645354645 21.1294408927062 0.13334686527511 0.163269396359739 1.33586706781551 1.46153846153846 1.4570815839389 0.0354645354645355 22.8744848762287 0.24062216414124 0.326538792719478 0.422222222222222 86.4700000000012 37.6299999999974 0.609810665843399 0.492722689621977 0.508423038073316 10.0639234358711 9.92117208062857 9.92604394191735
1.73810391906992 1.82926829268293 1.82594411722151 0.0364635364635365 23.3245456032257 0.14219540586875 0.187525334872324 1.13220894720195 1.65853658536585 1.65827368444769 0.0004995004995005 18.6130386868949 0.203115446612365 0.375050669744648 0.453333333333333 72.8300000000017 31.8700000000026 0.153048610630024 0.111868435908813 0.113247884195899 0.343856297005609 0.24010413640803 0.240133672953593
1.90931520853492 1.93510555121188 1.91605264570778 0.738761238761239 31.088917950939 0.156445787681051 0.191128175871161 1.10069318822338 1.87021110242377 1.86982672784125 0.0004995004995005 17.7103189675864 0.212737670069177 0.382256351742321 0.483232323232323 72.5199999999968 32.0800000000017 0.0357849684844052 0.0204916313779933 0.031727407559177 0.931723964037686 0.746890298643992 0.74693614719949
