"g_ML0.05" "g_ML0.01" "g_ML0.005" "g_ML0.001" "g_tau0.05" "g_tau0.01" "g_tau0.005" "g_tau0.001" "g_new0.05" "g_new0.01" "g_new0.005" "g_new0.001" "c_ML0.05" "c_ML0.01" "c_ML0.005" "c_ML0.001" "c_tau0.05" "c_tau0.01" "c_tau0.005" "c_tau0.001" "c_new0.05" "c_new0.01" "c_new0.005" "c_new0.001" "f_ML0.05" "f_ML0.01" "f_ML0.005" "f_ML0.001" "f_tau0.05" "f_tau0.01" "f_tau0.005" "f_tau0.001" "f_new0.05" "f_new0.01" "f_new0.005" "f_new0.001" "theta.F.ML" "theta.G.ML" "theta.C.ML" "theta.F.tau" "theta.G.tau" "theta.C.tau" "theta.F.new" "theta.G.new" "theta.C.new" "loglik.Fr" "loglik.Gu" "loglik.Cl" "time.Frank" "time.Gumbel" "time.Clayton" "L.real.left" "data.time.part" "p.F" "p.G" "p.C"
-5.25329123298629 -7.29407165769658 -8.4264786257534 -8.73630276324178 -4.80789576583804 -7.58592612634216 -9.21726305136186 -10.5193434380963 -4.94151105169059 -7.98816047102513 -8.7793989382787 -10.7160378715895 -5.3846181546341 -8.28266937355485 -9.5157862145778 -11.0040215343332 -4.98492106616614 -8.2823136269987 -9.44560982255866 -11.0801769699277 -4.81745422649955 -7.97465652797451 -9.16473281374842 -10.7207731016728 -4.74082769715371 -7.81618574118481 -9.21701159276985 -10.7540829614872 -5.22311643697933 -7.80136709614808 -8.4806802935401 -10.1192698956223 -5.22431440115041 -7.5784249027423 -8.26684341092919 -9.99558680424243 1.87720895774464 1.17708630765141 0.29133373999527 1.96927457513794 1.26717557251908 0.534351145038168 1.95120175414115 1.26704057362068 0.526703744180175 12.2286638374247 6.39190714328705 11.6540379004562 40.140000000014 91.5599999999977 38.7799999999697 -1.82 2008 0.196303696303694 0.00149850149850236 0.0314685314685316
-4.75512615063538 -7.23974099368134 -7.9704481312447 -10.3264602581865 -4.947712604617 -7.00455785021642 -7.83043076213781 -10.8879962317777 -5.11453296558796 -7.17359047818203 -8.1328745106292 -9.10676104378945 -5.20195113671542 -7.95457851022629 -8.7904801231767 -10.212495624676 -5.47100911865496 -8.30785157691403 -8.89738751227082 -11.5247730038621 -5.21013533091597 -8.00925354506504 -9.04102290881287 -10.4285390068299 -4.70426508432955 -6.93248082558847 -8.31132226115163 -9.58278740363323 -4.78837120430144 -7.44743727744793 -8.48188096796789 -11.1714058986515 -4.93112993656558 -7.42274549846521 -7.90708385639298 -9.22914738960584 1.8348968021954 1.17295040166344 0.287682312011326 1.92768934022711 1.26055360496448 0.521107209928962 1.90530232930337 1.26042233143306 0.510496987296342 11.7900737184129 6.15677192212493 11.4878294071179 39.0499999999884 91.6900000000023 39.4900000000489 0.930000000000003 2008 0.241258741258741 0.00149850149850305 0.0454545454545453
-4.93473085949236 -6.72608334386603 -7.22126170421866 -8.29287315219206 -4.82232736119417 -6.93256314127691 -7.53673724646563 -9.01037439119553 -4.9785470432411 -7.40052541533801 -7.7805883190577 -8.69193204462629 -4.8151888450421 -7.32049107083123 -8.14556820934369 -9.62110183987972 -4.93835812441747 -7.10457121708644 -7.77094721806023 -10.0303000672264 -4.7496112061848 -7.45057695210432 -8.08562060126185 -9.93871432515118 -4.82600957489581 -6.85881213190766 -7.48328305570192 -9.6923119059471 -4.84642952094914 -7.64507478023348 -8.11575223347945 -9.29521170324979 -4.98145186339481 -7.31827210745843 -8.36829883321911 -9.50292715163368 1.83360927584775 1.17309183589554 0.28773916127349 1.92185608794625 1.25962793733681 0.519255874673629 1.9000368212186 1.25949826285913 0.506419533421174 11.8325616527149 6.18045019929311 11.5092827803208 39.25 92.0199999999604 39.0899999999674 3 2008 0.247252747252748 0.00149850149850373 0.0554445554445553
-4.77952033009748 -7.23385707610282 -7.70963643515849 -8.88614302995685 -4.52702186668509 -7.49138551261166 -9.15048050673603 -11.9815113272237 -4.3648293271411 -6.75404849745245 -7.79455230296088 -9.26121426805165 -4.67150089951888 -7.42881418514682 -8.42060042460795 -10.0498655159119 -4.54345658872491 -7.34345374808005 -8.6239687852528 -9.54534694241267 -4.82856781326075 -6.79890347784702 -7.58841897920444 -8.87648179967432 -4.80698169279689 -7.16064881090066 -7.96237964560413 -9.24170565667418 -4.76893536294526 -6.58186848194772 -7.97548765596348 -9.25053069419499 -4.74048547323755 -7.14896618395995 -7.7445417725551 -8.46320751181127 1.83726809061682 1.1734791716109 0.288258328136192 1.93158020143152 1.26117147291888 0.522342945837758 1.90986297711305 1.26077725178413 0.512404288243037 11.8808623209739 6.19568940293413 11.5529283080415 39.4400000000023 91.679999999993 38.4500000000116 -0.890000000000004 2008 0.230269730269731 0.00449550449550468 0.0424575424575422
-4.27681071111726 -6.26184428323587 -6.98887397550481 -9.61432952798048 -4.89126065829298 -6.88381709492196 -8.17420179586541 -8.96221374163282 -4.48711747053297 -6.30941851154466 -7.18861140624422 -8.14786334380752 -4.81629720410679 -7.18903181273414 -8.20595112100773 -9.38302332553513 -4.41618953339878 -7.15756481914921 -8.68777661183373 -10.3844675975271 -4.47631187260544 -7.13423406920641 -8.54672334065925 -10.5388316262777 -4.61351966882761 -6.90532655945361 -7.66880265721199 -9.58576655004088 -4.82520777543895 -7.20973035449201 -8.35566276265551 -9.24390328518706 -4.13029519655726 -6.05217884502412 -6.96482656833368 -9.02621775378768 1.86297290587926 1.17276047978677 0.290441341847918 1.96601909944659 1.26665572694454 0.533311453889071 1.94373188575295 1.26651502477597 0.525426060640982 12.269610789546 6.21559769308012 11.678412697954 38.890000000014 91.6500000000233 38.710000000021 0.950000000000002 2008 0.216283716283715 0.00149850149850293 0.0324675324675327
-4.11112494795642 -6.28121193000454 -7.06112847520645 -8.93059280389104 -4.47907408153089 -7.09888078906986 -7.46062935315304 -8.36668865045751 -4.50017963214022 -7.36927937638069 -8.07686980617949 -9.9650371863858 -4.46380333291422 -6.43222776475263 -7.51795420455065 -10.0016761149449 -4.58058676616103 -7.21743261036873 -8.5515250691065 -10.0977839488074 -4.93989255492551 -8.06766609300286 -9.40563569190248 -10.4701007347198 -4.54915149005756 -6.80840018138519 -7.16635269578986 -8.32644235443719 -4.74839278848517 -7.24527058172348 -7.91366049798651 -8.55655340028 -4.45765326933927 -6.97767646960963 -8.00184626797426 -8.55868613963822 1.84806944266677 1.17108540662007 0.289059142100086 1.951708425131 1.26437346437346 0.528746928746929 1.92535865386512 1.26432686694202 0.520007064398667 12.1113952219849 6.12109461409478 11.6093416692143 39.0599999999977 91.7000000000116 38.390000000014 0.519999999999999 2008 0.254245754245755 0.000499500499499865 0.0364635364635367
-4.19928950793117 -5.96981118182967 -6.92373976054451 -7.79933631993322 -4.35893637449602 -6.44371544946586 -7.44830457773082 -8.31828165983493 -4.27798722059074 -6.41859278883285 -6.77191904898232 -7.73131401931736 -4.20672317284754 -7.03140502027804 -7.80871917031803 -9.75851556371598 -4.25541956120537 -6.83870965264127 -8.62148081578984 -10.0034188921409 -4.54642190002088 -7.36577400058193 -7.94278030230597 -9.17647915314248 -3.98318586985151 -6.05947306049017 -6.72958026624077 -7.87217283413481 -4.56413943552622 -6.93072476892958 -7.36081997537281 -8.26649760483357 -4.13908936664735 -6.43238062912705 -6.98944972706835 -7.52734579842564 1.85118285754939 1.17102632028729 0.290351520875909 1.95756015527925 1.26530612244898 0.530612244897959 1.93699671161219 1.26516484402416 0.522091509930144 12.0860321074354 6.08254112784142 11.6891787856331 39.289999999979 91.9799999999814 38.75 -1.2 2008 0.193306693306694 0.00149850149850247 0.0354645354645353
-4.1079916006072 -6.22534754751599 -6.99177943443774 -9.64348358262347 -3.96097585633916 -6.06379438210058 -7.41926757913777 -8.85180136271738 -3.99659383034643 -5.4452082851758 -6.29002990107942 -7.23546643028542 -3.99382585543518 -6.50551773373597 -6.99773575285373 -8.04980103426092 -3.90121871052448 -6.30375161089519 -8.34755875577854 -10.1986148160212 -4.33854961951471 -6.74020741713739 -7.42985767907854 -9.3041090887731 -4.20874124291141 -6.40167066462024 -7.02369281289824 -8.70274774804094 -4.10086593238882 -5.7198008917213 -6.21549247599964 -6.93318263715283 -4.04634465737998 -5.98981806368375 -6.34187208005409 -6.99681448853205 1.82989732296196 1.16840776044941 0.28959959699093 1.94001585743019 1.26251226692836 0.525024533856722 1.92026932702355 1.26237125118439 0.512677072132992 11.8852268815025 5.92739877075144 11.689372360736 38.9400000000023 91.4500000000116 39.109999999986 -3.35 2008 0.179320679320677 0.00149850149850215 0.0524475524475523
-3.90794455695322 -6.00123455345181 -7.43986220692141 -8.63704136795671 -3.86845755285158 -5.74574734874022 -6.06586576737939 -9.38294914286728 -3.7430183045484 -5.24199659693717 -5.50747712738749 -7.46012734786834 -3.97155949776856 -6.05974246286686 -6.49372681070568 -7.30588170794163 -3.67082171340995 -6.12146789445289 -6.84324676069276 -9.05899481601694 -3.82458569311091 -6.64776859446153 -7.1586552558293 -9.68161571262393 -4.0873447932064 -5.81169525588199 -6.19997859223104 -6.98215423814082 -3.99142161858745 -5.81776633931356 -6.33539642301411 -7.74677948299039 -3.81769994425527 -5.621602882448 -6.27750022083757 -7.23244629042127 1.80711787802007 1.16614771317247 0.286208490478238 1.92444822471809 1.26003917727718 0.520078354554358 1.90715928751733 1.25980468311108 0.506410635225235 11.5490953841273 5.77595959179623 11.5104209922171 39.3400000000256 91.289999999979 38.3800000000047 1.2 2008 0.147352647352649 0.00249750249750228 0.0584415584415584
-3.64266544275534 -5.29431178602677 -5.593667535263 -6.43874739905692 -3.84051098987853 -5.37761006240343 -5.88643862497564 -7.71953003719142 -3.77253120547502 -5.91213169184104 -6.87923918523934 -7.81056339739811 -3.57028710740276 -5.52460726624279 -6.31651196084213 -8.68923606346985 -4.04602805312925 -5.81201454980861 -6.63438841467329 -9.11795376725382 -4.06335773831696 -6.90308973708451 -8.40800703267175 -10.6347285895594 -3.61689503799572 -5.79911036777525 -6.26157809579764 -6.67157597178228 -3.62042742335833 -5.21757907077703 -5.57250314587586 -6.17670170167773 -3.90327645613483 -5.49653577033711 -6.06617665269187 -7.0926431946753 1.83297678015363 1.16973945297793 0.290679289216336 1.95300849497392 1.26458060288336 0.52916120576671 1.93028520830215 1.2645332296816 0.514747463557622 11.9568665882986 6.04158320478253 11.8390976725179 38.8600000000442 91.5900000000256 38.109999999986 -0.370000000000002 2008 0.189310689310688 0.000499500499502891 0.0604395604395603
-3.41531938141732 -5.33647801552403 -6.53354578478751 -6.83838826683919 -3.4708440603477 -5.12015752393587 -5.98732141516335 -6.483711161123 -3.50815419721672 -5.26537693144402 -6.46586623545874 -8.83496232485595 -3.75336932590738 -6.42349462733253 -7.43267755267943 -9.57267289206857 -3.47196809920479 -4.86020817466804 -5.29668484176816 -6.55215332774246 -3.52421406400472 -5.93196912104548 -7.0403763085016 -7.97369743122887 -3.38997453135916 -4.8587085853039 -6.2608900662608 -6.69289816190706 -3.67509696429415 -4.89031387506075 -5.44338789242881 -7.43008228069807 -3.46379732800422 -5.14309441564516 -5.96996585901072 -7.08499454051249 1.84191407533245 1.17065236892555 0.291499947306516 1.96081269221831 1.26582486061004 0.531649721220072 1.93782879374937 1.26568224448863 0.519534273085572 12.0924353615892 6.10237993798268 11.8890548766575 39.8399999999674 91.4400000000023 38.320000000007 1.6 2008 0.193306693306694 0.00149850149850138 0.0504495504495503
-3.18452492390377 -4.76690716287087 -4.97302815584085 -6.06448526476403 -3.61959411277494 -5.26726422035763 -5.83050931091064 -7.37072980787372 -3.44141883635006 -5.24598394431889 -5.59881585216081 -7.4944466973881 -3.49809159351407 -5.15621189772317 -5.80949371440307 -7.52057113436399 -3.23638247014192 -5.04673560728742 -5.64497395925866 -6.2844299158326 -3.6506458144645 -5.8715792006937 -6.62801987394291 -9.01080524653892 -3.23057590686347 -4.7118357083576 -6.03126455394402 -6.95747583050483 -3.30363816317162 -5.0199782753557 -6.00471764478821 -7.33604749255311 -3.50407825671945 -5.01467366284561 -5.42805034957663 -6.52118917939808 1.85192686392719 1.17157217715387 0.291895633317663 1.97318264363388 1.26779995072678 0.53559990145356 1.94792607013853 1.26775188490581 0.523061669876139 12.1886187933495 6.16020233775241 11.887681994699 39.8099999999977 92.6199999999953 38.710000000021 -1.84 2008 0.208291708291709 0.000499500499501795 0.0514485514485511
-3.23815247090617 -5.14997682003531 -5.88656083288265 -7.66155049318774 -3.51181864819804 -5.35201085419612 -5.92150043980158 -6.29763406726346 -3.16701106485231 -4.77408288118574 -5.60718781918364 -7.78671026833224 -3.22718986646888 -4.79306114978034 -5.26262599502554 -6.73331858617127 -3.64710392996568 -6.0391247564737 -6.96879528729724 -8.4880854984501 -3.49154415097414 -5.74634968619344 -6.60019544722035 -8.71429134603425 -3.13191484221415 -4.74025688555762 -4.8478849587831 -5.39732447275815 -3.1286726122445 -4.96517549794878 -5.53497561038576 -6.12199778466041 -3.03668329900278 -4.44711640995618 -5.22179050395431 -6.62150423486777 1.83367629005899 1.16711157637507 0.290459923321571 1.94261295462753 1.26292539267016 0.525850785340314 1.92558139817901 1.26287753362106 0.514445733584161 11.8580006538009 5.67842707004122 11.8017872004272 39.390000000014 93.0499999999884 38.0499999999884 2 2008 0.156343656343656 0.000499500499500341 0.0484515484515485
-3.06360672017273 -4.36058069990282 -4.99760357144802 -6.23447267965184 -3.41483314416721 -5.05075156226027 -5.67479311641153 -6.39384339449571 -3.42747850501278 -4.49031246330523 -5.01693036066063 -5.93365518868714 -3.31651648639491 -4.56158391218263 -5.59862596236726 -6.84776536433085 -3.5298873538531 -5.35406834188479 -6.7219928540861 -7.82320108721535 -3.55010937088307 -5.61890713293622 -6.0228114107451 -7.45326339815607 -2.90241383609435 -4.5605975770951 -4.93266597104155 -6.23639620775444 -3.50094774581831 -4.67019181889197 -4.81065757163971 -5.64233273610709 -3.05623046750826 -4.8288311651153 -5.44653205445292 -5.98425092699292 1.84385557821354 1.16859074954663 0.292794602324382 1.95040853480991 1.2641663937111 0.528332787422208 1.93311097692089 1.2641186536291 0.515273477459241 12.1068767287733 5.79868764081388 11.9414844497194 39.0299999999697 93.140000000014 38.2999999999884 0.429999999999997 2008 0.162337662337662 0.000499500499500742 0.0554445554445553
-2.85669000901439 -4.50879064797843 -5.46786040522225 -6.99847182702559 -3.43807117447573 -4.64026081743973 -5.10642764710262 -5.50587599299515 -3.10520682803275 -4.7209765178406 -5.26023886778959 -5.82140176276744 -3.22403302324527 -4.93867737964759 -5.46037995093491 -6.56005867723735 -3.17006587495974 -5.37355154221319 -6.01535063667738 -7.33784086236547 -3.13975592152144 -5.08703566035144 -5.74545641049203 -6.4788524067778 -2.93364998252363 -3.98317675825261 -4.84237000635 -5.38903942158803 -3.08682462755581 -4.48664551013485 -4.67012717652899 -5.17852903839262 -3.18776415962322 -4.41093816091917 -4.8293338830653 -5.9628722822519 1.84020733784779 1.16522677515756 0.294007685152491 1.95951154215808 1.26561731431382 0.531234628627644 1.94014397652329 1.26556716918937 0.519977605835366 12.229287751453 5.65406922436972 12.045746321025 39.4099999999744 91.859999999986 38.6300000000047 0.749999999999999 2008 0.162337662337662 0.000499500499500461 0.0474525474525474
-2.8148609360363 -4.21711154243158 -4.7070028170768 -5.35368991745922 -3.00747942519351 -4.50818407264103 -4.83500489537935 -6.03149319066481 -3.08796114663299 -5.01152710610393 -5.62690804608412 -6.99028173274554 -3.06590569940576 -4.29124140909004 -4.92182537755111 -6.50490019741436 -3.35263997578418 -4.90934767939185 -5.59186276903535 -6.03177233142646 -3.33292998829827 -5.27767228298831 -5.80734103078717 -7.25264753742225 -3.03496261282827 -4.44542409466152 -4.90493211202963 -5.34545678234848 -3.03584676183643 -4.35747528529339 -4.92987668570995 -5.9515620258087 -3.0326892567499 -4.2554122515807 -4.69896538466899 -5.5856930628445 1.83153354037984 1.16441255511466 0.293815436849526 1.95560917381269 1.26499508357915 0.529990167158309 1.93559097720988 1.26494484255595 0.518783074561239 12.1631729769113 5.60838473826038 12.0533461311852 39.5 91.8899999999558 38.5 3.47 2008 0.161338661338662 0.000499500499500646 0.0474525474525474
-2.95848712783125 -4.14185247305851 -5.12428002654722 -5.70611899698128 -2.83176120152619 -4.37777864133597 -4.74053441976705 -5.99242236568958 -3.11435388035731 -4.44539060049851 -4.6669448556502 -5.49500474253912 -2.89037812694396 -4.4846741014704 -4.98503104560256 -5.86328675544974 -2.94465217716499 -4.95631834946229 -5.57720162949564 -6.00506433749311 -3.17686249367697 -4.64783937629716 -5.92767936930805 -7.89775019791213 -3.0594693605736 -4.46267446025184 -4.83468121069497 -5.49416167505795 -2.80453406600304 -4.53232665873134 -4.78797462702978 -6.0395118680983 -2.92667772299536 -3.79477784296583 -4.51495595960893 -5.63028560560734 1.83564305595433 1.16429927843661 0.301111552211067 1.95560917381269 1.26499508357915 0.529990167158309 1.94212646825917 1.26494478597419 0.515470894381935 12.1178817541326 5.55069139912024 12.3351662219502 39.6399999999558 92.1199999999953 38.7000000000116 0.199999999999995 2008 0.112387612387613 0.000499500499500755 0.0634365634365632
-3.2602213059562 -5.38510183757825 -5.81350112030684 -6.31798903216612 -3.19296768307914 -5.14710066876885 -5.46915428261799 -7.24190564682836 -3.24356822671908 -5.2761834217625 -6.36961443939898 -7.56635240858103 -3.14466122482381 -4.82426287840733 -5.47011676762779 -6.46585218370526 -3.68374733558493 -6.19338485685561 -7.1657845444675 -8.94055798410592 -3.82700605028312 -5.6344734936625 -6.3248617530615 -7.2481073591446 -3.31077155873599 -4.99473354433476 -5.44039240779526 -5.95049361845477 -3.25324127402816 -5.04913718471375 -5.7481817808764 -6.46603948395143 -3.10862448058595 -5.56950663959512 -6.25570849769623 -7.11323794075946 1.77662047799192 1.15214313529846 0.29662316595329 1.9030841180527 1.25665445665446 0.513308913308913 1.89013454452 1.25660225319724 0.495883136423671 11.4930867225902 4.88987383808816 12.1099673430419 39.8699999999953 92.75 38.4400000000023 -1.06 2008 0.102397602397602 0.00049950049950061 0.0804195804195804
-3.03367927860618 -4.61201059402195 -5.6001589518923 -6.07869419127575 -3.09899333241545 -4.64848899115071 -5.26985020057837 -6.48723994033785 -3.28295280928315 -5.27846672124189 -5.84814357867057 -6.45246186766185 -3.28866358785046 -4.68019057476877 -5.32551720946763 -7.55531063670714 -3.60379018209661 -5.71261597627299 -6.58543509009528 -7.59190443852631 -3.46589082147103 -5.7987450508651 -6.15068610819631 -8.69603876950756 -3.33998088639167 -5.11156093757958 -5.75198541217965 -6.44018620976368 -3.4761998684483 -4.87451531846963 -5.30394736106366 -5.93102817622837 -3.21354204321537 -4.74779964149548 -5.06966625286101 -7.75299477688092 1.77075794010271 1.15171744506003 0.296159514480309 1.89468100840741 1.25532606927956 0.510652138559115 1.87803000672211 1.25527431672001 0.489759999850141 11.4431775299892 4.87176462651156 12.0819953480094 38.8399999999674 92.4700000000303 38.9500000000116 -1.42 2008 0.134365634365634 0.000499500499500882 0.0974025974025973
-3.1789617951833 -4.51896699745609 -4.76033817632383 -6.45701855824623 -3.16558156581174 -5.0474490460856 -5.49056693301875 -7.21339245237327 -3.36061870843673 -4.90418264045173 -5.04378207210233 -6.0420786265017 -3.67906234730698 -5.24224451942968 -5.99997453940972 -6.97520549972635 -3.41032361271058 -5.02464660205279 -5.61933613742617 -6.53024703008894 -3.42956544740292 -6.0396160970624 -7.60636061825998 -8.63213002165126 -3.3308117893674 -4.57841676896047 -4.93621315890838 -6.00952662750266 -3.48461752122055 -5.28900831943016 -5.88113856940395 -6.62299012178059 -3.09243498223876 -4.29347991964276 -5.7827470006394 -6.65391501877932 1.76177071378529 1.15117174172276 0.295313011835073 1.89726579953966 1.25573450463641 0.511469009272816 1.88339142762175 1.2556822754841 0.494085834653697 11.3836022366817 4.85415577332855 12.029528923971 39.5300000000279 92.2000000000116 38.6000000000349 3.75 2008 0.102397602397603 0.000499500499501518 0.0804195804195805
-3.08228621711428 -4.74672692999798 -5.23691316522606 -6.55917022735803 -3.18555152176915 -4.85631907675859 -5.55151967836066 -6.28393836419202 -3.09015858293935 -4.69779739861589 -4.9861083935241 -5.76295713147235 -3.09304239069158 -4.85298744259484 -5.55159405919293 -6.88150736271823 -3.13026008183224 -4.53238063041314 -5.36150509173858 -7.4814715403603 -3.43765582017961 -4.74628446753528 -5.51789835041051 -6.79064081999559 -3.00114046882502 -5.08598720807621 -5.36782527143923 -6.04338205591754 -2.936880783771 -4.2692265195172 -4.75526187519813 -5.66045720986122 -3.15162548169348 -4.6388541582708 -5.2585835630695 -5.95734790826679 1.75480224910542 1.15074043899696 0.294130350852057 1.89532714121189 1.2554281532081 0.510856306416199 1.87560311789424 1.25527127851148 0.491478710988636 11.3354882696079 4.83923561415791 11.9684594404971 39.5299999999697 92.5299999999697 38.7799999999697 2.85 2008 0.14035964035964 0.00149850149850132 0.0894105894105894
-3.14108638337133 -5.11148808039912 -5.67033680730585 -6.87755134460839 -3.40134708181114 -5.01142075911538 -5.74599677095365 -6.96001579861324 -3.44608064303192 -5.12578894588329 -6.08183700891201 -7.61594291995662 -3.58780895459123 -5.60936238934921 -7.02007336072593 -9.09985649829747 -3.39441574393397 -5.69217154014313 -6.18581532810738 -7.66878034294471 -3.37925481776232 -5.48610216329348 -6.76715004897383 -7.57891741845403 -3.32242157708272 -4.99429057430098 -5.3208644110083 -6.33151977098895 -3.49340685169372 -4.94918575993205 -5.65438648009578 -7.02751999856675 -3.3481131693635 -5.24368031992946 -5.78062804174192 -6.66538635343657 1.78542259827514 1.15142810373767 0.299906642194616 1.92963457108649 1.2608624632473 0.52172492649461 1.91558795035811 1.26080780073007 0.503443199766588 11.757814110441 4.91079798529466 12.2983020577095 39.1100000000442 93.4199999999837 38.9699999999721 -0.139999999999993 2008 0.0974025974025977 0.000499500499501935 0.0824175824175827
-3.39459615381476 -5.23917624779777 -5.68395032147507 -6.39474778234437 -3.462878834163 -4.98338936789205 -5.60031837408242 -7.18711899565121 -3.55378367111786 -5.47033830167116 -6.24516344175605 -7.73686176586326 -3.4222097354835 -5.58776143398009 -6.22296675810059 -7.17439670182178 -3.76734835583957 -6.08965672244603 -7.05487936644953 -8.054965241119 -3.47351229472405 -5.82704851089759 -6.64412287436501 -8.15977297126809 -3.67109334803982 -5.43978780854891 -6.26419916796298 -7.29739961091635 -3.37174628929907 -4.98354176331982 -5.44911045658949 -7.27485922604461 -3.52648734141741 -5.58026946230465 -6.7162373801731 -8.67960573108133 1.77170770680294 1.14954936895849 0.302556031580581 1.90955305222332 1.25767820773931 0.515356415478615 1.89461177352391 1.25762419733033 0.500156388057327 11.5222241893373 4.74334914664394 11.7638407324363 39.609999999986 92.5800000000163 38.4500000000116 0.0299999999999974 2008 0.108391608391609 0.000499500499500738 0.0714285714285714
-3.46631794548214 -4.76250441954812 -5.09373090427739 -7.00291883363603 -3.2965719620422 -4.75102209224734 -5.02587546159334 -6.03608776542506 -3.387937201578 -5.11988843201933 -5.96108417005894 -7.39471610830058 -3.56496358006956 -5.58763078163634 -6.60370735177122 -8.55455833105133 -3.8327607356091 -5.23885871042655 -6.23684057727674 -7.66367862230674 -3.94817813833505 -5.31404017512375 -6.28376338404413 -6.76325453641714 -3.73492068820968 -5.42655077510073 -5.54334520869643 -6.03745474676662 -3.2514393332126 -5.0065758312649 -5.78795007411484 -8.95597640091066 -3.44527726885415 -4.7256717409278 -5.46245265926544 -6.8309702828944 1.77462204756108 1.14980412563167 0.302806675942483 1.90890596239076 1.25757575757576 0.515151515151515 1.89502146170657 1.25752192559177 0.498499097691067 11.556408480791 4.7583754186603 11.7710397363977 39.859999999986 92.929999999993 39.0200000000186 -0.960000000000002 2008 0.103396603396603 0.000499500499502081 0.0784215784215784
-3.1761091829256 -5.31003966389414 -5.78850274535953 -6.68695650273329 -3.24317439527765 -4.58254888659076 -5.39108769413583 -5.82696286733945 -3.02055842427178 -4.81685714397318 -5.26543329835038 -6.72756650427717 -3.33430801314772 -4.72043932725488 -5.20481691197768 -7.17641106684538 -3.33746539160233 -5.23990451641963 -5.77658106277483 -8.56256128621967 -3.6749230796986 -4.94545083296132 -6.16112588130351 -7.88863775195572 -3.24654976220504 -5.13147950995994 -5.83255507452087 -7.34573822404782 -3.1914015921489 -4.65715253855404 -4.90226295641936 -6.38498491911 -2.90005573429069 -4.78961021628086 -5.32755614884488 -6.46040345746201 1.75367150640394 1.14610284173578 0.30040221752402 1.88434875842312 1.25369498132207 0.507389962644145 1.86900952054874 1.25364123899461 0.487022037674782 11.1867245067116 4.51850008094705 11.6191397839835 39.1699999999837 92.25 38.2299999999814 0 2008 0.117382617382616 0.00049950049950163 0.0984015984015985
-2.95306629410404 -3.8239694593113 -4.68294588769837 -6.88588705979051 -3.08275145710882 -4.65379692871403 -5.6978323979251 -6.36565835866734 -2.94820457909472 -4.9833052133296 -5.76318415623482 -6.40156047683264 -3.16311053030681 -4.61880797393261 -5.23982571697648 -6.20808678480571 -3.39286751994508 -4.97100603442533 -5.33057967060373 -6.88320392101736 -3.20797323217142 -5.07284681101007 -5.44190144504099 -6.69932767875533 -2.97329315982606 -4.47914928124001 -5.26300161038157 -6.57406242867531 -3.26775658048999 -4.78617654967795 -5.21877986187765 -6.45971735832068 -3.12936869028437 -4.51499188802219 -5.19204433246951 -5.42836969519452 1.70324814699814 1.14116780921069 0.294126127985124 1.84120117637885 1.24691058880543 0.493821177610855 1.82362973657262 1.2468577702342 0.470579945561507 10.581886654313 4.25007366868848 11.3229183827822 39.640000000014 92.2799999999697 38.6599999999744 0 2008 0.127372627372626 0.000499500499501977 0.116383616383616
-2.94378834275814 -4.42502891845031 -4.50139604682094 -5.12739762971197 -2.80759041925493 -4.12714182315575 -4.96567928817223 -7.32749189453666 -3.02545634680139 -4.52422163121832 -4.98469524425056 -5.97280827072677 -2.98880609453404 -4.26775309271224 -5.04256465578243 -5.92034678325627 -2.78940514319958 -4.47629695818551 -4.92439266046903 -6.44381915012579 -3.41531051824378 -4.89905037343789 -6.05665216839548 -7.55954164044481 -2.97847479881238 -4.57391971835214 -5.20703792764518 -6.36019573322729 -2.72556071198313 -4.64395551760542 -5.4102804688138 -6.76662545719021 -2.81953279941398 -4.19715324433917 -4.52556953622702 -6.6986502654595 1.70635521582627 1.14089889390365 0.298156197054822 1.83863119090305 1.24650787242632 0.493015744852644 1.82614359885034 1.2464551206888 0.468001307398079 10.4711344683611 4.19361262398737 11.4142961939328 39.4500000000116 93.859999999986 38.6499999999651 0 2008 0.0944055944055935 0.000499500499499667 0.128371628371628
-2.65147113341264 -3.86984493292904 -4.11656466141673 -4.4748434801216 -3.03445590930578 -4.42178469460735 -5.63931574226029 -6.48064621001623 -2.76904539482149 -4.47379860128768 -4.85339457759508 -5.42567560012825 -2.77694599610941 -3.97840408079864 -4.75961713711672 -4.93150519207353 -3.11975622304276 -4.91976934945382 -5.35896282777842 -6.33439245965792 -2.59376310158938 -4.18041508932457 -4.56668199757767 -5.38058532512232 -2.52024256604921 -4.16097285068249 -5.01049864402878 -6.07252585645856 -2.98160200631457 -4.35312663359907 -4.98536045341 -5.48936916416699 -2.65302253450671 -4.03186687328032 -4.25667033915182 -5.08755106615029 1.69161160062895 1.13774150077276 0.296154338213751 1.81424947799137 1.24269500120744 0.485390002414876 1.80144662266233 1.24264257688155 0.459963232349889 10.184536991953 4.00751030967005 11.2769350691678 39.9000000000233 93.4500000000116 39.1300000000047 0.960000000000004 2008 0.104395604395603 0.000499500499500761 0.134365634365634
